"Step","evalv2_spball_1.8B_mupinit_muplr5e-3_wd0.1_hard_headfc1split - hidden-states-absmax/attention::o_proj","evalv2_spball_1.8B_mupinit_muplr5e-3_wd0.1_hard_headfc1split - hidden-states-absmax/attention::o_proj__MIN","evalv2_spball_1.8B_mupinit_muplr5e-3_wd0.1_hard_headfc1split - hidden-states-absmax/attention::o_proj__MAX","evalv2_muonw_1.8B_muptinit_muplr5e-3_wd0.1_headfc1split - hidden-states-absmax/attention::o_proj","evalv2_muonw_1.8B_muptinit_muplr5e-3_wd0.1_headfc1split - hidden-states-absmax/attention::o_proj__MIN","evalv2_muonw_1.8B_muptinit_muplr5e-3_wd0.1_headfc1split - hidden-states-absmax/attention::o_proj__MAX","evalv2_adamw_1.8B_muptinit_muplr5e-3_wd0.1_headfc1split - hidden-states-absmax/attention::o_proj","evalv2_adamw_1.8B_muptinit_muplr5e-3_wd0.1_headfc1split - hidden-states-absmax/attention::o_proj__MIN","evalv2_adamw_1.8B_muptinit_muplr5e-3_wd0.1_headfc1split - hidden-states-absmax/attention::o_proj__MAX"
"13105","4.65625","4.65625","4.65625","8.3125","8.3125","8.3125","612","612","612"
"13107","4.90625","4.90625","4.90625","8.5625","8.5625","8.5625","588","588","588"
"13109","5","5","5","8.375","8.375","8.375","636","636","636"
"13110","4.875","4.875","4.875","8.375","8.375","8.375","568","568","568"
"13111","4.65625","4.65625","4.65625","8.25","8.25","8.25","676","676","676"
"13112","4.71875","4.71875","4.71875","7.875","7.875","7.875","596","596","596"
"13114","4.75","4.75","4.75","7.75","7.75","7.75","580","580","580"
"13116","4.65625","4.65625","4.65625","7.84375","7.84375","7.84375","560","560","560"
"13117","4.71875","4.71875","4.71875","7.625","7.625","7.625","600","600","600"
"13121","4.875","4.875","4.875","7.4375","7.4375","7.4375","612","612","612"
"13129","4.71875","4.71875","4.71875","7.71875","7.71875","7.71875","576","576","576"
"13130","4.84375","4.84375","4.84375","7.53125","7.53125","7.53125","628","628","628"
"13132","4.8125","4.8125","4.8125","7.625","7.625","7.625","556","556","556"
"13135","5.1875","5.1875","5.1875","8.0625","8.0625","8.0625","632","632","632"
"13137","4.71875","4.71875","4.71875","7.90625","7.90625","7.90625","564","564","564"
"13139","4.78125","4.78125","4.78125","7.3125","7.3125","7.3125","552","552","552"
"13142","4.9375","4.9375","4.9375","8.4375","8.4375","8.4375","616","616","616"
"13143","4.71875","4.71875","4.71875","8.4375","8.4375","8.4375","576","576","576"
"13144","","","","","","","672","672","672"
"13145","4.75","4.75","4.75","7.9375","7.9375","7.9375","596","596","596"
"13150","4.59375","4.59375","4.59375","8.3125","8.3125","8.3125","560","560","560"
"13151","5.03125","5.03125","5.03125","8.375","8.375","8.375","556","556","556"
"13152","4.5","4.5","4.5","8.125","8.125","8.125","560","560","560"
"13153","4.40625","4.40625","4.40625","7.71875","7.71875","7.71875","576","576","576"
"13156","4.6875","4.6875","4.6875","8.0625","8.0625","8.0625","612","612","612"
"13157","4.8125","4.8125","4.8125","7.75","7.75","7.75","560","560","560"
"13158","4.65625","4.65625","4.65625","8.125","8.125","8.125","592","592","592"
"13159","4.6875","4.6875","4.6875","7.25","7.25","7.25","620","620","620"
"13161","4.9375","4.9375","4.9375","8.1875","8.1875","8.1875","572","572","572"
"13162","4.5","4.5","4.5","7.6875","7.6875","7.6875","592","592","592"
"13163","4.96875","4.96875","4.96875","8","8","8","648","648","648"
"13164","4.71875","4.71875","4.71875","7.59375","7.59375","7.59375","552","552","552"
"13167","4.78125","4.78125","4.78125","7.8125","7.8125","7.8125","584","584","584"
"13173","4.78125","4.78125","4.78125","7.875","7.875","7.875","572","572","572"
"13174","4.625","4.625","4.625","8","8","8","556","556","556"
"13175","4.75","4.75","4.75","7.9375","7.9375","7.9375","536","536","536"
"13177","4.8125","4.8125","4.8125","7.8125","7.8125","7.8125","560","560","560"
"13178","4.71875","4.71875","4.71875","7.71875","7.71875","7.71875","532","532","532"
"13180","4.5625","4.5625","4.5625","8","8","8","588","588","588"
"13182","4.75","4.75","4.75","7.9375","7.9375","7.9375","564","564","564"
"13183","4.65625","4.65625","4.65625","7.875","7.875","7.875","668","668","668"
"13186","4.90625","4.90625","4.90625","7.90625","7.90625","7.90625","588","588","588"
"13191","4.6875","4.6875","4.6875","7.90625","7.90625","7.90625","568","568","568"
"13193","4.78125","4.78125","4.78125","8.125","8.125","8.125","596","596","596"
"13195","","","","","","","564","564","564"
"13199","4.71875","4.71875","4.71875","7.75","7.75","7.75","624","624","624"
"13200","4.71875","4.71875","4.71875","8.125","8.125","8.125","568","568","568"
"13201","4.59375","4.59375","4.59375","8","8","8","616","616","616"
"13202","4.6875","4.6875","4.6875","7.4375","7.4375","7.4375","560","560","560"
"13203","4.78125","4.78125","4.78125","7.4375","7.4375","7.4375","568","568","568"
"13205","4.40625","4.40625","4.40625","7.9375","7.9375","7.9375","632","632","632"
"13207","","","","","","","628","628","628"
"13209","4.96875","4.96875","4.96875","7.59375","7.59375","7.59375","604","604","604"
"13210","4.875","4.875","4.875","7.90625","7.90625","7.90625","584","584","584"
"13212","4.6875","4.6875","4.6875","7.4375","7.4375","7.4375","616","616","616"
"13219","4.46875","4.46875","4.46875","7.75","7.75","7.75","632","632","632"
"13223","4.46875","4.46875","4.46875","7.8125","7.8125","7.8125","592","592","592"
"13224","4.84375","4.84375","4.84375","7.84375","7.84375","7.84375","632","632","632"
"13225","4.46875","4.46875","4.46875","7.53125","7.53125","7.53125","568","568","568"
"13230","4.6875","4.6875","4.6875","7.9375","7.9375","7.9375","596","596","596"
"13232","4.71875","4.71875","4.71875","7.59375","7.59375","7.59375","576","576","576"
"13233","4.65625","4.65625","4.65625","7.78125","7.78125","7.78125","620","620","620"
"13237","4.46875","4.46875","4.46875","7.71875","7.71875","7.71875","644","644","644"
"13238","4.625","4.625","4.625","6.84375","6.84375","6.84375","628","628","628"
"13239","4.90625","4.90625","4.90625","7.71875","7.71875","7.71875","584","584","584"
"13242","4.6875","4.6875","4.6875","7.875","7.875","7.875","600","600","600"
"13245","4.6875","4.6875","4.6875","7.21875","7.21875","7.21875","560","560","560"
"13246","4.84375","4.84375","4.84375","7.46875","7.46875","7.46875","604","604","604"
"13248","4.96875","4.96875","4.96875","7.53125","7.53125","7.53125","564","564","564"
"13251","4.5625","4.5625","4.5625","8.25","8.25","8.25","596","596","596"
"13253","4.4375","4.4375","4.4375","8.1875","8.1875","8.1875","516","516","516"
"13254","5","5","5","8","8","8","568","568","568"
"13258","4.78125","4.78125","4.78125","8.0625","8.0625","8.0625","616","616","616"
"13259","4.625","4.625","4.625","7.6875","7.6875","7.6875","592","592","592"
"13261","4.625","4.625","4.625","7.53125","7.53125","7.53125","592","592","592"
"13262","4.4375","4.4375","4.4375","8.5625","8.5625","8.5625","588","588","588"
"13264","","","","","","","540","540","540"
"13265","4.5","4.5","4.5","8.3125","8.3125","8.3125","632","632","632"
"13266","4.53125","4.53125","4.53125","7.9375","7.9375","7.9375","596","596","596"
"13268","4.625","4.625","4.625","7.90625","7.90625","7.90625","600","600","600"
"13274","4.6875","4.6875","4.6875","8.125","8.125","8.125","600","600","600"
"13275","","","","","","","592","592","592"
"13278","4.53125","4.53125","4.53125","7.96875","7.96875","7.96875","556","556","556"
"13279","4.65625","4.65625","4.65625","8.0625","8.0625","8.0625","620","620","620"
"13281","4.5","4.5","4.5","8","8","8","604","604","604"
"13284","4.8125","4.8125","4.8125","8","8","8","604","604","604"
"13289","4.78125","4.78125","4.78125","7.59375","7.59375","7.59375","556","556","556"
"13290","5","5","5","8.1875","8.1875","8.1875","576","576","576"
"13291","5.21875","5.21875","5.21875","8.1875","8.1875","8.1875","588","588","588"
"13292","4.875","4.875","4.875","8.1875","8.1875","8.1875","568","568","568"
"13294","4.5625","4.5625","4.5625","8.625","8.625","8.625","620","620","620"
"13296","4.71875","4.71875","4.71875","8.3125","8.3125","8.3125","640","640","640"
"13298","4.46875","4.46875","4.46875","8","8","8","592","592","592"
"13299","4.75","4.75","4.75","7.84375","7.84375","7.84375","540","540","540"
"13300","4.71875","4.71875","4.71875","8.375","8.375","8.375","636","636","636"
"13303","4.6875","4.6875","4.6875","7.9375","7.9375","7.9375","584","584","584"
"13304","5.28125","5.28125","5.28125","8.0625","8.0625","8.0625","604","604","604"
"13305","4.96875","4.96875","4.96875","7.71875","7.71875","7.71875","552","552","552"
"13307","4.625","4.625","4.625","8.0625","8.0625","8.0625","532","532","532"
"13308","4.8125","4.8125","4.8125","7.6875","7.6875","7.6875","580","580","580"
"13310","4.59375","4.59375","4.59375","7.9375","7.9375","7.9375","596","596","596"
"13311","4.875","4.875","4.875","7.71875","7.71875","7.71875","716","716","716"
"13312","4.5","4.5","4.5","7.9375","7.9375","7.9375","580","580","580"
"13316","4.78125","4.78125","4.78125","7.96875","7.96875","7.96875","532","532","532"
"13318","4.5","4.5","4.5","8.5625","8.5625","8.5625","572","572","572"
"13319","4.65625","4.65625","4.65625","8.1875","8.1875","8.1875","552","552","552"
"13321","4.625","4.625","4.625","7.90625","7.90625","7.90625","510","510","510"
"13322","4.9375","4.9375","4.9375","7.65625","7.65625","7.65625","600","600","600"
"13324","5","5","5","7.46875","7.46875","7.46875","564","564","564"
"13325","4.71875","4.71875","4.71875","8.25","8.25","8.25","572","572","572"
"13329","4.8125","4.8125","4.8125","8.4375","8.4375","8.4375","548","548","548"
"13331","4.78125","4.78125","4.78125","7.75","7.75","7.75","564","564","564"
"13333","4.8125","4.8125","4.8125","8.3125","8.3125","8.3125","588","588","588"
"13336","4.5625","4.5625","4.5625","8.375","8.375","8.375","592","592","592"
"13337","4.625","4.625","4.625","8.4375","8.4375","8.4375","584","584","584"
"13338","4.625","4.625","4.625","8.1875","8.1875","8.1875","564","564","564"
"13339","4.9375","4.9375","4.9375","8.3125","8.3125","8.3125","556","556","556"
"13341","4.46875","4.46875","4.46875","8.0625","8.0625","8.0625","604","604","604"
"13342","4.90625","4.90625","4.90625","7.96875","7.96875","7.96875","640","640","640"
"13344","4.96875","4.96875","4.96875","8.375","8.375","8.375","640","640","640"
"13346","4.75","4.75","4.75","8.4375","8.4375","8.4375","640","640","640"
"13348","4.8125","4.8125","4.8125","8.3125","8.3125","8.3125","676","676","676"
"13349","4.5625","4.5625","4.5625","7.9375","7.9375","7.9375","704","704","704"
"13350","4.4375","4.4375","4.4375","8.1875","8.1875","8.1875","616","616","616"
"13353","4.53125","4.53125","4.53125","7.90625","7.90625","7.90625","540","540","540"
"13355","4.6875","4.6875","4.6875","8.0625","8.0625","8.0625","620","620","620"
"13358","4.65625","4.65625","4.65625","8.0625","8.0625","8.0625","572","572","572"
"13360","4.625","4.625","4.625","8","8","8","596","596","596"
"13362","","","","","","","564","564","564"
"13363","","","","","","","632","632","632"
"13366","5.25","5.25","5.25","7.78125","7.78125","7.78125","600","600","600"
"13368","5.03125","5.03125","5.03125","7.875","7.875","7.875","564","564","564"
"13369","5","5","5","7.8125","7.8125","7.8125","628","628","628"
"13370","4.625","4.625","4.625","7.53125","7.53125","7.53125","572","572","572"
"13371","4.96875","4.96875","4.96875","8.0625","8.0625","8.0625","584","584","584"
"13372","4.6875","4.6875","4.6875","7.0625","7.0625","7.0625","592","592","592"
"13376","4.625","4.625","4.625","7.78125","7.78125","7.78125","580","580","580"
"13377","4.65625","4.65625","4.65625","7.96875","7.96875","7.96875","576","576","576"
"13380","4.65625","4.65625","4.65625","7.9375","7.9375","7.9375","560","560","560"
"13382","4.71875","4.71875","4.71875","7.1875","7.1875","7.1875","560","560","560"
"13385","4.78125","4.78125","4.78125","7.5625","7.5625","7.5625","564","564","564"
"13387","4.71875","4.71875","4.71875","7.4375","7.4375","7.4375","560","560","560"
"13389","5.21875","5.21875","5.21875","7.625","7.625","7.625","620","620","620"
"13394","4.65625","4.65625","4.65625","7.375","7.375","7.375","592","592","592"
"13395","4.5625","4.5625","4.5625","8.25","8.25","8.25","616","616","616"
"13399","4.59375","4.59375","4.59375","8.0625","8.0625","8.0625","564","564","564"
"13400","4.5","4.5","4.5","7.8125","7.8125","7.8125","608","608","608"
"13401","4.75","4.75","4.75","7.53125","7.53125","7.53125","576","576","576"
"13403","4.9375","4.9375","4.9375","7.40625","7.40625","7.40625","548","548","548"
"13406","4.9375","4.9375","4.9375","8","8","8","576","576","576"
"13411","4.59375","4.59375","4.59375","8.125","8.125","8.125","544","544","544"
"13418","4.90625","4.90625","4.90625","7.71875","7.71875","7.71875","540","540","540"
"13423","4.75","4.75","4.75","8.375","8.375","8.375","564","564","564"
"13426","4.5625","4.5625","4.5625","7.90625","7.90625","7.90625","588","588","588"
"13430","4.65625","4.65625","4.65625","7.71875","7.71875","7.71875","584","584","584"
"13434","4.9375","4.9375","4.9375","7.75","7.75","7.75","544","544","544"
"13435","4.53125","4.53125","4.53125","8","8","8","544","544","544"
"13438","4.8125","4.8125","4.8125","8.125","8.125","8.125","608","608","608"
"13439","4.75","4.75","4.75","8","8","8","556","556","556"
"13440","5.09375","5.09375","5.09375","8.125","8.125","8.125","516","516","516"
"13441","4.71875","4.71875","4.71875","7.71875","7.71875","7.71875","520","520","520"
"13444","4.84375","4.84375","4.84375","7.40625","7.40625","7.40625","548","548","548"
"13445","5.1875","5.1875","5.1875","7.6875","7.6875","7.6875","584","584","584"
"13447","4.53125","4.53125","4.53125","7.65625","7.65625","7.65625","552","552","552"
"13453","4.78125","4.78125","4.78125","8.1875","8.1875","8.1875","600","600","600"
"13454","4.625","4.625","4.625","7.40625","7.40625","7.40625","584","584","584"
"13456","4.625","4.625","4.625","8.25","8.25","8.25","536","536","536"
"13457","4.6875","4.6875","4.6875","8.5","8.5","8.5","620","620","620"
"13459","4.84375","4.84375","4.84375","8.25","8.25","8.25","572","572","572"
"13460","4.5625","4.5625","4.5625","7.65625","7.65625","7.65625","576","576","576"
"13462","5","5","5","7.46875","7.46875","7.46875","564","564","564"
"13463","4.625","4.625","4.625","7.34375","7.34375","7.34375","576","576","576"
"13464","4.71875","4.71875","4.71875","7.6875","7.6875","7.6875","568","568","568"
"13466","4.78125","4.78125","4.78125","8.125","8.125","8.125","528","528","528"
"13468","4.84375","4.84375","4.84375","8.3125","8.3125","8.3125","552","552","552"
"13469","4.65625","4.65625","4.65625","7.90625","7.90625","7.90625","556","556","556"
"13470","5.09375","5.09375","5.09375","8.25","8.25","8.25","584","584","584"
"13473","4.5625","4.5625","4.5625","7.96875","7.96875","7.96875","540","540","540"
"13474","4.75","4.75","4.75","7.90625","7.90625","7.90625","608","608","608"
"13476","4.5625","4.5625","4.5625","8.1875","8.1875","8.1875","580","580","580"
"13477","4.53125","4.53125","4.53125","8.3125","8.3125","8.3125","580","580","580"
"13478","4.53125","4.53125","4.53125","7.65625","7.65625","7.65625","544","544","544"
"13480","4.6875","4.6875","4.6875","8.3125","8.3125","8.3125","624","624","624"
"13481","4.71875","4.71875","4.71875","8.3125","8.3125","8.3125","584","584","584"
"13482","4.8125","4.8125","4.8125","8.375","8.375","8.375","508","508","508"
"13484","","","","","","","548","548","548"
"13486","4.59375","4.59375","4.59375","7.96875","7.96875","7.96875","552","552","552"
"13488","4.71875","4.71875","4.71875","8.4375","8.4375","8.4375","544","544","544"
"13489","4.6875","4.6875","4.6875","8.375","8.375","8.375","524","524","524"
"13490","4.875","4.875","4.875","8.375","8.375","8.375","584","584","584"
"13491","4.78125","4.78125","4.78125","7.75","7.75","7.75","560","560","560"
"13494","4.8125","4.8125","4.8125","8.0625","8.0625","8.0625","528","528","528"
"13497","4.6875","4.6875","4.6875","7.46875","7.46875","7.46875","608","608","608"
"13499","4.5","4.5","4.5","7.875","7.875","7.875","568","568","568"
"13501","5.15625","5.15625","5.15625","8.1875","8.1875","8.1875","632","632","632"
"13502","4.6875","4.6875","4.6875","8.125","8.125","8.125","584","584","584"
"13505","4.53125","4.53125","4.53125","8.0625","8.0625","8.0625","552","552","552"
"13507","4.84375","4.84375","4.84375","7.40625","7.40625","7.40625","596","596","596"
"13508","4.53125","4.53125","4.53125","8.4375","8.4375","8.4375","560","560","560"
"13511","4.4375","4.4375","4.4375","7.53125","7.53125","7.53125","540","540","540"
"13512","4.6875","4.6875","4.6875","8.3125","8.3125","8.3125","596","596","596"
"13513","4.5","4.5","4.5","7.5625","7.5625","7.5625","608","608","608"
"13514","4.9375","4.9375","4.9375","7.4375","7.4375","7.4375","588","588","588"
"13515","4.8125","4.8125","4.8125","7.8125","7.8125","7.8125","564","564","564"
"13517","","","","","","","536","536","536"
"13518","4.78125","4.78125","4.78125","8.0625","8.0625","8.0625","548","548","548"
"13519","4.71875","4.71875","4.71875","8.1875","8.1875","8.1875","540","540","540"
"13520","4.625","4.625","4.625","7.59375","7.59375","7.59375","560","560","560"
"13523","5","5","5","8.0625","8.0625","8.0625","552","552","552"
"13526","4.75","4.75","4.75","7.84375","7.84375","7.84375","560","560","560"
"13527","4.84375","4.84375","4.84375","8.1875","8.1875","8.1875","560","560","560"
"13529","4.71875","4.71875","4.71875","8.375","8.375","8.375","584","584","584"
"13532","","","","","","","552","552","552"
"13533","4.625","4.625","4.625","8","8","8","544","544","544"
"13537","5.34375","5.34375","5.34375","7.8125","7.8125","7.8125","584","584","584"
"13538","4.78125","4.78125","4.78125","8.0625","8.0625","8.0625","540","540","540"
"13539","4.9375","4.9375","4.9375","7.9375","7.9375","7.9375","612","612","612"
"13540","4.6875","4.6875","4.6875","7.78125","7.78125","7.78125","548","548","548"
"13543","4.8125","4.8125","4.8125","7.875","7.875","7.875","576","576","576"
"13545","4.90625","4.90625","4.90625","7.96875","7.96875","7.96875","556","556","556"
"13547","4.5625","4.5625","4.5625","8.4375","8.4375","8.4375","520","520","520"
"13548","4.78125","4.78125","4.78125","8.3125","8.3125","8.3125","544","544","544"
"13551","4.625","4.625","4.625","7.96875","7.96875","7.96875","552","552","552"
"13552","4.9375","4.9375","4.9375","8.1875","8.1875","8.1875","580","580","580"
"13553","4.59375","4.59375","4.59375","8.375","8.375","8.375","560","560","560"
"13554","4.65625","4.65625","4.65625","8.0625","8.0625","8.0625","560","560","560"
"13555","4.75","4.75","4.75","8.1875","8.1875","8.1875","520","520","520"
"13557","4.71875","4.71875","4.71875","8.5625","8.5625","8.5625","532","532","532"
"13558","4.6875","4.6875","4.6875","7.375","7.375","7.375","568","568","568"
"13560","4.875","4.875","4.875","8.3125","8.3125","8.3125","568","568","568"
"13561","4.5625","4.5625","4.5625","8.0625","8.0625","8.0625","516","516","516"
"13563","4.75","4.75","4.75","7.59375","7.59375","7.59375","588","588","588"
"13564","4.71875","4.71875","4.71875","8.75","8.75","8.75","512","512","512"
"13565","4.875","4.875","4.875","8.1875","8.1875","8.1875","544","544","544"
"13567","4.65625","4.65625","4.65625","7.875","7.875","7.875","572","572","572"
"13569","4.71875","4.71875","4.71875","7.71875","7.71875","7.71875","604","604","604"
"13570","4.78125","4.78125","4.78125","7.5","7.5","7.5","512","512","512"
"13571","","","","","","","540","540","540"
"13574","4.84375","4.84375","4.84375","8","8","8","532","532","532"
"13575","4.75","4.75","4.75","8.125","8.125","8.125","632","632","632"
"13576","4.65625","4.65625","4.65625","7.71875","7.71875","7.71875","524","524","524"
"13577","4.53125","4.53125","4.53125","7.84375","7.84375","7.84375","552","552","552"
"13578","4.71875","4.71875","4.71875","7.5625","7.5625","7.5625","568","568","568"
"13580","4.6875","4.6875","4.6875","7.65625","7.65625","7.65625","592","592","592"
"13582","4.59375","4.59375","4.59375","7.65625","7.65625","7.65625","636","636","636"
"13587","4.84375","4.84375","4.84375","8.1875","8.1875","8.1875","540","540","540"
"13588","4.4375","4.4375","4.4375","7.84375","7.84375","7.84375","532","532","532"
"13589","4.625","4.625","4.625","7.90625","7.90625","7.90625","552","552","552"
"13591","4.90625","4.90625","4.90625","8.0625","8.0625","8.0625","544","544","544"
"13594","4.625","4.625","4.625","8.5625","8.5625","8.5625","524","524","524"
"13597","4.4375","4.4375","4.4375","7.9375","7.9375","7.9375","536","536","536"
"13598","4.59375","4.59375","4.59375","8.3125","8.3125","8.3125","552","552","552"
"13600","4.53125","4.53125","4.53125","8","8","8","524","524","524"
"13604","4.5625","4.5625","4.5625","7.46875","7.46875","7.46875","528","528","528"
"13605","4.71875","4.71875","4.71875","8.4375","8.4375","8.4375","528","528","528"
"13607","4.6875","4.6875","4.6875","8.125","8.125","8.125","560","560","560"
"13610","","","","","","","568","568","568"
"13611","4.875","4.875","4.875","8.125","8.125","8.125","668","668","668"
"13615","4.59375","4.59375","4.59375","7.28125","7.28125","7.28125","540","540","540"
"13617","4.65625","4.65625","4.65625","7.75","7.75","7.75","568","568","568"
"13618","4.65625","4.65625","4.65625","8.5","8.5","8.5","512","512","512"
"13619","4.65625","4.65625","4.65625","8.0625","8.0625","8.0625","568","568","568"
"13621","4.53125","4.53125","4.53125","8","8","8","600","600","600"
"13624","","","","","","","548","548","548"
"13625","5.71875","5.71875","5.71875","8.25","8.25","8.25","604","604","604"
"13627","4.90625","4.90625","4.90625","7.40625","7.40625","7.40625","524","524","524"
"13628","4.75","4.75","4.75","8.3125","8.3125","8.3125","524","524","524"
"13629","4.5","4.5","4.5","8.0625","8.0625","8.0625","548","548","548"
"13630","","","","","","","544","544","544"
"13631","4.59375","4.59375","4.59375","7.6875","7.6875","7.6875","588","588","588"
"13632","4.8125","4.8125","4.8125","8.125","8.125","8.125","560","560","560"
"13636","","","","","","","580","580","580"
"13637","4.90625","4.90625","4.90625","7.71875","7.71875","7.71875","572","572","572"
"13638","4.625","4.625","4.625","8.5","8.5","8.5","596","596","596"
"13640","4.90625","4.90625","4.90625","8.625","8.625","8.625","576","576","576"
"13644","4.78125","4.78125","4.78125","7.90625","7.90625","7.90625","532","532","532"
"13648","4.59375","4.59375","4.59375","8","8","8","552","552","552"
"13651","4.53125","4.53125","4.53125","7.65625","7.65625","7.65625","564","564","564"
"13652","4.59375","4.59375","4.59375","7.53125","7.53125","7.53125","552","552","552"
"13659","4.75","4.75","4.75","8.0625","8.0625","8.0625","532","532","532"
"13660","4.5625","4.5625","4.5625","7.96875","7.96875","7.96875","576","576","576"
"13662","4.5","4.5","4.5","8.125","8.125","8.125","548","548","548"
"13663","4.75","4.75","4.75","7.59375","7.59375","7.59375","524","524","524"
"13664","4.4375","4.4375","4.4375","7.78125","7.78125","7.78125","540","540","540"
"13666","4.5625","4.5625","4.5625","7.90625","7.90625","7.90625","528","528","528"
"13667","4.5625","4.5625","4.5625","7.59375","7.59375","7.59375","576","576","576"
"13668","4.875","4.875","4.875","8.0625","8.0625","8.0625","564","564","564"
"13670","4.8125","4.8125","4.8125","7.1875","7.1875","7.1875","544","544","544"
"13671","4.78125","4.78125","4.78125","8.5","8.5","8.5","572","572","572"
"13673","4.84375","4.84375","4.84375","8.125","8.125","8.125","552","552","552"
"13675","4.875","4.875","4.875","8.0625","8.0625","8.0625","568","568","568"
"13676","","","","","","","556","556","556"
"13681","4.78125","4.78125","4.78125","8.625","8.625","8.625","528","528","528"
"13684","4.875","4.875","4.875","7.40625","7.40625","7.40625","600","600","600"
"13689","4.71875","4.71875","4.71875","7.90625","7.90625","7.90625","524","524","524"
"13693","4.5625","4.5625","4.5625","7.59375","7.59375","7.59375","552","552","552"
"13696","4.6875","4.6875","4.6875","8.125","8.125","8.125","532","532","532"
"13698","4.78125","4.78125","4.78125","7.90625","7.90625","7.90625","564","564","564"
"13699","4.625","4.625","4.625","7.8125","7.8125","7.8125","572","572","572"
"13703","4.46875","4.46875","4.46875","8.0625","8.0625","8.0625","536","536","536"
"13704","4.6875","4.6875","4.6875","7.8125","7.8125","7.8125","532","532","532"
"13707","4.59375","4.59375","4.59375","7.5625","7.5625","7.5625","506","506","506"
"13709","4.46875","4.46875","4.46875","8.1875","8.1875","8.1875","502","502","502"
"13712","4.53125","4.53125","4.53125","8.25","8.25","8.25","544","544","544"
"13715","4.4375","4.4375","4.4375","7.96875","7.96875","7.96875","592","592","592"
"13716","4.875","4.875","4.875","8","8","8","536","536","536"
"13719","4.71875","4.71875","4.71875","8.625","8.625","8.625","604","604","604"
"13727","4.53125","4.53125","4.53125","8.4375","8.4375","8.4375","640","640","640"
"13728","4.53125","4.53125","4.53125","7.78125","7.78125","7.78125","532","532","532"
"13729","4.59375","4.59375","4.59375","8.4375","8.4375","8.4375","532","532","532"
"13732","4.625","4.625","4.625","7.90625","7.90625","7.90625","536","536","536"
"13733","4.65625","4.65625","4.65625","8.1875","8.1875","8.1875","568","568","568"
"13735","","","","","","","644","644","644"
"13736","4.6875","4.6875","4.6875","7.4375","7.4375","7.4375","580","580","580"
"13738","4.59375","4.59375","4.59375","8.125","8.125","8.125","536","536","536"
"13739","4.4375","4.4375","4.4375","7","7","7","528","528","528"
"13742","4.90625","4.90625","4.90625","8.375","8.375","8.375","572","572","572"
"13743","4.6875","4.6875","4.6875","8.0625","8.0625","8.0625","616","616","616"
"13747","4.71875","4.71875","4.71875","7.90625","7.90625","7.90625","564","564","564"
"13749","4.4375","4.4375","4.4375","8.1875","8.1875","8.1875","544","544","544"
"13755","4.53125","4.53125","4.53125","8.125","8.125","8.125","568","568","568"
"13756","4.5625","4.5625","4.5625","8.125","8.125","8.125","552","552","552"
"13757","4.59375","4.59375","4.59375","8.4375","8.4375","8.4375","552","552","552"
"13761","4.84375","4.84375","4.84375","8.5625","8.5625","8.5625","564","564","564"
"13768","4.71875","4.71875","4.71875","8.5625","8.5625","8.5625","512","512","512"
"13776","4.625","4.625","4.625","8.4375","8.4375","8.4375","572","572","572"
"13777","4.6875","4.6875","4.6875","8.125","8.125","8.125","600","600","600"
"13781","4.8125","4.8125","4.8125","7.375","7.375","7.375","576","576","576"
"13783","4.59375","4.59375","4.59375","8.125","8.125","8.125","572","572","572"
"13786","4.5625","4.5625","4.5625","7.90625","7.90625","7.90625","644","644","644"
"13790","4.71875","4.71875","4.71875","8.25","8.25","8.25","540","540","540"
"13792","4.40625","4.40625","4.40625","8.1875","8.1875","8.1875","524","524","524"
"13801","4.59375","4.59375","4.59375","7.78125","7.78125","7.78125","556","556","556"
"13802","4.96875","4.96875","4.96875","8.25","8.25","8.25","544","544","544"
"13803","4.5625","4.5625","4.5625","8.4375","8.4375","8.4375","616","616","616"
"13805","4.90625","4.90625","4.90625","8","8","8","600","600","600"
"13806","4.90625","4.90625","4.90625","7.9375","7.9375","7.9375","510","510","510"
"13813","4.65625","4.65625","4.65625","7.625","7.625","7.625","494","494","494"
"13814","4.6875","4.6875","4.6875","8.5","8.5","8.5","592","592","592"
"13817","4.625","4.625","4.625","8.3125","8.3125","8.3125","568","568","568"
"13822","4.40625","4.40625","4.40625","8.125","8.125","8.125","536","536","536"
"13823","5.03125","5.03125","5.03125","8.25","8.25","8.25","592","592","592"
"13825","4.71875","4.71875","4.71875","8.125","8.125","8.125","532","532","532"
"13830","4.6875","4.6875","4.6875","8.125","8.125","8.125","536","536","536"
"13832","4.5","4.5","4.5","7.625","7.625","7.625","496","496","496"
"13833","4.5625","4.5625","4.5625","8.6875","8.6875","8.6875","564","564","564"
"13835","4.625","4.625","4.625","7.875","7.875","7.875","612","612","612"
"13836","4.75","4.75","4.75","8.125","8.125","8.125","544","544","544"
"13837","","","","","","","552","552","552"
"13841","5.03125","5.03125","5.03125","8.5625","8.5625","8.5625","652","652","652"
"13842","4.5","4.5","4.5","8","8","8","528","528","528"
"13843","4.6875","4.6875","4.6875","8.6875","8.6875","8.6875","544","544","544"
"13845","4.84375","4.84375","4.84375","8.625","8.625","8.625","564","564","564"
"13846","4.78125","4.78125","4.78125","8.0625","8.0625","8.0625","592","592","592"
"13847","4.6875","4.6875","4.6875","8.25","8.25","8.25","560","560","560"
"13849","4.9375","4.9375","4.9375","8.5625","8.5625","8.5625","596","596","596"
