"Step","evalv2_spball_1.8B_mupinit_muplr5e-3_wd0.1_hard_headfc1split - hidden-states-absmax/attention::o_proj","evalv2_spball_1.8B_mupinit_muplr5e-3_wd0.1_hard_headfc1split - hidden-states-absmax/attention::o_proj__MIN","evalv2_spball_1.8B_mupinit_muplr5e-3_wd0.1_hard_headfc1split - hidden-states-absmax/attention::o_proj__MAX","evalv2_muonw_1.8B_muptinit_muplr5e-3_wd0.1_headfc1split - hidden-states-absmax/attention::o_proj","evalv2_muonw_1.8B_muptinit_muplr5e-3_wd0.1_headfc1split - hidden-states-absmax/attention::o_proj__MIN","evalv2_muonw_1.8B_muptinit_muplr5e-3_wd0.1_headfc1split - hidden-states-absmax/attention::o_proj__MAX","evalv2_adamw_1.8B_muptinit_muplr5e-3_wd0.1_headfc1split - hidden-states-absmax/attention::o_proj","evalv2_adamw_1.8B_muptinit_muplr5e-3_wd0.1_headfc1split - hidden-states-absmax/attention::o_proj__MIN","evalv2_adamw_1.8B_muptinit_muplr5e-3_wd0.1_headfc1split - hidden-states-absmax/attention::o_proj__MAX"
"1212","4.75","4.75","4.75","4.5625","4.5625","4.5625","1792","1792","1792"
"1213","4.8125","4.8125","4.8125","4.875","4.875","4.875","1928","1928","1928"
"1217","4.90625","4.90625","4.90625","4.875","4.875","4.875","2160","2160","2160"
"1218","","","","","","","1728","1728","1728"
"1219","5.1875","5.1875","5.1875","4.65625","4.65625","4.65625","1776","1776","1776"
"1220","5.15625","5.15625","5.15625","4.84375","4.84375","4.84375","1808","1808","1808"
"1223","5.1875","5.1875","5.1875","4.65625","4.65625","4.65625","1840","1840","1840"
"1225","5.0625","5.0625","5.0625","4.78125","4.78125","4.78125","1792","1792","1792"
"1226","4.8125","4.8125","4.8125","4.6875","4.6875","4.6875","1696","1696","1696"
"1229","4.96875","4.96875","4.96875","4.65625","4.65625","4.65625","2544","2544","2544"
"1230","4.8125","4.8125","4.8125","4.90625","4.90625","4.90625","1752","1752","1752"
"1231","4.8125","4.8125","4.8125","4.75","4.75","4.75","1696","1696","1696"
"1232","4.9375","4.9375","4.9375","4.84375","4.84375","4.84375","2096","2096","2096"
"1233","5","5","5","4.6875","4.6875","4.6875","2008","2008","2008"
"1234","4.8125","4.8125","4.8125","4.625","4.625","4.625","2560","2560","2560"
"1235","5.09375","5.09375","5.09375","4.78125","4.78125","4.78125","1808","1808","1808"
"1236","4.5625","4.5625","4.5625","4.65625","4.65625","4.65625","1800","1800","1800"
"1237","4.9375","4.9375","4.9375","4.65625","4.65625","4.65625","1880","1880","1880"
"1239","4.875","4.875","4.875","4.84375","4.84375","4.84375","1736","1736","1736"
"1240","5.09375","5.09375","5.09375","4.625","4.625","4.625","1912","1912","1912"
"1247","5.125","5.125","5.125","4.78125","4.78125","4.78125","1760","1760","1760"
"1248","4.84375","4.84375","4.84375","4.75","4.75","4.75","2144","2144","2144"
"1252","4.8125","4.8125","4.8125","4.65625","4.65625","4.65625","1864","1864","1864"
"1253","5.125","5.125","5.125","4.65625","4.65625","4.65625","1824","1824","1824"
"1256","4.65625","4.65625","4.65625","4.625","4.625","4.625","1776","1776","1776"
"1259","5.4375","5.4375","5.4375","4.90625","4.90625","4.90625","1888","1888","1888"
"1260","4.78125","4.78125","4.78125","4.75","4.75","4.75","2008","2008","2008"
"1262","4.84375","4.84375","4.84375","4.90625","4.90625","4.90625","1944","1944","1944"
"1263","4.71875","4.71875","4.71875","4.9375","4.9375","4.9375","2112","2112","2112"
"1266","5","5","5","4.9375","4.9375","4.9375","1880","1880","1880"
"1269","4.9375","4.9375","4.9375","4.78125","4.78125","4.78125","2416","2416","2416"
"1270","4.84375","4.84375","4.84375","4.90625","4.90625","4.90625","2384","2384","2384"
"1272","4.8125","4.8125","4.8125","5","5","5","1824","1824","1824"
"1274","4.84375","4.84375","4.84375","5.0625","5.0625","5.0625","2008","2008","2008"
"1279","4.78125","4.78125","4.78125","4.84375","4.84375","4.84375","1928","1928","1928"
"1280","5.28125","5.28125","5.28125","4.78125","4.78125","4.78125","2000","2000","2000"
"1281","5.65625","5.65625","5.65625","5.09375","5.09375","5.09375","2160","2160","2160"
"1284","5.0625","5.0625","5.0625","4.875","4.875","4.875","1928","1928","1928"
"1286","5.28125","5.28125","5.28125","4.71875","4.71875","4.71875","1800","1800","1800"
"1287","4.6875","4.6875","4.6875","4.8125","4.8125","4.8125","1920","1920","1920"
"1288","4.8125","4.8125","4.8125","4.5625","4.5625","4.5625","2160","2160","2160"
"1289","4.8125","4.8125","4.8125","4.71875","4.71875","4.71875","1848","1848","1848"
"1292","4.9375","4.9375","4.9375","4.71875","4.71875","4.71875","1912","1912","1912"
"1294","","","","","","","2160","2160","2160"
"1295","5.09375","5.09375","5.09375","4.78125","4.78125","4.78125","1864","1864","1864"
"1299","","","","","","","2272","2272","2272"
"1302","4.75","4.75","4.75","4.875","4.875","4.875","1848","1848","1848"
"1305","4.75","4.75","4.75","4.875","4.875","4.875","1928","1928","1928"
"1306","4.46875","4.46875","4.46875","4.75","4.75","4.75","2288","2288","2288"
"1311","5.15625","5.15625","5.15625","4.84375","4.84375","4.84375","1832","1832","1832"
"1312","4.625","4.625","4.625","4.84375","4.84375","4.84375","2064","2064","2064"
"1313","4.875","4.875","4.875","4.625","4.625","4.625","2032","2032","2032"
"1314","4.78125","4.78125","4.78125","4.6875","4.6875","4.6875","1936","1936","1936"
"1316","4.90625","4.90625","4.90625","4.875","4.875","4.875","1864","1864","1864"
"1321","4.9375","4.9375","4.9375","4.84375","4.84375","4.84375","2096","2096","2096"
"1323","5","5","5","5.09375","5.09375","5.09375","1824","1824","1824"
"1324","","","","","","","2240","2240","2240"
"1325","4.875","4.875","4.875","5.125","5.125","5.125","2224","2224","2224"
"1326","4.96875","4.96875","4.96875","4.59375","4.59375","4.59375","1896","1896","1896"
"1327","5.28125","5.28125","5.28125","5.125","5.125","5.125","1960","1960","1960"
"1328","5","5","5","4.9375","4.9375","4.9375","2192","2192","2192"
"1331","4.84375","4.84375","4.84375","5.09375","5.09375","5.09375","2144","2144","2144"
"1333","4.65625","4.65625","4.65625","4.78125","4.78125","4.78125","1824","1824","1824"
"1334","4.875","4.875","4.875","4.90625","4.90625","4.90625","2176","2176","2176"
"1341","","","","","","","1952","1952","1952"
"1343","4.625","4.625","4.625","4.96875","4.96875","4.96875","2024","2024","2024"
"1344","5.28125","5.28125","5.28125","5","5","5","2000","2000","2000"
"1347","4.78125","4.78125","4.78125","4.90625","4.90625","4.90625","2160","2160","2160"
"1349","4.96875","4.96875","4.96875","4.9375","4.9375","4.9375","2064","2064","2064"
"1350","4.84375","4.84375","4.84375","4.9375","4.9375","4.9375","2064","2064","2064"
"1351","4.84375","4.84375","4.84375","4.9375","4.9375","4.9375","2000","2000","2000"
"1352","4.9375","4.9375","4.9375","4.71875","4.71875","4.71875","2000","2000","2000"
"1353","4.84375","4.84375","4.84375","4.84375","4.84375","4.84375","2024","2024","2024"
"1360","4.71875","4.71875","4.71875","5","5","5","2208","2208","2208"
"1361","5.03125","5.03125","5.03125","4.65625","4.65625","4.65625","1904","1904","1904"
"1363","5","5","5","4.71875","4.71875","4.71875","1976","1976","1976"
"1364","4.6875","4.6875","4.6875","5","5","5","1888","1888","1888"
"1365","4.78125","4.78125","4.78125","4.875","4.875","4.875","1920","1920","1920"
"1367","4.8125","4.8125","4.8125","4.96875","4.96875","4.96875","1968","1968","1968"
"1368","4.75","4.75","4.75","4.8125","4.8125","4.8125","2112","2112","2112"
"1370","4.8125","4.8125","4.8125","4.875","4.875","4.875","2128","2128","2128"
"1371","4.59375","4.59375","4.59375","5.03125","5.03125","5.03125","2112","2112","2112"
"1374","4.90625","4.90625","4.90625","4.65625","4.65625","4.65625","2160","2160","2160"
"1378","4.9375","4.9375","4.9375","5","5","5","1912","1912","1912"
"1379","4.8125","4.8125","4.8125","4.9375","4.9375","4.9375","2064","2064","2064"
"1386","4.8125","4.8125","4.8125","4.75","4.75","4.75","2048","2048","2048"
"1387","4.90625","4.90625","4.90625","4.96875","4.96875","4.96875","2256","2256","2256"
"1392","4.8125","4.8125","4.8125","4.78125","4.78125","4.78125","1968","1968","1968"
"1393","5.09375","5.09375","5.09375","4.6875","4.6875","4.6875","2160","2160","2160"
"1395","4.90625","4.90625","4.90625","4.71875","4.71875","4.71875","2224","2224","2224"
"1396","4.40625","4.40625","4.40625","5.15625","5.15625","5.15625","2128","2128","2128"
"1397","5.21875","5.21875","5.21875","4.71875","4.71875","4.71875","1968","1968","1968"
"1398","5.59375","5.59375","5.59375","5.3125","5.3125","5.3125","2208","2208","2208"
"1399","4.90625","4.90625","4.90625","4.8125","4.8125","4.8125","2144","2144","2144"
"1404","4.59375","4.59375","4.59375","5.28125","5.28125","5.28125","2112","2112","2112"
"1405","5","5","5","4.78125","4.78125","4.78125","2112","2112","2112"
"1406","4.875","4.875","4.875","5.09375","5.09375","5.09375","2064","2064","2064"
"1407","4.6875","4.6875","4.6875","4.5","4.5","4.5","2024","2024","2024"
"1409","4.25","4.25","4.25","4.65625","4.65625","4.65625","2240","2240","2240"
"1411","4.9375","4.9375","4.9375","4.78125","4.78125","4.78125","1992","1992","1992"
"1414","4.6875","4.6875","4.6875","4.875","4.875","4.875","2016","2016","2016"
"1418","4.75","4.75","4.75","4.9375","4.9375","4.9375","1968","1968","1968"
"1419","5.0625","5.0625","5.0625","4.96875","4.96875","4.96875","2176","2176","2176"
"1421","4.59375","4.59375","4.59375","4.65625","4.65625","4.65625","2224","2224","2224"
"1425","4.6875","4.6875","4.6875","4.8125","4.8125","4.8125","2192","2192","2192"
"1429","4.96875","4.96875","4.96875","4.96875","4.96875","4.96875","1888","1888","1888"
"1434","4.96875","4.96875","4.96875","5.28125","5.28125","5.28125","2208","2208","2208"
"1436","4.71875","4.71875","4.71875","5.1875","5.1875","5.1875","2336","2336","2336"
"1437","4.4375","4.4375","4.4375","4.9375","4.9375","4.9375","2160","2160","2160"
"1441","5.125","5.125","5.125","4.78125","4.78125","4.78125","2256","2256","2256"
"1442","4.46875","4.46875","4.46875","4.78125","4.78125","4.78125","2272","2272","2272"
"1445","4.90625","4.90625","4.90625","4.84375","4.84375","4.84375","2288","2288","2288"
"1447","4.90625","4.90625","4.90625","5.03125","5.03125","5.03125","2128","2128","2128"
"1448","5.1875","5.1875","5.1875","4.6875","4.6875","4.6875","2160","2160","2160"
"1449","4.9375","4.9375","4.9375","5","5","5","2112","2112","2112"
"1450","4.625","4.625","4.625","4.75","4.75","4.75","1976","1976","1976"
"1453","4.9375","4.9375","4.9375","4.71875","4.71875","4.71875","2320","2320","2320"
"1458","4.53125","4.53125","4.53125","5.1875","5.1875","5.1875","2368","2368","2368"
"1459","5.21875","5.21875","5.21875","4.71875","4.71875","4.71875","2352","2352","2352"
"1460","4.65625","4.65625","4.65625","5.125","5.125","5.125","2432","2432","2432"
"1462","4.5","4.5","4.5","4.875","4.875","4.875","2496","2496","2496"
"1465","4.59375","4.59375","4.59375","5.21875","5.21875","5.21875","2352","2352","2352"
"1466","4.84375","4.84375","4.84375","5.0625","5.0625","5.0625","2160","2160","2160"
"1469","4.4375","4.4375","4.4375","4.9375","4.9375","4.9375","2192","2192","2192"
"1471","4.46875","4.46875","4.46875","4.6875","4.6875","4.6875","2256","2256","2256"
"1473","4.6875","4.6875","4.6875","4.65625","4.65625","4.65625","2368","2368","2368"
"1475","4.78125","4.78125","4.78125","4.78125","4.78125","4.78125","2400","2400","2400"
"1480","4.875","4.875","4.875","4.75","4.75","4.75","2560","2560","2560"
"1481","4.34375","4.34375","4.34375","4.78125","4.78125","4.78125","2040","2040","2040"
"1486","4.875","4.875","4.875","5","5","5","2208","2208","2208"
"1487","4.96875","4.96875","4.96875","4.84375","4.84375","4.84375","2320","2320","2320"
"1488","4.75","4.75","4.75","4.96875","4.96875","4.96875","2256","2256","2256"
"1489","4.875","4.875","4.875","5.125","5.125","5.125","2224","2224","2224"
"1491","5.375","5.375","5.375","5.3125","5.3125","5.3125","2128","2128","2128"
"1495","4.875","4.875","4.875","4.84375","4.84375","4.84375","2208","2208","2208"
"1501","5.46875","5.46875","5.46875","5.15625","5.15625","5.15625","2864","2864","2864"
"1502","4.71875","4.71875","4.71875","4.84375","4.84375","4.84375","2272","2272","2272"
"1506","4.9375","4.9375","4.9375","4.875","4.875","4.875","2480","2480","2480"
"1508","4.5","4.5","4.5","4.75","4.75","4.75","2224","2224","2224"
"1509","4.875","4.875","4.875","5.15625","5.15625","5.15625","2464","2464","2464"
"1512","4.65625","4.65625","4.65625","4.9375","4.9375","4.9375","2176","2176","2176"
"1513","4.875","4.875","4.875","4.90625","4.90625","4.90625","2048","2048","2048"
"1519","4.375","4.375","4.375","5","5","5","2288","2288","2288"
"1526","4.53125","4.53125","4.53125","4.75","4.75","4.75","2400","2400","2400"
"1530","4.8125","4.8125","4.8125","5.25","5.25","5.25","2256","2256","2256"
"1532","4.9375","4.9375","4.9375","5","5","5","2576","2576","2576"
"1533","4.4375","4.4375","4.4375","4.625","4.625","4.625","2288","2288","2288"
"1536","4.875","4.875","4.875","4.96875","4.96875","4.96875","2480","2480","2480"
"1538","4.84375","4.84375","4.84375","4.84375","4.84375","4.84375","2624","2624","2624"
"1540","4.84375","4.84375","4.84375","5","5","5","2448","2448","2448"
"1541","4.59375","4.59375","4.59375","5.09375","5.09375","5.09375","2336","2336","2336"
"1542","4.8125","4.8125","4.8125","4.9375","4.9375","4.9375","2192","2192","2192"
"1546","","","","","","","2352","2352","2352"
"1547","4.4375","4.4375","4.4375","4.78125","4.78125","4.78125","2416","2416","2416"
"1548","5.0625","5.0625","5.0625","5","5","5","2160","2160","2160"
"1549","4.46875","4.46875","4.46875","4.8125","4.8125","4.8125","2304","2304","2304"
"1550","4.71875","4.71875","4.71875","4.90625","4.90625","4.90625","2176","2176","2176"
"1551","4.40625","4.40625","4.40625","5.03125","5.03125","5.03125","2288","2288","2288"
"1552","4.6875","4.6875","4.6875","4.75","4.75","4.75","2464","2464","2464"
"1553","4.4375","4.4375","4.4375","5","5","5","2352","2352","2352"
"1556","4.5625","4.5625","4.5625","4.90625","4.90625","4.90625","2384","2384","2384"
"1557","4.71875","4.71875","4.71875","5.3125","5.3125","5.3125","2256","2256","2256"
"1559","5.15625","5.15625","5.15625","4.9375","4.9375","4.9375","2352","2352","2352"
"1561","4.53125","4.53125","4.53125","4.6875","4.6875","4.6875","2320","2320","2320"
"1562","4.78125","4.78125","4.78125","4.75","4.75","4.75","2096","2096","2096"
"1564","4.78125","4.78125","4.78125","5","5","5","2352","2352","2352"
"1566","5.125","5.125","5.125","5.40625","5.40625","5.40625","2448","2448","2448"
"1568","","","","","","","2224","2224","2224"
"1569","4.8125","4.8125","4.8125","4.9375","4.9375","4.9375","2304","2304","2304"
"1570","4.6875","4.6875","4.6875","4.71875","4.71875","4.71875","2384","2384","2384"
"1573","4.8125","4.8125","4.8125","4.71875","4.71875","4.71875","2304","2304","2304"
"1575","4.8125","4.8125","4.8125","4.6875","4.6875","4.6875","2352","2352","2352"
"1576","4.40625","4.40625","4.40625","4.625","4.625","4.625","2400","2400","2400"
"1577","4.84375","4.84375","4.84375","5.1875","5.1875","5.1875","2400","2400","2400"
"1578","4.4375","4.4375","4.4375","5","5","5","2320","2320","2320"
"1579","","","","","","","2240","2240","2240"
"1586","4.71875","4.71875","4.71875","4.875","4.875","4.875","2448","2448","2448"
"1589","4.46875","4.46875","4.46875","5","5","5","2496","2496","2496"
"1590","5.03125","5.03125","5.03125","5.34375","5.34375","5.34375","2272","2272","2272"
"1593","4.65625","4.65625","4.65625","5.09375","5.09375","5.09375","2288","2288","2288"
"1597","4.8125","4.8125","4.8125","4.9375","4.9375","4.9375","2384","2384","2384"
"1599","4.625","4.625","4.625","4.875","4.875","4.875","2672","2672","2672"
"1601","4.3125","4.3125","4.3125","4.9375","4.9375","4.9375","2208","2208","2208"
"1603","","","","","","","2352","2352","2352"
"1604","4.78125","4.78125","4.78125","4.90625","4.90625","4.90625","2576","2576","2576"
"1605","4.75","4.75","4.75","5.03125","5.03125","5.03125","2416","2416","2416"
"1608","4.84375","4.84375","4.84375","4.75","4.75","4.75","2544","2544","2544"
"1609","4.59375","4.59375","4.59375","4.90625","4.90625","4.90625","2432","2432","2432"
"1611","4.5625","4.5625","4.5625","4.9375","4.9375","4.9375","2240","2240","2240"
"1614","4.71875","4.71875","4.71875","5.03125","5.03125","5.03125","2496","2496","2496"
"1616","4.8125","4.8125","4.8125","4.84375","4.84375","4.84375","2496","2496","2496"
"1617","4.375","4.375","4.375","4.78125","4.78125","4.78125","2592","2592","2592"
"1618","4.78125","4.78125","4.78125","5.125","5.125","5.125","2624","2624","2624"
"1619","4.96875","4.96875","4.96875","4.625","4.625","4.625","2416","2416","2416"
"1621","4.4375","4.4375","4.4375","4.9375","4.9375","4.9375","2320","2320","2320"
"1623","4.75","4.75","4.75","4.90625","4.90625","4.90625","2464","2464","2464"
"1624","4.5","4.5","4.5","4.90625","4.90625","4.90625","2672","2672","2672"
"1628","4.4375","4.4375","4.4375","4.75","4.75","4.75","2400","2400","2400"
"1629","","","","","","","2256","2256","2256"
"1631","4.65625","4.65625","4.65625","4.625","4.625","4.625","2448","2448","2448"
"1632","4.875","4.875","4.875","5.21875","5.21875","5.21875","2208","2208","2208"
"1633","4.53125","4.53125","4.53125","4.84375","4.84375","4.84375","2704","2704","2704"
"1634","4.40625","4.40625","4.40625","4.8125","4.8125","4.8125","2720","2720","2720"
"1636","4.5","4.5","4.5","4.65625","4.65625","4.65625","2384","2384","2384"
"1637","4.78125","4.78125","4.78125","5.09375","5.09375","5.09375","2576","2576","2576"
"1638","4.9375","4.9375","4.9375","4.90625","4.90625","4.90625","2176","2176","2176"
"1642","4.625","4.625","4.625","5.1875","5.1875","5.1875","2336","2336","2336"
"1643","5.0625","5.0625","5.0625","4.875","4.875","4.875","2320","2320","2320"
"1644","4.84375","4.84375","4.84375","4.78125","4.78125","4.78125","2336","2336","2336"
"1645","4.65625","4.65625","4.65625","4.75","4.75","4.75","2464","2464","2464"
"1647","4.90625","4.90625","4.90625","4.625","4.625","4.625","2608","2608","2608"
"1648","5.21875","5.21875","5.21875","5.0625","5.0625","5.0625","2512","2512","2512"
"1649","4.53125","4.53125","4.53125","4.53125","4.53125","4.53125","2560","2560","2560"
"1651","4.71875","4.71875","4.71875","4.75","4.75","4.75","2512","2512","2512"
"1653","4.6875","4.6875","4.6875","4.84375","4.84375","4.84375","2528","2528","2528"
"1658","4.4375","4.4375","4.4375","4.53125","4.53125","4.53125","2336","2336","2336"
"1659","4.4375","4.4375","4.4375","4.8125","4.8125","4.8125","2752","2752","2752"
"1666","4.25","4.25","4.25","4.96875","4.96875","4.96875","2400","2400","2400"
"1671","4.4375","4.4375","4.4375","4.75","4.75","4.75","2400","2400","2400"
"1673","4.125","4.125","4.125","4.71875","4.71875","4.71875","2448","2448","2448"
"1674","4.625","4.625","4.625","4.9375","4.9375","4.9375","2688","2688","2688"
"1676","4.5","4.5","4.5","4.78125","4.78125","4.78125","2544","2544","2544"
"1678","4.90625","4.90625","4.90625","5.03125","5.03125","5.03125","2352","2352","2352"
"1680","4.75","4.75","4.75","4.78125","4.78125","4.78125","2400","2400","2400"
"1681","","","","","","","2368","2368","2368"
"1683","4.4375","4.4375","4.4375","5","5","5","2560","2560","2560"
"1685","4.46875","4.46875","4.46875","4.96875","4.96875","4.96875","2288","2288","2288"
"1687","4.75","4.75","4.75","4.90625","4.90625","4.90625","2320","2320","2320"
"1691","5.1875","5.1875","5.1875","5.78125","5.78125","5.78125","2400","2400","2400"
"1692","4.1875","4.1875","4.1875","4.8125","4.8125","4.8125","2640","2640","2640"
"1693","4.59375","4.59375","4.59375","4.75","4.75","4.75","2400","2400","2400"
"1694","","","","","","","2656","2656","2656"
"1699","4.46875","4.46875","4.46875","4.875","4.875","4.875","2688","2688","2688"
"1701","4.1875","4.1875","4.1875","4.75","4.75","4.75","2432","2432","2432"
"1703","4.53125","4.53125","4.53125","4.875","4.875","4.875","2432","2432","2432"
"1704","4.90625","4.90625","4.90625","5.25","5.25","5.25","2304","2304","2304"
"1706","4.625","4.625","4.625","4.84375","4.84375","4.84375","2640","2640","2640"
"1708","4.21875","4.21875","4.21875","5.1875","5.1875","5.1875","2576","2576","2576"
"1710","4.5","4.5","4.5","5.0625","5.0625","5.0625","2480","2480","2480"
"1712","4.90625","4.90625","4.90625","5.5625","5.5625","5.5625","2560","2560","2560"
"1713","4.5","4.5","4.5","4.875","4.875","4.875","2640","2640","2640"
"1714","4.4375","4.4375","4.4375","4.96875","4.96875","4.96875","2544","2544","2544"
"1715","4.3125","4.3125","4.3125","4.875","4.875","4.875","2704","2704","2704"
"1717","4.53125","4.53125","4.53125","4.90625","4.90625","4.90625","2336","2336","2336"
"1718","","","","","","","2592","2592","2592"
"1719","4.5625","4.5625","4.5625","4.84375","4.84375","4.84375","2544","2544","2544"
"1721","4.9375","4.9375","4.9375","5.125","5.125","5.125","2752","2752","2752"
"1723","4.46875","4.46875","4.46875","4.96875","4.96875","4.96875","2640","2640","2640"
"1725","4.53125","4.53125","4.53125","4.875","4.875","4.875","2240","2240","2240"
"1726","4.375","4.375","4.375","5.15625","5.15625","5.15625","2608","2608","2608"
"1727","4.375","4.375","4.375","4.75","4.75","4.75","2608","2608","2608"
"1728","4.625","4.625","4.625","5.1875","5.1875","5.1875","3008","3008","3008"
"1731","4.6875","4.6875","4.6875","4.6875","4.6875","4.6875","2608","2608","2608"
"1733","4.59375","4.59375","4.59375","4.65625","4.65625","4.65625","2448","2448","2448"
"1735","4.4375","4.4375","4.4375","4.78125","4.78125","4.78125","2384","2384","2384"
"1738","4.90625","4.90625","4.90625","5.1875","5.1875","5.1875","2528","2528","2528"
"1739","5.0625","5.0625","5.0625","4.6875","4.6875","4.6875","2784","2784","2784"
"1742","4.65625","4.65625","4.65625","4.9375","4.9375","4.9375","2576","2576","2576"
"1751","4.375","4.375","4.375","4.65625","4.65625","4.65625","2576","2576","2576"
"1753","4.8125","4.8125","4.8125","5.25","5.25","5.25","2496","2496","2496"
"1754","4.28125","4.28125","4.28125","5.125","5.125","5.125","2400","2400","2400"
"1755","4.65625","4.65625","4.65625","4.8125","4.8125","4.8125","2368","2368","2368"
"1761","5.0625","5.0625","5.0625","4.78125","4.78125","4.78125","2560","2560","2560"
"1762","4.59375","4.59375","4.59375","4.96875","4.96875","4.96875","2432","2432","2432"
"1763","4.125","4.125","4.125","4.6875","4.6875","4.6875","2528","2528","2528"
"1764","4.65625","4.65625","4.65625","4.96875","4.96875","4.96875","2368","2368","2368"
"1769","4.6875","4.6875","4.6875","4.9375","4.9375","4.9375","2432","2432","2432"
"1770","4.46875","4.46875","4.46875","4.9375","4.9375","4.9375","2384","2384","2384"
"1771","4.65625","4.65625","4.65625","4.875","4.875","4.875","2720","2720","2720"
"1774","4.875","4.875","4.875","4.875","4.875","4.875","2496","2496","2496"
"1780","4.9375","4.9375","4.9375","4.78125","4.78125","4.78125","2480","2480","2480"
"1781","4.375","4.375","4.375","4.84375","4.84375","4.84375","2560","2560","2560"
"1782","4.1875","4.1875","4.1875","4.9375","4.9375","4.9375","2576","2576","2576"
"1783","4.3125","4.3125","4.3125","4.71875","4.71875","4.71875","2800","2800","2800"
"1784","4.625","4.625","4.625","5.09375","5.09375","5.09375","2560","2560","2560"
"1786","4.4375","4.4375","4.4375","4.90625","4.90625","4.90625","2560","2560","2560"
"1789","4.625","4.625","4.625","5","5","5","2640","2640","2640"
"1791","4.25","4.25","4.25","5.15625","5.15625","5.15625","2480","2480","2480"
"1792","4.28125","4.28125","4.28125","4.65625","4.65625","4.65625","2432","2432","2432"
"1793","4.4375","4.4375","4.4375","4.96875","4.96875","4.96875","2672","2672","2672"
"1794","4.75","4.75","4.75","4.71875","4.71875","4.71875","2656","2656","2656"
"1795","4.28125","4.28125","4.28125","4.9375","4.9375","4.9375","2496","2496","2496"
"1797","4.1875","4.1875","4.1875","4.65625","4.65625","4.65625","2720","2720","2720"
"1799","4.40625","4.40625","4.40625","4.71875","4.71875","4.71875","2656","2656","2656"
"1801","4.5","4.5","4.5","4.84375","4.84375","4.84375","2752","2752","2752"
"1802","4.28125","4.28125","4.28125","4.71875","4.71875","4.71875","2368","2368","2368"
"1803","4.5625","4.5625","4.5625","5.125","5.125","5.125","2784","2784","2784"
"1804","4.46875","4.46875","4.46875","4.84375","4.84375","4.84375","2496","2496","2496"
"1805","","","","","","","2576","2576","2576"
"1806","","","","","","","2448","2448","2448"
"1807","4.65625","4.65625","4.65625","4.75","4.75","4.75","2464","2464","2464"
"1809","4.8125","4.8125","4.8125","4.84375","4.84375","4.84375","2560","2560","2560"
"1810","4.53125","4.53125","4.53125","4.8125","4.8125","4.8125","2464","2464","2464"
"1811","4.5","4.5","4.5","4.90625","4.90625","4.90625","2800","2800","2800"
"1813","4.5625","4.5625","4.5625","4.625","4.625","4.625","2528","2528","2528"
"1814","4.40625","4.40625","4.40625","4.75","4.75","4.75","2768","2768","2768"
"1815","4.53125","4.53125","4.53125","4.71875","4.71875","4.71875","2544","2544","2544"
"1820","4.28125","4.28125","4.28125","4.90625","4.90625","4.90625","2512","2512","2512"
"1821","4.375","4.375","4.375","4.9375","4.9375","4.9375","2880","2880","2880"
"1822","4.53125","4.53125","4.53125","5","5","5","2512","2512","2512"
"1823","4.625","4.625","4.625","4.84375","4.84375","4.84375","2736","2736","2736"
"1824","4.53125","4.53125","4.53125","5.03125","5.03125","5.03125","2304","2304","2304"
"1825","4.4375","4.4375","4.4375","4.40625","4.40625","4.40625","2448","2448","2448"
"1829","4.28125","4.28125","4.28125","4.59375","4.59375","4.59375","2624","2624","2624"
"1831","4.34375","4.34375","4.34375","4.84375","4.84375","4.84375","2576","2576","2576"
"1833","4.25","4.25","4.25","4.8125","4.8125","4.8125","2720","2720","2720"
"1834","5","5","5","4.53125","4.53125","4.53125","2512","2512","2512"
"1835","4.0625","4.0625","4.0625","4.9375","4.9375","4.9375","2528","2528","2528"
"1837","4.21875","4.21875","4.21875","4.84375","4.84375","4.84375","2448","2448","2448"
"1839","4.59375","4.59375","4.59375","4.6875","4.6875","4.6875","2800","2800","2800"
"1841","4.3125","4.3125","4.3125","4.5625","4.5625","4.5625","2656","2656","2656"
"1844","4.375","4.375","4.375","4.875","4.875","4.875","2576","2576","2576"
"1846","4.46875","4.46875","4.46875","4.78125","4.78125","4.78125","2624","2624","2624"
"1847","4.875","4.875","4.875","4.78125","4.78125","4.78125","2592","2592","2592"
"1856","","","","","","","2704","2704","2704"
"1857","4.28125","4.28125","4.28125","4.78125","4.78125","4.78125","2816","2816","2816"
"1860","4.40625","4.40625","4.40625","5","5","5","2688","2688","2688"
"1862","4.21875","4.21875","4.21875","4.6875","4.6875","4.6875","2752","2752","2752"
"1863","4.03125","4.03125","4.03125","4.71875","4.71875","4.71875","2464","2464","2464"
"1866","4.21875","4.21875","4.21875","4.71875","4.71875","4.71875","2544","2544","2544"
"1868","4.46875","4.46875","4.46875","4.71875","4.71875","4.71875","2400","2400","2400"
"1870","4","4","4","4.59375","4.59375","4.59375","2544","2544","2544"
"1875","4.125","4.125","4.125","4.6875","4.6875","4.6875","2560","2560","2560"
"1876","4.4375","4.4375","4.4375","4.8125","4.8125","4.8125","2704","2704","2704"
"1878","4.40625","4.40625","4.40625","4.6875","4.6875","4.6875","2720","2720","2720"
"1879","4.375","4.375","4.375","4.59375","4.59375","4.59375","2736","2736","2736"
"1883","4.5","4.5","4.5","4.71875","4.71875","4.71875","2400","2400","2400"
"1884","4.21875","4.21875","4.21875","5.15625","5.15625","5.15625","2976","2976","2976"
"1889","4.21875","4.21875","4.21875","4.65625","4.65625","4.65625","2640","2640","2640"
