"Step","evalv2_spball_1.8B_mupinit_muplr5e-3_wd0.1_hard_headfc1split - hidden-states-rms/mlp","evalv2_spball_1.8B_mupinit_muplr5e-3_wd0.1_hard_headfc1split - hidden-states-rms/mlp__MIN","evalv2_spball_1.8B_mupinit_muplr5e-3_wd0.1_hard_headfc1split - hidden-states-rms/mlp__MAX","evalv2_muonw_1.8B_muptinit_muplr5e-3_wd0.1_headfc1split - hidden-states-rms/mlp","evalv2_muonw_1.8B_muptinit_muplr5e-3_wd0.1_headfc1split - hidden-states-rms/mlp__MIN","evalv2_muonw_1.8B_muptinit_muplr5e-3_wd0.1_headfc1split - hidden-states-rms/mlp__MAX","evalv2_adamw_1.8B_muptinit_muplr5e-3_wd0.1_headfc1split - hidden-states-rms/mlp","evalv2_adamw_1.8B_muptinit_muplr5e-3_wd0.1_headfc1split - hidden-states-rms/mlp__MIN","evalv2_adamw_1.8B_muptinit_muplr5e-3_wd0.1_headfc1split - hidden-states-rms/mlp__MAX"
"20","0.1055821031332016","0.1055821031332016","0.1055821031332016","0.0821663960814476","0.0821663960814476","0.0821663960814476","0.4464285671710968","0.4464285671710968","0.4464285671710968"
"22","0.105499267578125","0.105499267578125","0.105499267578125","0.082122802734375","0.082122802734375","0.082122802734375","0.5192696452140808","0.5192696452140808","0.5192696452140808"
"26","0.1055864617228508","0.1055864617228508","0.1055864617228508","0.0822666734457016","0.0822666734457016","0.0822666734457016","0.6463274359703064","0.6463274359703064","0.6463274359703064"
"27","0.10565185546875","0.10565185546875","0.10565185546875","0.0823713019490242","0.0823713019490242","0.0823713019490242","0.6596505045890808","0.6596505045890808","0.6596505045890808"
"34","0.1064496710896492","0.1064496710896492","0.1064496710896492","0.0830950066447258","0.0830950066447258","0.0830950066447258","0.7703160047531128","0.7703160047531128","0.7703160047531128"
"35","0.1064583882689476","0.1064583882689476","0.1064583882689476","0.0830470472574234","0.0830470472574234","0.0830470472574234","0.7931780219078064","0.7931780219078064","0.7931780219078064"
"36","0.1065325066447258","0.1065325066447258","0.1065325066447258","0.0831124410033226","0.0831124410033226","0.0831124410033226","0.8216901421546936","0.8216901421546936","0.8216901421546936"
"37","0.1065630242228508","0.1065630242228508","0.1065630242228508","0.0831124410033226","0.0831124410033226","0.0831124410033226","0.8612583875656128","0.8612583875656128","0.8612583875656128"
"40","0.1067940816283226","0.1067940816283226","0.1067940816283226","0.0831342414021492","0.0831342414021492","0.0831342414021492","1.0160435438156128","1.0160435438156128","1.0160435438156128"
"43","0.1072300523519516","0.1072300523519516","0.1072300523519516","0.0833217054605484","0.0833217054605484","0.0833217054605484","1.114990234375","1.114990234375","1.114990234375"
"45","0.1075308695435524","0.1075308695435524","0.1075308695435524","0.0834873765707016","0.0834873765707016","0.0834873765707016","1.2213308811187744","1.2213308811187744","1.2213308811187744"
"46","","","","","","","1.2445242404937744","1.2445242404937744","1.2445242404937744"
"47","0.10784912109375","0.10784912109375","0.10784912109375","0.0836661234498024","0.0836661234498024","0.0836661234498024","1.2776228189468384","1.2776228189468384","1.2776228189468384"
"49","0.1081281378865242","0.1081281378865242","0.1081281378865242","0.08392333984375","0.08392333984375","0.08392333984375","1.3316824436187744","1.3316824436187744","1.3316824436187744"
"51","0.1083940789103508","0.1083940789103508","0.1083940789103508","0.0841151624917984","0.0841151624917984","0.0841151624917984","1.4717843532562256","1.4717843532562256","1.4717843532562256"
"52","0.1085989847779274","0.1085989847779274","0.1085989847779274","0.0842677503824234","0.0842677503824234","0.0842677503824234","1.4852468967437744","1.4852468967437744","1.4852468967437744"
"53","0.1086382195353508","0.1086382195353508","0.1086382195353508","0.0843157097697258","0.0843157097697258","0.0843157097697258","1.4949079751968384","1.4949079751968384","1.4949079751968384"
"57","0.1092921644449234","0.1092921644449234","0.1092921644449234","0.0848214253783226","0.0848214253783226","0.0848214253783226","1.6108049154281616","1.6108049154281616","1.6108049154281616"
"58","0.1096060648560524","0.1096060648560524","0.1096060648560524","0.0850612074136734","0.0850612074136734","0.0850612074136734","1.6076310873031616","1.6076310873031616","1.6076310873031616"
"59","0.1096452996134758","0.1096452996134758","0.1096452996134758","0.0850917249917984","0.0850917249917984","0.0850917249917984","1.6680036783218384","1.6680036783218384","1.6680036783218384"
"60","0.1097848042845726","0.1097848042845726","0.1097848042845726","0.0852443128824234","0.0852443128824234","0.0852443128824234","1.7024623155593872","1.7024623155593872","1.7024623155593872"
"63","0.1102861687541008","0.1102861687541008","0.1102861687541008","0.0856236070394516","0.0856236070394516","0.0856236070394516","1.7349679470062256","1.7349679470062256","1.7349679470062256"
"64","0.11053466796875","0.11053466796875","0.11053466796875","0.085784912109375","0.085784912109375","0.085784912109375","1.74609375","1.74609375","1.74609375"
"67","0.1107395738363266","0.1107395738363266","0.1107395738363266","0.085968017578125","0.085968017578125","0.085968017578125","1.7755300998687744","1.7755300998687744","1.7755300998687744"
"69","0.1111188605427742","0.1111188605427742","0.1111188605427742","0.0862296000123024","0.0862296000123024","0.0862296000123024","1.8369837999343872","1.8369837999343872","1.8369837999343872"
"71","0.1114240363240242","0.1114240363240242","0.1114240363240242","0.0864301398396492","0.0864301398396492","0.0864301398396492","1.8776506185531616","1.8776506185531616","1.8776506185531616"
"72","0.1113194078207016","0.1113194078207016","0.1113194078207016","0.086334228515625","0.086334228515625","0.086334228515625","1.9092494249343872","1.9092494249343872","1.9092494249343872"
"73","0.1116115003824234","0.1116115003824234","0.1116115003824234","0.0865260511636734","0.0865260511636734","0.0865260511636734","1.8828125","1.8828125","1.8828125"
"74","0.1117771714925766","0.1117771714925766","0.1117771714925766","0.0865696519613266","0.0865696519613266","0.0865696519613266","1.9062150716781616","1.9062150716781616","1.9062150716781616"
"75","0.1117640882730484","0.1117640882730484","0.1117640882730484","0.0866263285279274","0.0866263285279274","0.0866263285279274","1.9698312282562256","1.9698312282562256","1.9698312282562256"
"77","0.112091064453125","0.112091064453125","0.112091064453125","0.0868573859333992","0.0868573859333992","0.0868573859333992","2.02880859375","2.02880859375","2.02880859375"
"78","0.1122262105345726","0.1122262105345726","0.1122262105345726","0.0868748277425766","0.0868748277425766","0.0868748277425766","2.0501883029937744","2.0501883029937744","2.0501883029937744"
"80","0.1122087761759758","0.1122087761759758","0.1122087761759758","0.0868922621011734","0.0868922621011734","0.0868922621011734","2.0926339626312256","2.0926339626312256","2.0926339626312256"
"83","0.1124354749917984","0.1124354749917984","0.1124354749917984","0.0870710089802742","0.0870710089802742","0.0870710089802742","2.118687152862549","2.118687152862549","2.118687152862549"
"84","0.1127101331949234","0.1127101331949234","0.1127101331949234","0.0872279554605484","0.0872279554605484","0.0872279554605484","2.156528949737549","2.156528949737549","2.156528949737549"
"88","0.1127101331949234","0.1127101331949234","0.1127101331949234","0.0872148796916008","0.0872148796916008","0.0872148796916008","2.2639858722686768","2.2639858722686768","2.2639858722686768"
"89","0.1130458265542984","0.1130458265542984","0.1130458265542984","0.0874110609292984","0.0874110609292984","0.0874110609292984","2.2750070095062256","2.2750070095062256","2.2750070095062256"
"92","0.1131504625082016","0.1131504625082016","0.1131504625082016","0.0874808207154274","0.0874808207154274","0.0874808207154274","2.283203125","2.283203125","2.283203125"
"94","0.1132158562541008","0.1132158562541008","0.1132158562541008","0.0875331312417984","0.0875331312417984","0.0875331312417984","2.2670199871063232","2.2670199871063232","2.2670199871063232"
"95","0.1132289320230484","0.1132289320230484","0.1132289320230484","0.0875374898314476","0.0875374898314476","0.0875374898314476","2.260463237762451","2.260463237762451","2.260463237762451"
"97","0.1133030503988266","0.1133030503988266","0.1133030503988266","0.0875331312417984","0.0875331312417984","0.0875331312417984","2.3030831813812256","2.3030831813812256","2.3030831813812256"
"100","0.1133335679769516","0.1133335679769516","0.1133335679769516","0.0874764546751976","0.0874764546751976","0.0874764546751976","2.29931640625","2.29931640625","2.29931640625"
"101","0.1136213019490242","0.1136213019490242","0.1136213019490242","0.0876595601439476","0.0876595601439476","0.0876595601439476","2.304652690887451","2.304652690887451","2.304652690887451"
"103","0.1134992316365242","0.1134992316365242","0.1134992316365242","0.0874851793050766","0.0874851793050766","0.0874851793050766","2.334019184112549","2.334019184112549","2.334019184112549"
"106","0.1138523668050766","0.1138523668050766","0.1138523668050766","0.0876944437623024","0.0876944437623024","0.0876944437623024","2.3470284938812256","2.3470284938812256","2.3470284938812256"
"108","0.1138436421751976","0.1138436421751976","0.1138436421751976","0.0876682847738266","0.0876682847738266","0.0876682847738266","2.5209262371063232","2.5209262371063232","2.5209262371063232"
"109","0.1139482781291008","0.1139482781291008","0.1139482781291008","0.0876552015542984","0.0876552015542984","0.0876552015542984","2.5574777126312256","2.5574777126312256","2.5574777126312256"
"118","0.1138828843832016","0.1138828843832016","0.1138828843832016","0.0874459370970726","0.0874459370970726","0.0874459370970726","2.6019809246063232","2.6019809246063232","2.6019809246063232"
"119","0.1140049546957016","0.1140049546957016","0.1140049546957016","0.0875592902302742","0.0875592902302742","0.0875592902302742","2.65673828125","2.65673828125","2.65673828125"
"122","0.1141488179564476","0.1141488179564476","0.1141488179564476","0.0875505730509758","0.0875505730509758","0.0875505730509758","2.5839145183563232","2.5839145183563232","2.5839145183563232"
"124","0.1141313835978508","0.1141313835978508","0.1141313835978508","0.08746337890625","0.08746337890625","0.08746337890625","2.5882394313812256","2.5882394313812256","2.5882394313812256"
"126","0.1139744371175766","0.1139744371175766","0.1139744371175766","0.0873282328248024","0.0873282328248024","0.0873282328248024","2.624755859375","2.624755859375","2.624755859375"
"128","0.1140965074300766","0.1140965074300766","0.1140965074300766","0.0874546617269516","0.0874546617269516","0.0874546617269516","2.5992257595062256","2.5992257595062256","2.5992257595062256"
"136","0.1142490953207016","0.1142490953207016","0.1142490953207016","0.0875069722533226","0.0875069722533226","0.0875069722533226","2.8484933376312256","2.8484933376312256","2.8484933376312256"
"137","0.1144757941365242","0.1144757941365242","0.1144757941365242","0.0875723734498024","0.0875723734498024","0.0875723734498024","2.8003976345062256","2.8003976345062256","2.8003976345062256"
"139","0.1142796128988266","0.1142796128988266","0.1142796128988266","0.0874764546751976","0.0874764546751976","0.0874764546751976","2.8321011066436768","2.8321011066436768","2.8321011066436768"
"140","0.1145891472697258","0.1145891472697258","0.1145891472697258","0.0877293199300766","0.0877293199300766","0.0877293199300766","2.8670828342437744","2.8670828342437744","2.8670828342437744"
"143","0.1145847886800766","0.1145847886800766","0.1145847886800766","0.0876682847738266","0.0876682847738266","0.0876682847738266","2.9337680339813232","2.9337680339813232","2.9337680339813232"
"144","0.1144278421998024","0.1144278421998024","0.1144278421998024","0.0875113382935524","0.0875113382935524","0.0875113382935524","2.9349539279937744","2.9349539279937744","2.9349539279937744"
"146","0.1147068589925766","0.1147068589925766","0.1147068589925766","0.0876857191324234","0.0876857191324234","0.0876857191324234","3.0875418186187744","3.0875418186187744","3.0875418186187744"
"147","0.1146283820271492","0.1146283820271492","0.1146283820271492","0.0877162367105484","0.0877162367105484","0.0877162367105484","3.051478862762451","3.051478862762451","3.051478862762451"
"149","0.1147896870970726","0.1147896870970726","0.1147896870970726","0.087799072265625","0.087799072265625","0.087799072265625","3.137485980987549","3.137485980987549","3.137485980987549"
"150","0.1147635355591774","0.1147635355591774","0.1147635355591774","0.0877641960978508","0.0877641960978508","0.0877641960978508","3.0499441623687744","3.0499441623687744","3.0499441623687744"
"151","0.1148245707154274","0.1148245707154274","0.1148245707154274","0.0876900777220726","0.0876900777220726","0.0876900777220726","3.044468402862549","3.044468402862549","3.044468402862549"
"153","0.1150381937623024","0.1150381937623024","0.1150381937623024","0.0878470316529274","0.0878470316529274","0.0878470316529274","3.075404644012451","3.075404644012451","3.075404644012451"
"154","0.1149073988199234","0.1149073988199234","0.1149073988199234","0.0878208726644516","0.0878208726644516","0.0878208726644516","3.1421597003936768","3.1421597003936768","3.1421597003936768"
"155","0.1151907816529274","0.1151907816529274","0.1151907816529274","0.0879691019654274","0.0879691019654274","0.0879691019654274","3.1077706813812256","3.1077706813812256","3.1077706813812256"
"157","0.1152997687458992","0.1152997687458992","0.1152997687458992","0.0880475714802742","0.0880475714802742","0.0880475714802742","3.139927387237549","3.139927387237549","3.139927387237549"
"158","0.1153738871216774","0.1153738871216774","0.1153738871216774","0.0879996195435524","0.0879996195435524","0.0879996195435524","3.117954730987549","3.117954730987549","3.117954730987549"
"160","0.1156049445271492","0.1156049445271492","0.1156049445271492","0.0882088765501976","0.0882088765501976","0.0882088765501976","3.496791362762451","3.496791362762451","3.496791362762451"
"163","0.1158316507935524","0.1158316507935524","0.1158316507935524","0.088134765625","0.088134765625","0.088134765625","4.027064800262451","4.027064800262451","4.027064800262451"
"164","0.1157182976603508","0.1157182976603508","0.1157182976603508","0.088348388671875","0.088348388671875","0.088348388671875","4.011997699737549","4.011997699737549","4.011997699737549"
"167","0.1161150261759758","0.1161150261759758","0.1161150261759758","0.0883309468626976","0.0883309468626976","0.0883309468626976","4.090401649475098","4.090401649475098","4.090401649475098"
"168","0.1163896843791008","0.1163896843791008","0.1163896843791008","0.0886012464761734","0.0886012464761734","0.0886012464761734","4.128208637237549","4.128208637237549","4.128208637237549"
"170","","","","","","","4.262904644012451","4.262904644012451","4.262904644012451"
"171","0.1164027601480484","0.1164027601480484","0.1164027601480484","0.088470458984375","0.088470458984375","0.088470458984375","4.233817100524902","4.233817100524902","4.233817100524902"
"172","0.1167689710855484","0.1167689710855484","0.1167689710855484","0.088775634765625","0.088775634765625","0.088775634765625","4.1978936195373535","4.1978936195373535","4.1978936195373535"
"173","0.1166033074259758","0.1166033074259758","0.1166033074259758","0.0885707288980484","0.0885707288980484","0.0885707288980484","4.154227256774902","4.154227256774902","4.154227256774902"
"174","0.1168474480509758","0.1168474480509758","0.1168474480509758","0.0887799933552742","0.0887799933552742","0.0887799933552742","4.2337470054626465","4.2337470054626465","4.2337470054626465"
"175","0.1168605238199234","0.1168605238199234","0.1168605238199234","0.0887407585978508","0.0887407585978508","0.0887407585978508","4.191824913024902","4.191824913024902","4.191824913024902"
"176","0.1169172003865242","0.1169172003865242","0.1169172003865242","0.0887799933552742","0.0887799933552742","0.0887799933552742","4.2850165367126465","4.2850165367126465","4.2850165367126465"
"178","0.1171351820230484","0.1171351820230484","0.1171351820230484","0.0887887105345726","0.0887887105345726","0.0887887105345726","4.151088237762451","4.151088237762451","4.151088237762451"
"185","0.118072509765625","0.118072509765625","0.118072509765625","0.089202880859375","0.089202880859375","0.089202880859375","4.3392157554626465","4.3392157554626465","4.3392157554626465"
"186","0.1181248277425766","0.1181248277425766","0.1181248277425766","0.0893641859292984","0.0893641859292984","0.0893641859292984","4.366280555725098","4.366280555725098","4.366280555725098"
"188","0.1184474378824234","0.1184474378824234","0.1184474378824234","0.0896824449300766","0.0896824449300766","0.0896824449300766","4.5135321617126465","4.5135321617126465","4.5135321617126465"
"190","0.1186174675822258","0.1186174675822258","0.1186174675822258","0.0896955206990242","0.0896955206990242","0.0896955206990242","4.43017578125","4.43017578125","4.43017578125"
"193","0.119110107421875","0.119110107421875","0.119110107421875","0.0899309441447258","0.0899309441447258","0.0899309441447258","4.5108819007873535","4.5108819007873535","4.5108819007873535"
"195","0.1192844957113266","0.1192844957113266","0.1192844957113266","0.0901096910238266","0.0901096910238266","0.0901096910238266","4.5797295570373535","4.5797295570373535","4.5797295570373535"
"197","0.1194719597697258","0.1194719597697258","0.1194719597697258","0.0901053324341774","0.0901053324341774","0.0901053324341774","4.439034461975098","4.439034461975098","4.439034461975098"
"198","0.1199689581990242","0.1199689581990242","0.1199689581990242","0.0903887078166008","0.0903887078166008","0.0903887078166008","4.5553154945373535","4.5553154945373535","4.5553154945373535"
"210","0.1216299906373024","0.1216299906373024","0.1216299906373024","0.0914088636636734","0.0914088636636734","0.0914088636636734","4.920131206512451","4.920131206512451","4.920131206512451"
"212","0.1218697652220726","0.1218697652220726","0.1218697652220726","0.0916094109416008","0.0916094109416008","0.0916094109416008","4.98095703125","4.98095703125","4.98095703125"
"214","0.1221400648355484","0.1221400648355484","0.1221400648355484","0.0917227640748024","0.0917227640748024","0.0917227640748024","4.89453125","4.89453125","4.89453125"
"222","0.1234610453248024","0.1234610453248024","0.1234610453248024","0.0924421027302742","0.0924421027302742","0.0924421027302742","5.3421454429626465","5.3421454429626465","5.3421454429626465"
"223","0.1234087273478508","0.1234087273478508","0.1234087273478508","0.0927080437541008","0.0927080437541008","0.0927080437541008","5.433803081512451","5.433803081512451","5.433803081512451"
"224","0.1237749382853508","0.1237749382853508","0.1237749382853508","0.0927516371011734","0.0927516371011734","0.0927516371011734","5.372977256774902","5.372977256774902","5.372977256774902"
"225","0.1240234375","0.1240234375","0.1240234375","0.0929609015583992","0.0929609015583992","0.0929609015583992","5.41552734375","5.41552734375","5.41552734375"
"226","0.1242021843791008","0.1242021843791008","0.1242021843791008","0.093017578125","0.093017578125","0.093017578125","5.435128211975098","5.435128211975098","5.435128211975098"
"227","0.1241891011595726","0.1241891011595726","0.1241891011595726","0.0930873304605484","0.0930873304605484","0.0930873304605484","5.341378211975098","5.341378211975098","5.341378211975098"
"228","0.1245291605591774","0.1245291605591774","0.1245291605591774","0.0931265726685524","0.0931265726685524","0.0931265726685524","5.3770928382873535","5.3770928382873535","5.3770928382873535"
"230","0.1253792941570282","0.1253792941570282","0.1253792941570282","0.0935450941324234","0.0935450941324234","0.0935450941324234","5.490653038024902","5.490653038024902","5.490653038024902"
"231","0.1249128058552742","0.1249128058552742","0.1249128058552742","0.093475341796875","0.093475341796875","0.093475341796875","5.399693012237549","5.399693012237549","5.399693012237549"
"234","0.125274658203125","0.125274658203125","0.125274658203125","0.0936235710978508","0.0936235710978508","0.0936235710978508","5.5294365882873535","5.5294365882873535","5.5294365882873535"
"235","0.1258065402507782","0.1258065402507782","0.1258065402507782","0.0938677117228508","0.0938677117228508","0.0938677117228508","5.5791015625","5.5791015625","5.5791015625"
"236","0.1262250691652298","0.1262250691652298","0.1262250691652298","0.0944301038980484","0.0944301038980484","0.0944301038980484","5.641182899475098","5.641182899475098","5.641182899475098"
"239","","","","","","","5.6915459632873535","5.6915459632873535","5.6915459632873535"
"241","0.1269662082195282","0.1269662082195282","0.1269662082195282","0.0948137566447258","0.0948137566447258","0.0948137566447258","5.680245399475098","5.680245399475098","5.680245399475098"
"244","0.1275416761636734","0.1275416761636734","0.1275416761636734","0.0949227437376976","0.0949227437376976","0.0949227437376976","5.924525737762451","5.924525737762451","5.924525737762451"
"245","0.1278773695230484","0.1278773695230484","0.1278773695230484","0.0951102152466774","0.0951102152466774","0.0951102152466774","5.981863975524902","5.981863975524902","5.981863975524902"
"247","0.1280517578125","0.1280517578125","0.1280517578125","0.0952235609292984","0.0952235609292984","0.0952235609292984","6.0740790367126465","6.0740790367126465","6.0740790367126465"
"248","0.1284877210855484","0.1284877210855484","0.1284877210855484","0.0956377312541008","0.0956377312541008","0.0956377312541008","5.8897881507873535","5.8897881507873535","5.8897881507873535"
"250","0.1288321316242218","0.1288321316242218","0.1288321316242218","0.0956333726644516","0.0956333726644516","0.0956333726644516","6.240513324737549","6.240513324737549","6.240513324737549"
"254","0.1297651082277298","0.1297651082277298","0.1297651082277298","0.0960606187582016","0.0960606187582016","0.0960606187582016","6.6212334632873535","6.6212334632873535","6.6212334632873535"
"255","0.1299002468585968","0.1299002468585968","0.1299002468585968","0.0959603413939476","0.0959603413939476","0.0959603413939476","6.602120399475098","6.602120399475098","6.602120399475098"
"257","","","","","","","6.7306084632873535","6.7306084632873535","6.7306084632873535"
"259","0.1306675523519516","0.1306675523519516","0.1306675523519516","0.0965924933552742","0.0965924933552742","0.0965924933552742","6.527762413024902","6.527762413024902","6.527762413024902"
"266","0.1321759968996048","0.1321759968996048","0.1321759968996048","0.097198486328125","0.097198486328125","0.097198486328125","7.0125555992126465","7.0125555992126465","7.0125555992126465"
"268","0.1324811726808548","0.1324811726808548","0.1324811726808548","0.0978524312376976","0.0978524312376976","0.0978524312376976","6.8048272132873535","6.8048272132873535","6.8048272132873535"
"270","0.132843017578125","0.132843017578125","0.132843017578125","0.0980399027466774","0.0980399027466774","0.0980399027466774","7.0068359375","7.0068359375","7.0068359375"
"273","0.1333487331867218","0.1333487331867218","0.1333487331867218","0.0983407124876976","0.0983407124876976","0.0983407124876976","7.0517578125","7.0517578125","7.0517578125"
"274","0.133087158203125","0.133087158203125","0.133087158203125","0.0982404425740242","0.0982404425740242","0.0982404425740242","6.9474053382873535","6.9474053382873535","6.9474053382873535"
"277","0.1343514621257782","0.1343514621257782","0.1343514621257782","0.0988682359457016","0.0988682359457016","0.0988682359457016","7.097237586975098","7.097237586975098","7.097237586975098"
"278","0.1342119425535202","0.1342119425535202","0.1342119425535202","0.0992867574095726","0.0992867574095726","0.0992867574095726","6.9073662757873535","6.9073662757873535","6.9073662757873535"
"280","","","","","","","7.040736675262451","7.040736675262451","7.040736675262451"
"281","0.1350228488445282","0.1350228488445282","0.1350228488445282","0.0995875746011734","0.0995875746011734","0.0995875746011734","6.993443012237549","6.993443012237549","6.993443012237549"
"284","0.13543701171875","0.13543701171875","0.13543701171875","0.0996180921792984","0.0996180921792984","0.0996180921792984","7.317801475524902","7.317801475524902","7.317801475524902"
"287","0.1355241984128952","0.1355241984128952","0.1355241984128952","0.1001804918050766","0.1001804918050766","0.1001804918050766","7.415318012237549","7.415318012237549","7.415318012237549"
"290","0.1355024129152298","0.1355024129152298","0.1355024129152298","0.100250244140625","0.100250244140625","0.100250244140625","7.604771137237549","7.604771137237549","7.604771137237549"
"292","0.1359645277261734","0.1359645277261734","0.1359645277261734","0.1003199964761734","0.1003199964761734","0.1003199964761734","7.832728862762451","7.832728862762451","7.832728862762451"
"295","0.1366969496011734","0.1366969496011734","0.1366969496011734","0.1011308953166008","0.1011308953166008","0.1011308953166008","8.0146484375","8.0146484375","8.0146484375"
"301","0.1377912312746048","0.1377912312746048","0.1377912312746048","0.1020943745970726","0.1020943745970726","0.1020943745970726","8.214006423950195","8.214006423950195","8.214006423950195"
"303","0.1378435343503952","0.1378435343503952","0.1378435343503952","0.1020377054810524","0.1020377054810524","0.1020377054810524","8.347237586975098","8.347237586975098","8.347237586975098"
"304","0.1376517117023468","0.1376517117023468","0.1376517117023468","0.1023167222738266","0.1023167222738266","0.1023167222738266","8.082868576049805","8.082868576049805","8.082868576049805"
"305","0.1383710652589798","0.1383710652589798","0.1383710652589798","0.1024039164185524","0.1024039164185524","0.1024039164185524","8.298130989074707","8.298130989074707","8.298130989074707"
"306","0.1380397230386734","0.1380397230386734","0.1380397230386734","0.1022513285279274","0.1022513285279274","0.1022513285279274","8.353096961975098","8.353096961975098","8.353096961975098"
"309","0.1388070285320282","0.1388070285320282","0.1388070285320282","0.1031232550740242","0.1031232550740242","0.1031232550740242","8.618024826049805","8.618024826049805","8.618024826049805"
"310","0.1392822265625","0.1392822265625","0.1392822265625","0.1035723015666008","0.1035723015666008","0.1035723015666008","8.694893836975098","8.694893836975098","8.694893836975098"
"314","0.1390337198972702","0.1390337198972702","0.1390337198972702","0.1041477769613266","0.1041477769613266","0.1041477769613266","8.947823524475098","8.947823524475098","8.947823524475098"
"315","0.1398141086101532","0.1398141086101532","0.1398141086101532","0.10394287109375","0.10394287109375","0.10394287109375","8.717354774475098","8.717354774475098","8.717354774475098"
"317","0.1390511691570282","0.1390511691570282","0.1390511691570282","0.1039646714925766","0.1039646714925766","0.1039646714925766","8.796317100524902","8.796317100524902","8.796317100524902"
"318","0.1404985636472702","0.1404985636472702","0.1404985636472702","0.1041957288980484","0.1041957288980484","0.1041957288980484","9.411412239074707","9.411412239074707","9.411412239074707"
"319","","","","","","","9.404854774475098","9.404854774475098","9.404854774475098"
"320","0.1406816691160202","0.1406816691160202","0.1406816691160202","0.1049586683511734","0.1049586683511734","0.1049586683511734","9.573660850524902","9.573660850524902","9.573660850524902"
"325","0.1408909410238266","0.1408909410238266","0.1408909410238266","0.1060921773314476","0.1060921773314476","0.1060921773314476","10.216238975524902","10.216238975524902","10.216238975524902"
"326","0.141265869140625","0.141265869140625","0.141265869140625","0.1054338738322258","0.1054338738322258","0.1054338738322258","9.960658073425293","9.960658073425293","9.960658073425293"
"331","0.1430140882730484","0.1430140882730484","0.1430140882730484","0.1065935418009758","0.1065935418009758","0.1065935418009758","10.346261024475098","10.346261024475098","10.346261024475098"
"332","0.1418239027261734","0.1418239027261734","0.1418239027261734","0.1063494011759758","0.1063494011759758","0.1063494011759758","10.317243576049805","10.317243576049805","10.317243576049805"
"336","0.1427219957113266","0.1427219957113266","0.1427219957113266","0.1069684699177742","0.1069684699177742","0.1069684699177742","10.902064323425293","10.902064323425293","10.902064323425293"
"337","0.1429094523191452","0.1429094523191452","0.1429094523191452","0.1074654683470726","0.1074654683470726","0.1074654683470726","11.077287673950195","11.077287673950195","11.077287673950195"
"338","0.1425912082195282","0.1425912082195282","0.1425912082195282","0.1078883558511734","0.1078883558511734","0.1078883558511734","11.068917274475098","11.068917274475098","11.068917274475098"
"344","0.1443001925945282","0.1443001925945282","0.1443001925945282","0.109222412109375","0.109222412109375","0.109222412109375","11.177734375","11.177734375","11.177734375"
