Step,Muon without wd,Spectral Sphere,Muon
149,0.068372451,0.067294531,0.067373
150,0.068859644,0.067672729,0.067369737
151,0.068968639,0.067534313,0.067159377
153,0.068321228,0.06731306,0.067222595
154,0.069299974,0.067828588,0.067046031
155,0.068748474,0.06743186,0.067659654
157,0.0679245,0.067237854,0.066878185
158,0.069291249,0.067664012,0.066705979
160,0.06864275,0.067486353,0.066935949
163,0.069406785,0.068049841,0.067015514
164,0.067944117,0.068151198,0.065711975
167,0.069018774,0.067370825,0.066723414
168,0.067941941,0.067970276,0.066040039
171,0.068954468,0.068952285,0.066264562
172,0.067708693,0.067443848,0.065723963
173,0.068947926,0.068864003,0.066768102
174,0.067350112,0.067085266,0.064618789
175,0.068629675,0.068195887,0.066589355
176,0.068036757,0.068149023,0.065151758
178,0.068510875,0.067976817,0.06480626
185,0.066755019,0.067086354,0.066074915
186,0.068025865,0.069131032,0.064605713
188,0.067047119,0.068065099,0.064752854
190,0.06648799,0.068323411,0.064266749
193,0.067067824,0.068981715,0.06384059
195,0.067597523,0.069150649,0.064182825
197,0.066477098,0.068234034,0.064537048
198,0.067005701,0.068866186,0.063316345
210,0.066261292,0.068353929,0.063187733
212,0.066615514,0.067609511,0.063268386
214,0.06689126,0.067968093,0.063046046
222,0.066450939,0.06857954,0.063211717
223,0.066152297,0.06964983,0.063094005
224,0.066554479,0.068703786,0.062117439
225,0.06465476,0.069241114,0.062671117
226,0.067328319,0.067897253,0.062067304
227,0.065090723,0.06983839,0.062835693
228,0.06718336,0.068723403,0.062666759
230,0.065659657,0.067986622,0.061534338
231,0.066339768,0.070814952,0.062814988
234,0.066735402,0.07028307,0.062908716
235,0.066217698,0.069620408,0.063058034
236,0.067496166,0.069823131,0.062239509
241,0.066076003,0.06883458,0.061102729
244,0.067308702,0.07133811,0.063699998
245,0.066819325,0.07029397,0.062339783
247,0.066693984,0.070345201,0.062677659
248,0.067115784,0.070335388,0.063034058
250,0.067450389,0.071024217,0.06284114
254,0.066743031,0.069537573,0.063224792
255,0.068012781,0.073124476,0.062601365
259,0.066837855,0.072183885,0.062938146
266,0.069026403,0.070989333,0.062310357
268,0.068940297,0.07234519,0.063204087
270,0.069095068,0.072236195,0.06401062
273,0.069552831,0.073624745,0.064498901
274,0.069843836,0.071827479,0.064711437
277,0.069545202,0.07293047,0.064072199
278,0.069986619,0.073386058,0.064507619
281,0.070458546,0.073951721,0.064971924
284,0.071204051,0.073974609,0.064151764
287,0.070448741,0.074950084,0.065919057
290,0.071360998,0.074643813,0.06450326
292,0.072075978,0.074599132,0.066121779
295,0.072273254,0.07602147,0.06605421
301,0.072462901,0.07594844,0.066368103
303,0.072320119,0.076180592,0.067269459
304,0.074785508,0.07599967,0.066022053
305,0.072928295,0.07661438,0.066854753
306,0.074304856,0.076605663,0.067383356
309,0.073558263,0.077073231,0.066653118
310,0.07375554,0.076176234,0.066961013
314,0.074283056,0.07697732,0.068660736
315,0.074891225,0.078125,0.066505976
317,0.07409668,0.078431264,0.067603521
318,0.076250352,0.077408925,0.067970276
320,0.075535364,0.077301025,0.067246571
325,0.076822557,0.079236709,0.068495616
326,0.076830186,0.078841075,0.07041005
331,0.077755518,0.080097742,0.070262909
332,0.077619277,0.07950592,0.06890215
336,0.079006739,0.080288477,0.070455275
337,0.078624181,0.080265589,0.07079152
338,0.079699926,0.080929346,0.070051469
344,0.079407826,0.0810427,0.070764266
347,0.080684118,0.081465587,0.072629109
349,0.082912989,0.08266449,0.072615489
351,0.08318983,0.082554407,0.072598591
353,0.082518443,0.082195826,0.073343001
356,0.084086828,0.084077016,0.072278157
361,0.08408574,0.083510265,0.072937012
362,0.083880834,0.083600722,0.074217662
365,0.084453039,0.082572937,0.073354997
367,0.085831776,0.084019251,0.074596949
368,0.085407801,0.084833421,0.074935369
370,0.085069932,0.084683008,0.074004039
372,0.085879736,0.085008897,0.074796952
377,0.088420324,0.084827967,0.07525526
378,0.086162023,0.086114064,0.076806203
382,0.088068284,0.085901536,0.076333724
389,0.089044847,0.086764745,0.077747345
390,0.090415955,0.086960927,0.076533183
392,0.091487341,0.087823048,0.077693939
395,0.09045846,0.086808339,0.077202931
397,0.091460094,0.086298265,0.076502122
401,0.092364721,0.087550573,0.079895563
405,0.093672618,0.088261195,0.080514632
406,0.093023024,0.088302612,0.07879094
407,0.093126573,0.089113511,0.080636159
410,0.094243728,0.089624681,0.080274858
414,0.094316758,0.088613234,0.081088476
425,0.097073145,0.090266638,0.081485204
426,0.098282948,0.090570726,0.08239419
427,0.097707473,0.090694971,0.082392558
428,0.097848073,0.089516774,0.080453597
430,0.099587575,0.09026555,0.081117906
435,0.10046277940273285,0.091669358,0.082518443
441,0.1011287122964859,0.090763636,0.082676478
442,0.09938921,0.090860642,0.083603993
447,0.1020180806517601,0.091077529,0.084783278
451,0.1037336066365242,0.092605591,0.083665028
454,0.10411616414785385,0.092276439,0.085258484
455,0.1023428812623024,0.091618128,0.085014343
457,0.10288020223379135,0.092407227,0.0858078
458,0.1060333251953125,0.091501512,0.085193634
460,0.10508619248867035,0.091137476,0.085566387
461,0.10489000380039215,0.09349823,0.085395813
462,0.1049564927816391,0.091682434,0.086347304
463,0.106018066,0.092219763,0.085306443
465,0.10614776611328125,0.092813767,0.086985998
468,0.1077553853392601,0.092044286,0.086003438
470,0.1083548441529274,0.093402319,0.086323328
472,0.1074763685464859,0.092838831,0.086861745
475,0.1083199605345726,0.093355455,0.085906982
477,0.10943058878183365,0.093213759,0.086935863
482,0.1087690070271492,0.093378343,0.088848658
483,0.11175645887851715,0.093032837,0.088098802
488,0.1127253919839859,0.094346181,0.088193618
489,0.1100267693400383,0.092348374,0.090344019
490,0.1112801656126976,0.09489768,0.088239394
494,0.11102839559316635,0.091841564,0.08947318
495,0.11336735635995865,0.095345631,0.09057726
496,0.1126839742064476,0.092979431,0.090420313
497,0.1118687242269516,0.093913488,0.089420862
498,0.11338697373867035,0.093947276,0.089698792
499,0.1126055046916008,0.091872081,0.090492249
501,0.12617315351963043,0.10114650428295135,0.10035286098718643
502,0.11520712822675705,0.095106944,0.090312414
503,0.1135362908244133,0.092882432,0.090472631
506,0.1150730699300766,0.094721116,0.091916762
511,0.11635589599609375,0.094391957,0.089601792
512,0.1169825941324234,0.094825745,0.092506409
513,0.11630357801914215,0.093295507,0.090471543
514,0.11657823622226715,0.094870433,0.091451921
515,0.11695534735918045,0.093200684,0.092302598
517,0.1173444464802742,0.093752183,0.093045913
519,0.1182621568441391,0.093304224,0.091146193
526,0.1183231920003891,0.094715662,0.092914037
527,0.12135423719882965,0.094717845,0.093161449
532,0.11927250772714615,0.093705311,0.092252456
534,0.12042563408613205,0.092970714,0.091785975
537,0.1208714097738266,0.093403406,0.092709132
542,0.12122999131679535,0.093975611,0.094067164
543,0.12258366495370865,0.092161998,0.092045374
545,0.1233280748128891,0.093876429,0.093190871
549,0.12145669013261795,0.094561987,0.094345093
550,0.12521253526210785,0.093014307,0.093280248
551,0.12227848917245865,0.094227381,0.093893871
552,0.1250980943441391,0.092181616,0.093975611
560,0.12607792019844055,0.093703136,0.096070424
564,0.12671443819999695,0.092886791,0.093342371
565,0.1256953626871109,0.094136916,0.09667097
568,0.12650081515312195,0.092938013,0.095356531
574,0.12865884602069855,0.093767442,0.094929285
575,0.1255776584148407,0.092269897,0.095041551
577,0.1270512193441391,0.093018666,0.096381053
578,0.1275809109210968,0.093193054,0.09427207
581,0.1288997083902359,0.091684617,0.095368519
582,0.12836238741874695,0.093813218,0.095537461
583,0.1293378621339798,0.092323303,0.095091686
584,0.1283351331949234,0.093351088,0.095546179
585,0.12971170246601105,0.091999598,0.095596313
586,0.12924303114414215,0.093011037,0.094721116
587,0.1289869099855423,0.092126027,0.096822463
589,0.12838418781757355,0.092010498,0.096414842
591,0.1289454847574234,0.092689514,0.095961437
592,0.13115909695625305,0.092167445,0.095856801
593,0.1288103312253952,0.092324391,0.095504761
595,0.13083212077617645,0.092329845,0.097799025
596,0.130523682,0.091785975,0.094551086
597,0.1313890665769577,0.092652455,0.097004481
598,0.1296212375164032,0.091509141,0.095105849
599,0.13119180500507355,0.092138015,0.095488414
604,0.13244520127773285,0.091830663,0.096036635
606,0.1321868896484375,0.092438832,0.095415391
608,0.13158416748046875,0.092669897,0.094723292
609,0.13309478759765625,0.090455189,0.097509108
613,0.13579995930194855,0.091818675,0.096114025
614,0.12912096083164215,0.091045924,0.096573964
616,0.1315743625164032,0.091075353,0.098007202
617,0.1351100355386734,0.092095509,0.094698228
619,0.1353302001953125,0.092601232,0.095902577
622,0.13466426730155945,0.090611048,0.096431188
623,0.13346971571445465,0.091719493,0.095654078
625,0.13397543132305145,0.091385975,0.095545091
626,0.1351078599691391,0.091016494,0.096753798
628,0.1337454617023468,0.090552196,0.095046997
632,0.1354282945394516,0.090661183,0.096135817
634,0.13453565537929535,0.090898789,0.095235549
635,0.13699886202812195,0.089809962,0.097536363
636,0.1348005086183548,0.091031753,0.09523882
643,0.13569095730781555,0.089028493,0.09776742
644,0.13867732882499695,0.090983801,0.095317297
645,0.1365509033203125,0.089990892,0.098001756
646,0.13836561143398285,0.090193614,0.095881872
647,0.1366489976644516,0.089901514,0.096717834
648,0.13741520047187805,0.089305334,0.096342906
649,0.13823263347148895,0.090494432,0.096415929
650,0.13773563504219055,0.08932168,0.097140722
651,0.13744354248046875,0.090752736,0.096095495
652,0.13832201063632965,0.088195801,0.096583776
653,0.1383819580078125,0.091729298,0.097717285
662,0.1381312757730484,0.088100977,0.094398499
663,0.13995034992694855,0.090288438,0.098095484
667,0.14151546359062195,0.089187622,0.096461706
668,0.1374991238117218,0.089053564,0.096883498
671,0.1418021023273468,0.088845387,0.097355433
675,0.13958194851875305,0.08884757,0.096937999
676,0.14213670790195465,0.088275366,0.09650857
681,0.1421705037355423,0.088435583,0.096594676
683,0.14200374484062195,0.088204518,0.095911302
686,0.14021410048007965,0.088291712,0.09680067
691,0.1442435085773468,0.086823598,0.096183777
692,0.1414228230714798,0.088738576,0.095763072
693,0.14284732937812805,0.086391993,0.097633362
695,0.1435437947511673,0.086950026,0.098227367
697,0.143951416,0.086005077,0.097136363
700,0.14299120008945465,0.088095531,0.096846446
702,0.14359501004219055,0.087220326,0.095981054
703,0.14325277507305145,0.08752986,0.097291127
713,0.14478738605976105,0.085709706,0.098036632
715,0.14466312527656555,0.085498266,0.096169606
719,0.1465257853269577,0.086483546,0.093758717
720,0.14439283311367035,0.085327148,0.098132543
722,0.1464407742023468,0.0859593,0.098272048
724,0.14469146728515625,0.085742407,0.097535267
726,0.1443307101726532,0.085924424,0.097829543
727,0.1485966295003891,0.085988723,0.095849171
729,0.1478445827960968,0.086399622,0.096314564
731,0.1448102742433548,0.08528246,0.095802307
734,0.14884622395038605,0.086538039,0.096750535
745,0.14942823350429535,0.085440502,0.095877513
746,0.1469900906085968,0.084805079,0.096615382
752,0.1490413099527359,0.084160939,0.094519481
755,0.1499045193195343,0.085760936,0.097357616
758,0.1513606458902359,0.083805628,0.094519481
759,0.1500200480222702,0.085671559,0.098498754
760,0.1504058837890625,0.083405629,0.094577245
761,0.1495404988527298,0.085084096,0.096444264
763,0.150054932,0.084832326,0.095503673
764,0.1520167738199234,0.084815979,0.097524367
769,0.150390625,0.083517894,0.09637887
770,0.1532723605632782,0.085234508,0.096507482
773,0.1514718234539032,0.082495555,0.097298756
774,0.1515611857175827,0.08601924,0.095858984
776,0.1512974351644516,0.085552759,0.096048631
782,0.1493399441242218,0.0833119,0.094161987
783,0.1551797091960907,0.084058486,0.097844802
789,0.1552908718585968,0.083214894,0.096104212
790,0.1524309366941452,0.083669387,0.096909657
791,0.1549290269613266,0.083242141,0.096276417
795,0.1543709933757782,0.083508082,0.096965246
802,0.1561628133058548,0.083721705,0.096952163
805,0.1533094197511673,0.081517898,0.094237193
807,0.1539175808429718,0.082081385,0.094520569
808,0.156860352,0.082935877,0.098172866
813,0.1552276611328125,0.083075389,0.095063344
827,0.1587458997964859,0.082298279,0.095020838
828,0.1570717990398407,0.081508093,0.097959243
833,0.15927124,0.082560949,0.095173426
838,0.1588178426027298,0.081553869,0.096643724
839,0.1591709703207016,0.081817627,0.096544541
840,0.1595938503742218,0.081429616,0.095889501
849,0.1635022908449173,0.080796376,0.095921107
854,0.159667969,0.08115714,0.097551621
855,0.1627785861492157,0.080798559,0.095315114
858,0.1602412611246109,0.082941331,0.096310206
862,0.1611110121011734,0.083258495,0.097297668
864,0.1589377224445343,0.081932068,0.095222473
868,0.1616625040769577,0.081066675,0.095800124
871,0.1620330810546875,0.080056325,0.095740184
874,0.1640385240316391,0.081205092,0.096458435
876,0.1639186292886734,0.081054688,0.096066065
878,0.1634892076253891,0.080439977,0.09502738
879,0.1619480699300766,0.07949502,0.096535817
882,0.1641104519367218,0.07910265,0.094588146
883,0.1626063734292984,0.080375671,0.09673091
885,0.1637420654296875,0.080817088,0.096968517
886,0.1673671156167984,0.080252513,0.097157069
889,0.1628287136554718,0.080155507,0.096558705
892,0.1651872843503952,0.079669409,0.095207214
896,0.1645616739988327,0.07928358,0.094270982
899,0.1659785658121109,0.078729905,0.095835008
901,0.1669224351644516,0.078366958,0.095383778
904,0.1651131808757782,0.080446519,0.096240453
906,0.1656712144613266,0.079966955,0.096067153
907,0.168792725,0.079605103,0.096337453
910,0.1659109890460968,0.079112463,0.095409937
913,0.1705387681722641,0.080077037,0.095052443
914,0.1652701199054718,0.079006739,0.09705244
917,0.1685246080160141,0.079229079,0.093183242
920,0.1675262451171875,0.077731542,0.097687855
921,0.1687295138835907,0.080082484,0.093807764
922,0.1678641140460968,0.07803563,0.097002305
925,0.1720079630613327,0.080501013,0.0965598
926,0.1684766560792923,0.078814916,0.09656743
932,0.1668788343667984,0.078007288,0.095516749
939,0.1706303209066391,0.076724462,0.096702576
940,0.1702423095703125,0.080456324,0.095151626
944,0.168914795,0.078371324,0.095224656
946,0.167266846,0.077318467,0.094943456
947,0.1743338406085968,0.07892064,0.09564209
948,0.1691044420003891,0.077784948,0.096365795
949,0.1729017049074173,0.078364782,0.09421321
950,0.1704624742269516,0.078026906,0.096822463
954,0.1725093275308609,0.077897206,0.095890589
955,0.1704908162355423,0.078136988,0.095759802
956,0.1733420193195343,0.077488489,0.095050268
957,0.1685158908367157,0.077231273,0.094700404
959,0.168487549,0.076474868,0.093358718
962,0.1732373982667923,0.078198023,0.096584864
963,0.1718815416097641,0.077623643,0.094646998
965,0.1748940646648407,0.078827992,0.095648631
972,0.1730782687664032,0.07658495,0.09526825
974,0.1737758070230484,0.076811656,0.096031189
976,0.1737845242023468,0.076953344,0.096414842
978,0.1725420206785202,0.07664708,0.096510753
981,0.1762586385011673,0.078061782,0.093621388
985,0.1754411906003952,0.07661438,0.093517847
989,0.1765855997800827,0.075856887,0.09429387
990,0.174102783,0.077998571,0.096218653
991,0.1777845174074173,0.076271057,0.094532557
994,0.1737343966960907,0.078235082,0.095595226
997,0.1788286417722702,0.076811656,0.096254624
998,0.1759621798992157,0.077223644,0.095101491
999,0.1745474636554718,0.076430187,0.094442092
1001,0.17587994039058685,0.080597013,0.096885286
1002,0.1783120334148407,0.07650321,0.094882421
1003,0.1755872517824173,0.076616563,0.095246449
1005,0.1763480007648468,0.076089039,0.095330372
1008,0.1777627170085907,0.076058522,0.094111852
1009,0.1754259318113327,0.076407298,0.095678054
1010,0.1791447252035141,0.076405115,0.094291687
1011,0.1746760755777359,0.075983323,0.095312938
1012,0.1790924072265625,0.076616563,0.094184875
1013,0.1760951429605484,0.075708665,0.095683508
1015,0.1773616224527359,0.075461254,0.095924377
1019,0.1771371066570282,0.075643264,0.095091686
1020,0.1810346394777298,0.076795302,0.095466614
1021,0.1770651638507843,0.076386586,0.094038829
1023,0.1767599880695343,0.076371327,0.092795238
1025,0.1798989474773407,0.076882496,0.094145641
1026,0.1810215562582016,0.076656885,0.097113475
1027,0.1804438978433609,0.076196946,0.094391957
1028,0.1792646199464798,0.076158799,0.095991954
1029,0.1811588853597641,0.075980052,0.094524927
1031,0.1821485310792923,0.076261245,0.095183238
1032,0.1800166517496109,0.076205663,0.0961271
1039,0.1830487996339798,0.075865611,0.093858995
1041,0.1823032945394516,0.076026917,0.094555445
1042,0.1805572509765625,0.075183325,0.095163621
1043,0.1798880398273468,0.07607051,0.09427534
1045,0.1823817640542984,0.077830724,0.096472606
1049,0.1802106648683548,0.07635171,0.093576707
1050,0.1837746798992157,0.074980602,0.096161976
1054,0.1831861287355423,0.075487413,0.096141271
1055,0.180786133,0.075108118,0.093077525
1056,0.1833844929933548,0.075297765,0.095638819
1057,0.1818782240152359,0.075533189,0.094366893
1059,0.1818738728761673,0.074786596,0.09448678
1061,0.1827436238527298,0.074341908,0.095340185
1062,0.1836656779050827,0.076688491,0.094062805
1063,0.1837485134601593,0.074171886,0.095571242
1065,0.1836046427488327,0.07380458,0.095316209
1066,0.1830989271402359,0.076340809,0.09435381
1067,0.1854160875082016,0.074594773,0.095626831
1071,0.1825932115316391,0.074842177,0.094206676
1074,0.1849953830242157,0.074460708,0.09553092
1075,0.1830509752035141,0.075150624,0.092570715
1079,0.1890280544757843,0.075936452,0.096037731
1082,0.1834825724363327,0.075512476,0.094749451
1085,0.1888362318277359,0.074644908,0.093585424
1088,0.1849997341632843,0.074702673,0.095619202
1091,0.1880842000246048,0.074574061,0.09554182
1097,0.1874629408121109,0.074652538,0.095918931
1098,0.1891675740480423,0.074954443,0.094524927
1102,0.1879817396402359,0.072893418,0.093370713
1104,0.1896907240152359,0.073819838,0.093958177
1106,0.1892046183347702,0.074440002,0.094225205
1108,0.1884700208902359,0.074102126,0.094014846
1113,0.1889604777097702,0.076051988,0.096183777
1114,0.1916155070066452,0.073668346,0.093213759
1115,0.1875784695148468,0.075362071,0.096897669
1117,0.1865452378988266,0.074522838,0.096396312
1121,0.1884329617023468,0.074069433,0.095135279
1125,0.189208984,0.07394518,0.094662257
1128,0.1892678439617157,0.073512487,0.094098769
1129,0.192108154,0.074680872,0.094176158
1130,0.1883741170167923,0.07329341,0.094357081
1131,0.194671631,0.075322829,0.094874792
1132,0.1900373250246048,0.073692322,0.095199585
1133,0.1932089626789093,0.075036183,0.094361439
1136,0.1909441202878952,0.073267259,0.094200134
1137,0.1908046156167984,0.074372426,0.094204493
1138,0.1913321316242218,0.073535375,0.094172888
1141,0.1922672837972641,0.073425293,0.093181066
1143,0.1933397501707077,0.07413701,0.092079163
1145,0.1938258558511734,0.074885778,0.092294969
1148,0.1918814480304718,0.073192053,0.096470423
1150,0.1893877238035202,0.072151184,0.094458446
1154,0.1899980753660202,0.072731018,0.094325475
1155,0.1946236789226532,0.073994227,0.093523301
1156,0.1914476603269577,0.072711401,0.09487588
1159,0.1966160386800766,0.074506484,0.094258986
1160,0.1930476576089859,0.073017664,0.095065527
1164,0.1937539279460907,0.074386597,0.09537179
1165,0.1977037638425827,0.073054723,0.094648086
1166,0.1935381144285202,0.074091233,0.095213756
1168,0.1945844441652298,0.07396698,0.095757619
1173,0.1968754380941391,0.072940283,0.09338706
1174,0.1936623752117157,0.073624745,0.094956532
1181,0.1985321044921875,0.072963171,0.093753271
1183,0.1987522691488266,0.073575698,0.093848094
1187,0.1944536417722702,0.072187148,0.091683522
1192,0.1969059556722641,0.071885243,0.09308406
1194,0.1976470947265625,0.072223119,0.09297616
1199,0.198425293,0.07330104,0.094773427
1201,0.1990901380777359,0.0727975,0.0935985
1203,0.2001277357339859,0.0726787,0.092856273
1205,0.2016383558511734,0.072818212,0.093256272
1208,0.1967533677816391,0.072746277,0.094223022
1210,0.1963609904050827,0.072867259,0.09296526
1212,0.1984710693359375,0.074060716,0.093110219
1213,0.1989092081785202,0.070662364,0.09359087
1217,0.2011326402425766,0.071896143,0.092342921
1219,0.2017081081867218,0.07256753,0.091869898
1220,0.1988481730222702,0.072389878,0.096582688
1223,0.2032427042722702,0.073134288,0.092784338
1225,0.2039576917886734,0.072983876,0.094074793
1226,0.1976667195558548,0.071987696,0.09337616
1229,0.2011304646730423,0.071648732,0.094117299
1230,0.2014879435300827,0.072940283,0.093134202
1231,0.2045375257730484,0.072995864,0.095991954
1232,0.1991359144449234,0.071929932,0.092473708
1233,0.2028982937335968,0.072406225,0.09433528
1234,0.1977975070476532,0.070870534,0.092654638
1235,0.2014857679605484,0.072560988,0.093197413
1236,0.2005288302898407,0.071123399,0.093971252
1237,0.2019675076007843,0.073096141,0.093991958
1239,0.2007337361574173,0.07283783,0.094002858
1240,0.2032841295003891,0.07133811,0.093191966
1247,0.2024143785238266,0.073046006,0.09291295
1248,0.2034192830324173,0.071008958,0.094648086
1252,0.2010062038898468,0.07121931,0.093197413
1253,0.2054813951253891,0.07234519,0.093432836
1256,0.1992470920085907,0.071278162,0.093100414
1259,0.2077680379152298,0.073048182,0.092882432
1260,0.2028023898601532,0.071298875,0.095184326
1262,0.2029135525226593,0.071153916,0.094530381
1263,0.2059958279132843,0.07247816,0.092545643
1266,0.2027631551027298,0.071128845,0.094019212
1269,0.2065974622964859,0.072010584,0.092851914
1270,0.2042824923992157,0.071862355,0.094121657
1272,0.2043478786945343,0.071268357,0.094130382
1274,0.2038617879152298,0.070307054,0.093987599
1279,0.2084328830242157,0.072816029,0.094626293
1280,0.2049974650144577,0.071806774,0.092187062
1281,0.2070966511964798,0.071744643,0.094472609
1284,0.2033124715089798,0.071707591,0.091135301
1286,0.2029048353433609,0.071088515,0.091366358
1287,0.2095685750246048,0.071826391,0.09471675
1288,0.2032601535320282,0.070520677,0.091523305
1289,0.2105865478515625,0.072547913,0.094869338
1292,0.2075653076171875,0.071362086,0.093929835
1295,0.2092459499835968,0.072418213,0.092978343
1302,0.208862305,0.071673803,0.093488418
1305,0.2096841037273407,0.072388783,0.095359802
1306,0.2090781033039093,0.070713587,0.090859547
1311,0.2078486829996109,0.070788793,0.093659535
1312,0.210723877,0.071272716,0.092144556
1313,0.2089887410402298,0.071425304,0.094021387
1314,0.2101854532957077,0.070755005,0.092168532
1316,0.2094704806804657,0.071414404,0.092274256
1321,0.2141963392496109,0.070668899,0.092377797
1323,0.2123434841632843,0.070296153,0.091696605
1325,0.2122671902179718,0.070065089,0.092466079
1326,0.2089385986328125,0.071687974,0.092443191
1327,0.2147347629070282,0.071012221,0.094185963
1328,0.2105015367269516,0.072130479,0.092855178
1331,0.2119532972574234,0.070192613,0.092569627
1333,0.2105647474527359,0.070804052,0.091511317
1334,0.2133832722902298,0.070388794,0.094752721
1343,0.2171609103679657,0.070418224,0.091684617
1344,0.211425781,0.072026931,0.094873704
1347,0.2163325697183609,0.07085637,0.093402319
1349,0.2157701700925827,0.070339747,0.094057359
1350,0.212860107,0.07174138,0.091922216
1351,0.2146780788898468,0.069388255,0.093704224
1352,0.2122126966714859,0.071607314,0.091316223
1353,0.2140328586101532,0.069485255,0.093561448
1360,0.212524414,0.070847645,0.094109669
1361,0.2154933363199234,0.070425853,0.091176711
1363,0.2166399210691452,0.071083069,0.092062816
1364,0.2131478488445282,0.070430212,0.093808852
1365,0.2138323038816452,0.070554458,0.091150559
1367,0.2145799845457077,0.070838928,0.092102051
1368,0.2143140584230423,0.070521764,0.092432298
1370,0.2153211385011673,0.070970811,0.092263356
1371,0.2169254869222641,0.070302688,0.093121119
1374,0.2152579128742218,0.07193429,0.093418665
1378,0.213653564,0.071543016,0.092982702
1379,0.2184361070394516,0.069645472,0.09184701
1386,0.2176971435546875,0.069707595,0.092879161
1387,0.2156808078289032,0.070809498,0.092302598
1392,0.2225930392742157,0.070902146,0.092298232
1393,0.2155369371175766,0.070911951,0.093928747
1395,0.214813232,0.070850916,0.092855178
1396,0.2216949462890625,0.070581712,0.09315709
1397,0.2170301228761673,0.071112499,0.092931472
1398,0.2204328328371048,0.070381165,0.092237197
1399,0.2169233113527298,0.070511952,0.092861719
1404,0.217437744,0.070661269,0.090917312
1405,0.2217908650636673,0.069758825,0.093963623
1406,0.2167685329914093,0.071262904,0.09150587
1407,0.2224578857421875,0.069147386,0.093642101
1409,0.2217472642660141,0.069335938,0.092812672
1411,0.2219783216714859,0.070268907,0.092845373
1414,0.2183990478515625,0.069199696,0.092167445
1418,0.2174922376871109,0.068358287,0.09164647
1419,0.2218824177980423,0.071128845,0.091744557
1421,0.2220110148191452,0.070325576,0.091807775
1425,0.2231990247964859,0.070155554,0.092751637
1429,0.2231292724609375,0.069310866,0.092470445
1434,0.2208055704832077,0.071414404,0.09359087
1436,0.2209385484457016,0.07055337,0.094107494
1437,0.222290039,0.069694519,0.090133667
1441,0.2195173054933548,0.069801331,0.090993606
1442,0.2256796658039093,0.069622584,0.092842102
1445,0.2206965833902359,0.070846558,0.092500962
1447,0.220031738,0.070484705,0.091307506
1448,0.2250344455242157,0.068707056,0.09260232
1449,0.2208099365234375,0.070466176,0.090989247
1450,0.2269396036863327,0.069328308,0.093546189
1453,0.2249407023191452,0.071462356,0.092605591
