Step,Muon without wd,Muon
1262,3.1276564598083496,3.1324188709259033
1263,3.125028133392334,3.1300878524780273
1266,3.1239089965820312,3.1280221939086914
1269,3.131078004837036,3.1359450817108154
1270,3.1312286853790283,3.1368725299835205
1272,3.1411237716674805,3.147386312484741
1274,3.1277213096618652,3.133147954940796
1279,3.1365058422088623,3.143244504928589
1280,3.1295251846313477,3.135352611541748
1281,3.122025728225708,3.128303050994873
1284,3.117403984069824,3.1231212615966797
1286,3.114665985107422,3.120455265045166
1287,3.1126577854156494,3.120389938354492
1288,3.1262009143829346,3.132556676864624
1289,3.1227054595947266,3.128770589828491
1292,3.1245501041412354,3.1313555240631104
1295,3.1355276107788086,3.1409523487091064
1302,3.1284263134002686,3.1338648796081543
1305,3.1197025775909424,3.124309539794922
1306,3.104283094406128,3.1111550331115723
1311,3.119049310684204,3.1262547969818115
1312,3.1154088973999023,3.1222174167633057
1313,3.1233246326446533,3.1282877922058105
1314,3.106355905532837,3.110379219055176
1316,3.118666648864746,3.1242177486419678
1321,3.103414297103882,3.1120095252990723
1323,3.114804506,3.1204259395599365
1325,3.1147284507751465,3.120419979095459
1326,3.130533218383789,3.1359288692474365
1327,3.096468448638916,3.101257324
1328,3.1174678802490234,3.1251115798950195
1331,3.1260123252868652,3.132976770401001
1333,3.1106252670288086,3.1161627769470215
1334,3.109159469604492,3.1154987812042236
1343,3.0978214740753174,3.1031131744384766
1344,3.1155827045440674,3.123180866241455
1347,3.104302406311035,3.109100341796875
1349,3.1039040088653564,3.1126394271850586
1350,3.1156673431396484,3.1234796047210693
1351,3.110593795776367,3.1194400787353516
1352,3.108990192,3.1180458068847656
1353,3.126112937927246,3.1344926357269287
1360,3.1077356338500977,3.1154041290283203
1361,3.1127243041992188,3.121293544769287
1363,3.093096971511841,3.100688934326172
1364,3.111949920654297,3.117729663848877
1365,3.089670419692993,3.096064329147339
1367,3.104367733001709,3.1131796836853027
1368,3.0996973514556885,3.1071255207061768
1370,3.107102394104004,3.1142938137054443
1371,3.109372138977051,3.1170506477355957
1374,3.125807762145996,3.1345980167388916
1378,3.1176400184631348,3.1259260177612305
1379,3.099026918411255,3.111855983734131
1386,3.109694004058838,3.116245746612549
1387,3.1045780181884766,3.114609956741333
1392,3.0886526107788086,3.0992159843444824
1393,3.1037678718566895,3.1156604290008545
1395,3.0963425636291504,3.1045098304748535
1396,3.0933661460876465,3.1016528606414795
1397,3.089449882507324,3.0975069999694824
1398,3.1064257621765137,3.1135666370391846
1399,3.092440128326416,3.099989414215088
1404,3.086174249649048,3.0946125984191895
1405,3.100357771,3.1089632511138916
1406,3.1011366844177246,3.1085686683654785
1407,3.0920157432556152,3.0998847484588623
1409,3.0866596698760986,3.0920567512512207
1411,3.102339267730713,3.109252691268921
1414,3.0924620628356934,3.102184295654297
1418,3.084531307220459,3.0898594856262207
1419,3.087963581085205,3.092371940612793
1421,3.0867810249328613,3.0934107303619385
1425,3.090848445892334,3.0984869
1429,3.0907740592956543,3.0998728275299072
1434,3.0922889709472656,3.1006736755371094
1436,3.0922036170959473,3.103241443634033
1437,3.099195957183838,3.109261989593506
1441,3.0996334552764893,3.107212543487549
1442,3.0828709602355957,3.089487075805664
1445,3.083055019378662,3.0906362533569336
1447,3.0890936851501465,3.095623254776001
1448,3.0754761695861816,3.084594964981079
1449,3.0893826484680176,3.1009788513183594
1450,3.0849666595458984,3.0967071056365967
1453,3.0825605392456055,3.092331886291504
1458,3.1077873706817627,3.1172003746032715
1459,3.081860065460205,3.091111421585083
1460,3.0773563385009766,3.0878820419311523
1462,3.0846076011657715,3.0954389572143555
1465,3.083273410797119,3.090600014
1466,3.0935089588165283,3.102508783340454
1469,3.0801870822906494,3.0892748832702637
1471,3.0834193229675293,3.091257095336914
1473,3.0795044898986816,3.087979316711426
1475,3.0843677520751953,3.090672492980957
1480,3.097320079803467,3.1065304279327393
1481,3.0894947052001953,3.099268913269043
1486,3.0819668769836426,3.0914595127105713
1487,3.0803980827331543,3.0899834632873535
1488,3.079223394393921,3.0879764556884766
1489,3.0797266960144043,3.087285280227661
1491,3.098106622695923,3.108825206756592
1495,3.080265760421753,3.087010383605957
1501,3.071732997894287,3.0818748474121094
1502,3.0807342529296875,3.089721441268921
1506,3.0622944831848145,3.0682640075683594
1508,3.0842931270599365,3.094245672225952
1509,3.063096046447754,3.0740394592285156
1512,3.0772342681884766,3.0869877338409424
1513,3.060464382171631,3.0709941387176514
1519,3.0554885864257812,3.066699743270874
1526,3.052945375442505,3.061616897583008
1530,3.0669732093811035,3.076897621154785
1532,3.060570717,3.0696475505828857
1533,3.0485098361968994,3.0574448108673096
1536,3.069503069,3.0779833793640137
1538,3.0746166706085205,3.084453582763672
1540,3.053943157196045,3.061122417449951
1541,3.0551772117614746,3.0639448165893555
1542,3.079850912094116,3.0910913944244385
1547,3.067828893661499,3.079871892929077
1548,3.058645486831665,3.072040319442749
1549,3.055051803588867,3.069597005844116
1550,3.073072910308838,3.0882840156555176
1551,3.057753324508667,3.0690999031066895
1552,3.0542125701904297,3.0648038387298584
1553,3.0520408153533936,3.061380148
1556,3.073399543762207,3.087080478668213
1557,3.060480833053589,3.0742263793945312
1559,3.0728142261505127,3.084547996520996
1561,3.056692123413086,3.0667800903320312
1562,3.081005096435547,3.091374635696411
1564,3.0680713653564453,3.0774145126342773
1566,3.0487539768218994,3.056863784790039
1569,3.047910213470459,3.0568230152130127
1570,3.055668830871582,3.0645077228546143
1573,3.075533390045166,3.0867528915405273
1575,3.0608670711517334,3.072286605834961
1576,3.0771708488464355,3.0887787342071533
1577,3.0575037002563477,3.069995403289795
1578,3.077894926071167,3.090363025665283
1586,3.0510168075561523,3.061072826385498
1589,3.034573793411255,3.048337459564209
1590,3.0422773361206055,3.054737091064453
1593,3.0593438148498535,3.0727078914642334
1597,3.057286500930786,3.0702269077301025
1599,3.059704303741455,3.0704164505004883
1601,3.0521011352539062,3.065251350402832
1604,3.0345818996429443,3.044586658477783
1605,3.0566446781158447,3.0672922134399414
1608,3.0603952407836914,3.0705995559692383
1609,3.067459822,3.0795929431915283
1611,3.0500192642211914,3.0601232051849365
1614,3.059652805328369,3.068713665008545
1616,3.058842658996582,3.0673232078552246
1617,3.048905372619629,3.0577521324157715
1618,3.054983615875244,3.066556930541992
1619,3.0391905307769775,3.0503015518188477
1621,3.052544355392456,3.064087390899658
1623,3.0421385765075684,3.0546464920043945
1624,3.0479319095611572,3.0625760555267334
1628,3.043747663497925,3.056814193725586
1631,3.049492835998535,3.057837486
1632,3.0671567916870117,3.0798251628875732
1633,3.035158157348633,3.046257257461548
1634,3.0434699058532715,3.0557827949523926
1636,3.0535144805908203,3.0671398639678955
1637,3.061833381652832,3.0752944946289062
1638,3.039092540740967,3.0531303882598877
1642,3.044994354248047,3.055990219116211
1643,3.0583276748657227,3.0686190128326416
1644,3.0317721366882324,3.0435409545898438
1645,3.0395984649658203,3.052278518676758
1647,3.049508571624756,3.0658507347106934
1648,3.0597472190856934,3.075124502182007
1649,3.0494110584259033,3.0619122982025146
1651,3.029533624649048,3.0427184104919434
1653,3.0540874004364014,3.067150115966797
1658,3.048851490020752,3.058505058288574
1659,3.0533251762390137,3.0634918212890625
1666,3.051285982131958,3.0636913776397705
1671,3.0394089221954346,3.0513758659362793
1673,3.0416603088378906,3.0567615032196045
1674,3.023355722427368,3.037374496459961
1676,3.068258047103882,3.0807769298553467
1678,3.04226017,3.052669048309326
1680,3.033114194869995,3.0438055992126465
1683,3.0381438732147217,3.0498714447021484
1685,3.048316478729248,3.0600829124450684
1687,3.0397558212280273,3.052100658416748
1691,3.0504162311553955,3.0632762908935547
