Step,radius1,radius0.1,radius2,radius10,radius0.5
3274,1224,22,2320,44288,123
3275,1584,21.875,2880,45312,115.5
3276,1600,22.75,2896,40704,117
3277,1624,21.75,2976,47104,123
3278,1480,22.5,2512,40704,127
3280,1272,23.5,2912,45056,117
3281,1504,23.75,2720,45824,129
3282,1504,23.375,2896,51200,117.5
3283,1520,24.375,3104,46592,119
3284,1512,24.375,3024,53760,124.5
3286,1552,25.125,3024,54528,110.5
3288,1480,24.625,3136,51712,111.5
3289,1592,24.625,2304,40960,109
3290,1560,23.5,2832,50944,121.5
3291,1528,23.5,3040,40704,121.5
3292,1400,25,2880,39680,111
3293,1416,23.375,2720,43520,117.5
3294,1584,25.875,2576,37888,118.5
3295,1472,23.5,3008,43520,124
3296,1536,23.75,2800,43520,117.5
3297,1432,22.5,2928,38400,114.5
3298,1584,24.625,3008,37632,122
3299,1560,24.5,3024,37120,131
3300,1432,24.875,2800,39936,120.5
3302,1416,23.375,2752,38912,116.5
3303,1496,23,3168,47872,125.5
3304,1576,22.75,3296,46592,111.5
3305,1312,23.75,3184,47104,127.5
3306,1480,23.75,3264,37120,109
3307,1456,24.125,3168,43008,123
3308,1496,23.125,2976,40448,129
3309,1360,23.375,2720,46080,115.5
3310,1512,24.125,3024,44032,116
3311,1416,24.375,3296,59136,113.5
3312,1488,23,2816,57600,132
3313,1552,24.25,2640,51456,121
3317,1480,24,2960,41728,109
3318,1480,24.25,2800,45312,128
3319,1504,22.375,2928,32768,115.5
3320,1512,22.375,2816,41216,124.5
3321,1520,25.125,2592,39680,115
3322,1584,24.625,2880,51456,126
3323,1600,24.625,2464,35584,129
3326,1480,25.125,2880,38912,130
3327,1632,22.5,2576,38912,130
3328,1544,25.25,2656,44288,125.5
3329,1552,21.875,2240,38912,127
3331,1512,26.375,2576,37120,125
3332,1496,24.125,2624,34560,122
3333,1656,21.5,2544,33792,117.5
3334,1488,22.5,2640,39168,130
3336,1512,23.25,2672,36864,124.5
3337,1624,22.375,2880,34560,137
3338,1664,23.75,2752,35840,120
3339,1752,24,2768,36864,122
3341,1688,26.875,2832,36096,135
3342,1736,23,2736,35584,113.5
3343,1744,24.25,2688,39424,124
3344,1672,22.125,2656,47104,129
3345,1904,22.25,2128,38400,128
3346,1744,23.75,2800,35072,113.5
3347,1640,21.125,2912,34048,124.5
3350,1696,23.125,2880,42240,117
3353,1464,23,2800,40448,135
3354,1592,24.375,2880,39680,116.5
3355,1424,25,2512,36352,102.5
3357,1616,22.875,2864,43008,113
3358,1504,21.375,2880,38912,108.5
3359,1584,22.625,2736,40448,102.5
3360,1584,23.625,2128,38144,116
3361,1544,23,2944,40960,100
3363,1464,21.125,2912,39680,109
3364,1512,22.25,2880,39424,123.5
3365,1592,21.5,2544,35584,134
3366,1656,21.375,2688,39168,133
3367,1608,23.875,2976,33792,134
3368,1632,21.375,3040,37120,115
3369,1624,23.375,3216,37376,108.5
3370,1568,24.875,3408,39680,93
3371,1688,26.125,2992,34560,89.5
3372,1656,21.125,3472,38400,85
3373,1432,23.875,3008,38912,85
3374,1544,25.125,3344,40192,79.5
3375,1368,20,3296,37376,84.5
3376,1552,21.125,3280,52224,75
3377,1520,22.625,3184,38400,80.5
3378,1624,21.25,3360,36352,77
3381,1688,25.25,3360,38912,90
3382,1512,24.625,3280,37376,81
3383,1664,22.125,2768,45824,96.5
3384,1656,23.75,3280,40448,82.5
3386,1592,25.125,2944,41984,72.5
3388,1568,26.375,2704,36608,82
3390,1600,20.75,2736,44288,78
3391,1560,22,2720,48128,82
3392,1528,22,2480,40448,74.5
3393,1688,25.625,2720,48640,75
3394,1608,20.25,2624,43264,78.5
3397,1512,20.625,2272,37632,76.5
3398,1640,20.125,2432,43520,79.5
3399,1536,20.875,2304,39424,73
3400,1456,22.625,2272,40704,93.5
3401,1456,24.75,2272,37632,75
3402,1512,23,2320,41472,74.5
3403,1472,22.625,2400,40960,78.5
3404,1344,21.875,2304,44544,78.5
3405,1576,24.75,2288,43776,86.5
3406,1440,21.25,2704,42752,90
3407,1504,21.5,2448,42496,79
3408,1504,22,2480,41216,76.5
3409,1584,25.125,2576,52736,75.5
3411,1496,22.625,2448,43520,80
3414,1528,23.875,2592,41216,77
3415,1528,21.625,2208,46848,82
3417,1512,23.25,2448,46336,90.5
3418,1560,25.5,2736,44800,86.5
3419,1512,21.875,2560,43264,83.5
3420,1448,22.875,2480,44032,87.5
3422,1504,20.5,2368,45568,92
3423,1544,21.75,2592,50688,85
3424,1552,20.125,2368,46848,81.5
3425,1576,20,2448,49408,80.5
3426,1584,20,1840,50688,81.5
3427,1504,21.25,2464,45824,84
3428,1536,21.375,2176,41984,85.5
3429,1440,22.875,2768,47616,81
3430,1432,21.5,2464,41472,93
3431,1416,23.125,2368,44544,81.5
3433,1360,25.25,2704,44032,92.5
3434,1432,20.75,2416,41472,87
3435,1536,19.5,2640,44544,85
3436,1344,20.125,2576,44800,82.5
3438,1328,22,2464,51968,80.5
3439,1408,25,2432,45824,84.5
3440,1464,20.5,2528,46336,86.5
3441,1424,22.375,2560,48128,89.5
3442,1464,18.875,2608,47616,99
3443,1400,20.875,2640,50176,96
3444,1400,20.625,2720,43264,90.5
3445,1368,24.75,2688,41216,92.5
3447,1456,19.875,2480,39424,93
3448,1472,21.75,2704,50176,90.5
3449,1352,20.375,2736,39680,85
3450,1408,21.125,2656,46080,95.5
3451,1464,21.125,2688,45568,94
3452,1456,22.125,2656,47616,96.5
3453,1504,21,2688,47104,92.5
3456,1536,23,2752,49152,97.5
3457,1520,20.625,2528,39168,99
3458,1520,22.375,2816,39424,93
3459,1536,23.875,2736,43008,97.5
3461,1656,21.625,2816,44800,106.5
3462,1592,20,2672,40704,91
3463,1576,21.25,2848,43008,95.5
3464,1496,21.375,2928,39168,93
3465,1576,21.75,2608,43008,98
3466,1616,21.375,2768,41216,117.5
3467,1664,23.375,2816,43776,95.5
3468,1568,25.875,2656,42752,95
3469,1464,22.625,2576,39424,94
3470,1680,23.125,2768,46336,111
3471,1672,20.25,2624,38144,97.5
3472,1544,22.625,2800,43776,106
3473,1696,21.125,2672,43776,102
3474,1648,20.25,2544,43008,106.5
3475,1576,21.5,2736,46592,96
3476,1512,22.5,2800,51968,105
3477,1504,21.5,2512,45824,106.5
3480,1480,23.125,2688,40192,106.5
3481,1544,20.5,2336,41472,107.5
3482,1624,20.875,2576,39936,105
3483,1504,22.125,2448,37376,98
3484,1720,20.625,2720,37376,101.5
3485,1528,19.875,2480,42496,104
3486,1552,22,2752,44288,105.5
3487,1584,21.875,2544,38400,106.5
3488,1672,23,2720,37632,106
3489,1688,21.875,2736,40960,122.5
3490,1664,22.125,2784,49152,118
3491,1560,24.25,2320,44544,111.5
3493,1704,22.625,2576,50176,113
3494,1712,24.625,2040,47104,107
3495,1648,23.75,2464,41728,108.5
3496,1456,25.375,2848,34560,121.5
3497,1648,25,2256,45824,108.5
3498,1464,22.625,2544,43776,115.5
3499,1632,21.5,2768,40192,133
3501,1568,22.25,2656,49152,124
3502,1512,20.625,2768,37632,104.5
3504,1544,22.875,2784,37376,114.5
3505,1536,22.25,2400,35584,108
3507,1776,21,2672,46848,106
3508,1552,20.125,2560,38656,107.5
3509,1688,20.625,2720,46080,100.5
3510,1512,21,2832,39168,101.5
3511,1568,21,2640,36608,110
3512,1640,20.5,2752,38144,105.5
3513,1440,22.5,2976,44800,109
3514,1472,20,2688,41728,108
3515,1456,20.5,2912,48896,121.5
3516,1528,20.75,2896,41472,115.5
3518,1640,22.125,2768,42240,109
3519,1560,20.75,2480,37888,110.5
3520,1504,23,2432,53248,113
3521,1640,20.625,2848,43264,123.5
3523,1432,21,2752,36352,108.5
3524,1600,21,2560,33536,119.5
3525,1568,21,2736,36608,114
3526,1752,20.125,2528,40704,116.5
3527,1544,21,2272,38400,118
3528,1712,23.125,2576,41216,114.5
3529,1744,21.375,2560,45568,125
3530,1552,23.75,2640,40960,115
3531,1576,20.875,2272,40960,113
3532,1696,23.125,2464,39424,102.5
3533,1440,20.125,2608,44032,118
3534,1656,19.375,2512,39168,107.5
3535,1576,20.625,2432,38912,120.5
3536,1472,22.75,2560,32256,107.5
3537,1544,23,2496,41984,115
3538,1560,21.5,2672,41984,111.5
3539,1552,23.125,2768,39936,118
3540,1400,21.25,2592,38912,118
3542,1528,23.5,2432,35584,125
3543,1488,23.375,2592,39936,121
3544,1648,23.5,2640,35584,115.5
3545,1456,23.125,2640,33536,119
3546,1408,22,2496,42240,107.5
3547,1416,22.25,2624,43520,124
3548,1512,22.125,2832,37376,111
3551,1520,23.5,2368,37632,119
3552,1472,22.375,2768,40192,124
3553,1648,24.25,2352,38912,121
3554,1608,22.75,2816,51456,134
3555,1512,20.375,2768,35328,121
3556,1504,21.625,2560,44544,117.5
3557,1544,20.75,2384,47360,114.5
3558,1576,26.125,2720,47360,118
3559,1672,21,2432,42496,113
3562,1640,19.375,2512,41472,121
3563,1640,21.375,2720,43264,124.5
3564,1560,23.125,2720,41728,119.5
3565,1464,23.625,2496,37888,112.5
3566,1504,23.5,2752,41728,119
3567,1576,22.25,2704,47360,111.5
3568,1608,22.75,2832,36096,114.5
3569,1408,25.625,2656,36096,116
3570,1480,22.375,2816,34560,115
3571,1560,22.25,2752,43008,116
3572,1536,22.375,2704,36096,124.5
3573,1600,22.625,2880,40192,118.5
3574,1560,23.375,2832,44288,116.5
3575,1464,23.875,2880,49408,125
3576,1672,23.5,2736,34560,132
3577,1544,22.5,2800,38656,143
3578,1520,22.125,2480,35840,111.5
3579,1496,22.625,2544,34048,118.5
3580,1576,24,2352,33792,118
3581,1544,21.5,2560,33024,119.5
3582,1552,22.625,2576,35840,123
3583,1632,20.75,2832,37888,137
3584,1552,20.875,2496,37632,135
3585,1440,23.5,2240,35840,113.5
3586,1552,24,2624,39936,144
3587,1496,21,2592,39424,117.5
3588,1680,23.125,2768,43264,127
3589,1648,21.5,2672,37376,138
3590,1448,21.75,2496,36608,127
3591,1512,19.25,2592,37888,131
3592,1296,20.375,2880,45568,122.5
3593,1568,19.875,2880,34304,115
3594,1720,20.375,2656,37120,146
3595,1520,20.625,2800,42496,127
3596,1472,21.75,2496,37376,109
3597,1632,22.125,3088,33536,129
3598,1488,22.375,2160,32512,111
3599,1728,23.25,2448,36864,132
3600,1672,22.125,2784,38400,120
3601,1448,22.125,2848,47616,120.5
3602,1696,21.5,2480,36864,118.5
3603,1640,20.75,2496,36096,134
3604,1672,22.25,2480,34816,131
3605,1576,20.5,2320,40960,117.5
3606,1528,22.125,2672,33792,119
3608,1536,22.875,2480,34048,129
3609,1744,22.625,2592,34560,119.5
3610,1656,21.5,2784,38400,132
3611,1488,22.5,2608,35072,137
3612,1736,21.5,2512,34816,122.5
3613,1592,21.625,2768,35840,111
3614,1552,21.875,2960,32640,119
3615,1584,21.5,2608,36608,121.5
3616,1672,21.125,2912,33024,129
3617,1480,21.875,2640,38912,115.5
3619,1632,23.25,2752,34048,128
3620,1584,22.25,2768,38144,112
3622,1424,20.875,2512,48640,129
3623,1544,21.5,2736,33024,127
3624,1664,22.375,2448,32768,126.5
3625,1664,18.75,2720,34816,130
3627,1624,23.375,2608,35328,114.5
3629,1536,21.75,2704,36096,115.5
3630,1560,18.875,2608,41472,142
3631,1632,21.625,2304,46080,120
3632,1544,20.375,2224,51712,119
3634,1496,21.625,2800,38144,131
3635,1536,23,2464,36608,120.5
3636,1512,19.625,2416,32128,129
3637,1552,21.125,2816,33280,116.5
3638,1600,22.5,2800,34560,125.5
3639,1488,21.75,2432,34048,131
3640,1528,22.75,2496,35584,131
3641,1512,23,2944,33024,116
3642,1584,22.25,2704,33280,128
3643,1480,24.5,2272,33280,124
3644,1672,21.875,2880,36864,120
3645,1592,20.375,2576,37376,125.5
3646,1560,21.5,2432,36608,124.5
3647,1504,21.875,2656,35584,119
3649,1536,24.875,3024,36608,116.5
3650,1504,21.5,2768,35840,117.5
3651,1560,23.375,2496,36608,128
3652,1624,19.5,2592,35328,123
3653,1632,24,2688,34560,127
3654,1584,22.75,2736,38144,130
3655,1632,21.75,3008,47360,114.5
3656,1496,22.375,2784,44032,120
3657,1608,22,2528,38656,120
3658,1480,22,2560,36096,112.5
3659,1568,21.75,2608,41728,109.5
3660,1568,20.75,2704,31488,110
3661,1600,21,2816,31616,104.5
3662,1528,21.25,2608,30848,110
3664,1648,20.75,2592,40704,105.5
3665,1544,20,2688,31360,102.5
3666,1496,20.875,2576,33024,102.5
3667,1592,20.625,2720,37376,103.5
3668,1648,20.125,2496,43008,100.5
3669,1472,20,2432,38656,106
3671,1656,21.375,2256,36608,104.5
3673,1592,20,2432,45056,95.5
3674,1592,22.125,2512,36096,97.5
3675,1288,18.75,2624,37632,97.5
3676,1536,20,2464,41728,97
3677,1592,19.75,2704,38144,98
3678,1456,21.375,2928,36608,104
3679,1696,21.375,2496,48896,105
3680,1536,19.75,2592,42240,106.5
3681,1464,18.625,2464,38400,104
3682,1496,18.875,2640,49920,112.5
3683,1496,19,2480,47616,111.5
3684,1584,19.625,2288,48384,109
3686,1544,19.875,2496,50688,114.5
3687,1272,20.375,2608,50688,116
3690,1504,19.375,2464,52736,116
3692,1536,20.375,2192,43008,113
3693,1416,20.875,2688,37376,106.5
3694,1488,21.375,2432,38656,106.5
3696,1568,22.125,2656,38144,125.5
3697,1536,21.5,2560,47360,104
3698,1672,20.75,2720,39680,99.5
3699,1480,22.125,2688,37376,110.5
3700,1728,20,2448,39168,117.5
3702,1536,21.875,2752,36096,116.5
3704,1696,21.75,3072,44032,111
3705,1616,21.5,2784,45568,122
3706,1656,19.5,2480,41216,113
3707,1672,19.875,2688,43776,115.5
3708,1608,22.625,2544,38656,123.5
3709,1528,22.125,2752,46336,122
3710,1640,20.25,2928,38912,108.5
3711,1528,20.625,2272,48640,125.5
3714,1480,21.625,2512,45312,121
3715,1600,22.125,2800,45568,119.5
3716,1512,23.375,3024,37632,109.5
3718,1592,21.875,2560,37376,117.5
3720,1360,22.125,2784,39936,119
3721,1432,22,2880,36608,109
3722,1472,19.875,2560,37888,124
3723,1424,19.875,2608,46592,111
3724,1456,20.625,2768,36096,136
3725,1400,22,3136,39424,125
3726,1464,20.75,2496,36096,123.5
3727,1424,20.875,2912,37120,106
3728,1464,22.875,2768,38912,107
3729,1440,22.125,2720,36608,120.5
3730,1488,22,2912,36096,124.5
3731,1520,22.5,2560,38912,144
3733,1584,21,3280,37376,131
3734,1576,21,2848,40192,118
3735,1648,21.5,2816,37120,125
3736,1648,22.875,3088,52992,103.5
3737,1624,21.5,2768,36864,131
3738,1616,22.5,2800,35584,138
3740,1536,20.875,2704,35328,134
3741,1648,23.375,2656,35840,108
3742,1616,23,2624,36608,117
3743,1608,20.25,2544,39936,108
3745,1568,18.625,2352,39936,125.5
3746,1552,17.625,2384,34048,126
3747,1712,18.875,2880,43520,126.5
3749,1848,21.125,3024,38656,127
3750,1752,20.125,2368,38400,132
3751,1592,22,2592,38912,132
3752,1680,21.25,3008,40960,116
3753,1624,22.5,2896,38656,113.5
3754,1672,22.75,2736,34048,144
3755,1824,21.75,2672,34304,109.5
3757,1736,23.75,3008,40960,104
3758,1824,22.5,2832,38912,114
3759,1800,21.125,3088,53760,115
3760,1648,18.625,2448,40960,120.5
3761,1624,19.125,2720,38400,122
3762,1680,20.375,2448,35072,124.5
3765,1744,21.125,2272,40192,129
3766,1704,18.375,2768,45056,120
3767,1680,22.125,3072,34560,121
3768,1608,19.375,2672,34048,121.5
3769,1704,18.875,2352,35328,120
3770,1576,21.375,3056,37376,121
3771,1720,20.375,2640,36096,126
3772,1600,19.5,2672,37120,136
3774,1760,23.75,2880,43520,120
3775,1480,18.125,2800,39680,141
3777,1592,20.875,2944,40448,118
3778,1504,20.125,2320,40192,125.5
3780,1576,20,2672,41728,132
3782,1792,21,2784,39424,126.5
3783,1496,18.125,2896,38144,131
3784,1528,23.25,2976,36864,121.5
3787,1672,19.75,2704,37376,118
3788,1712,19.75,2624,37632,108.5
3789,1744,17.75,2944,36608,119.5
3790,1672,17.25,2720,38656,113.5
3791,1648,18.375,3040,37888,122.5
3792,1608,19.75,2544,31744,123
3794,1600,17.75,2560,35072,135
3795,1672,16.875,2784,37120,122.5
3798,1552,20.25,2880,38656,125.5
3799,1792,19,2528,36608,132
3800,1600,22.5,2432,39680,116
3801,1784,17.125,2816,35328,134
3802,1632,16.875,2592,34560,130
3803,1576,18,2672,35072,125.5
3804,1728,17.125,2688,36096,126
3807,1704,18.75,2656,39424,124.5
3808,1752,18.5,2880,36096,118.5
3810,1712,19,2848,35072,129
3812,1688,19.75,2848,36096,130
3813,1824,20.375,2800,34304,112
3815,1640,17.25,2848,30720,134
3816,1736,17.75,3024,45568,123.5
3817,1720,18.625,2784,35328,123.5
3818,1648,19.5,2832,37120,125.5
3819,1704,21,2784,36608,127.5
3820,1640,21.625,2992,33536,121.5
3821,1560,21.75,3072,34816,131
3822,1744,20.875,2576,35072,137
3823,1488,19.875,2960,36096,126.5
3824,1472,21.125,2736,42496,124.5
3825,1624,20.375,2640,39168,116.5
3826,1752,19.75,2656,35584,124
3827,1648,19,2768,33280,125.5
3828,1704,17.875,2688,34560,126
3829,1752,21.125,2640,39680,124
3830,1664,19,2480,40448,133
3831,1856,18.75,2928,36608,125.5
3833,1544,22.125,2704,36864,131
3834,1680,18.75,2624,34816,124
3835,1672,17.75,2768,45568,140
3836,1584,19.25,2672,34048,135
3837,1768,19.625,2544,37888,131
3838,1656,19.875,2960,36608,136
3839,1760,18.75,3104,43520,128
3840,1672,19.625,2752,39168,117.5
3841,1728,23.375,2848,37888,123
3845,1720,19.875,2464,39680,143
3847,1536,19.125,2976,42240,124.5
3848,1784,20.625,2880,34048,149
3849,1720,18,2608,34304,122
3850,1608,20.625,2928,32768,126.5
3851,1568,18.75,2896,39168,137
3852,1624,18.875,2992,36864,117
3853,1608,17.625,2864,35840,142
3854,1656,17.5,2736,36864,127
3855,1600,20.875,2912,37632,117.5
3856,1584,18.625,2976,35328,113.5
3858,1736,20.875,2544,37376,119
3859,1656,17.75,2944,36864,131
3860,1680,19.625,2624,32384,124.5
3861,1608,18,2992,51456,120.5
3862,1640,18.125,2864,34048,116
3863,1632,18.875,2832,35584,117
3864,1672,17.125,2512,39424,121.5
3865,1680,18,2656,32512,117.5
3866,1672,18.625,2640,30848,128
3867,1672,17.5,2944,37888,116.5
3868,1640,18.5,2608,33536,124.5
3869,1584,19.375,2576,34560,127
3871,1576,19.25,2608,34048,142
3872,1568,19,2624,35072,127.5
3873,1616,18.625,2496,34048,123.5
3874,1576,21,2448,34816,149
3875,1720,19.875,2880,35584,133
3877,1616,19.25,2432,32128,134
3878,1560,19.375,2512,30080,126.5
3879,1584,22.875,2544,31744,127.5
3880,1496,19.125,2752,32768,126.5
3882,1512,17.875,2304,30592,132
3883,1736,18.25,2384,32512,130
3884,1768,19.375,2816,35840,133
3886,1632,21.625,2464,31488,122.5
3888,1712,21.375,2768,33792,127
3890,1688,21.625,2512,32000,128
3892,1776,19.75,2560,35584,129
3893,1656,21,2432,36096,128
3894,1592,19.875,2464,33536,130
3895,1648,21,2592,35072,124.5
3896,1648,21.875,2640,32384,128
3897,1744,19.25,2192,37120,126
3898,1592,17.5,2576,33024,131
3900,1608,22.375,2624,38400,122.5
3901,1600,17.5,2544,33280,129
3902,1744,17.25,2672,34304,122
3903,1624,17.75,2608,35328,130
3904,1736,20.25,2272,34560,122
3905,1680,19.125,2784,38400,115.5
3906,1536,20.375,2800,36864,115.5
3907,1456,16.75,2688,32512,122
3908,1632,19,2880,31616,120.5
3909,1696,19.625,2752,33536,132
3910,1704,18.5,2496,31232,124
3911,1664,18.375,2432,31872,126.5
3912,1680,17.625,2288,34560,126.5
3913,1776,16.75,2544,34560,131
3914,1760,18.875,2560,35840,128
3915,1664,19.75,2656,33792,131
3916,1832,19.125,2576,33024,123.5
3918,1656,20.5,2656,39936,121
3920,1624,19.75,2608,33024,121
3921,1664,17.875,2272,34048,120.5
3922,1576,19.75,2576,34816,123.5
3923,1512,19.625,2704,35840,120.5
3924,1528,19,2352,31616,123
3925,1672,20.25,2320,34560,127
3926,1608,21.375,2528,33024,121
3928,1512,18.875,2352,35840,131
3929,1616,20.75,1936,34560,118.5
3930,1720,20.625,2432,34816,123
3931,1720,19.625,2832,33536,108
3932,1608,20.75,2272,32000,111.5
3933,1704,19.75,2464,34304,102.5
3934,1744,20.875,2752,38144,110.5
3935,1920,21.5,2816,32512,126.5
3937,1640,21.375,2784,33024,114.5
3938,1616,18.375,2560,32256,107.5
3939,1568,20,2416,33536,104
3940,1552,19.375,2656,36352,110.5
3941,1696,21.375,2208,35584,115.5
3942,1736,18.875,3056,37120,110.5
3943,1672,19.625,2720,34048,117.5
3944,1704,20.625,2624,34048,111
3945,1528,21.125,3024,35840,115.5
3946,1544,19.625,2288,35840,116.5
3947,1552,19.375,2288,34048,114
3950,1672,20.75,2512,35840,136
3951,1488,20.875,2496,35840,118
3952,1456,21.25,2528,38400,117.5
3953,1600,19.125,2752,36608,112.5
3954,1600,20.625,2608,34304,124
3955,1496,19.625,2416,39168,118.5
3956,1552,18.875,2512,35072,130
3957,1552,19.125,2800,34048,131
3959,1496,18.625,2624,34560,137
3960,1536,19.25,2912,35072,119
3961,1504,19.375,2896,35840,122
3962,1600,18.375,2928,36864,117
3963,1600,18,2752,33536,145
3964,1536,18.25,2704,31360,117.5
3967,1640,18,2528,33024,114
3968,1704,19.125,2848,31488,119.5
3969,1616,18.875,2272,35584,116
3971,1576,18.875,2928,34304,128
3972,1672,18.625,2784,36608,130
3973,1664,19.875,2416,42752,126
3975,1856,18.375,2272,34048,124
3976,1664,19.375,2688,33536,117
3977,1632,20.125,2880,35840,128
3979,1768,20.125,2432,35840,119.5
3980,1720,19,2656,31872,125.5
3981,1720,17.25,2448,36864,123
3982,1720,19.125,2640,38656,130
3983,1760,19.125,2832,33024,128
3985,1768,18.25,2800,31488,133
3986,1880,19.25,2848,38656,132
3988,1928,17.625,2576,31360,129
3989,1688,17.375,2416,35072,120
3990,1688,18.5,2816,40192,132
3991,1888,18,2352,33792,122.5
3992,1800,17.75,2672,37888,130
3994,1656,18.625,2544,31744,136
3998,1808,17.25,2464,36096,124.5
3999,1696,18.125,2544,31360,124.5
4000,1640,18.25,2528,46336,115.5
4001,1672,20.625,2928,44032,129
4002,1624,19.875,2496,32640,125
4003,1552,19.25,2528,33792,139
4004,1760,18.875,2960,31872,119.5
4006,1632,18.25,2432,41216,126
4007,1800,17.875,2960,32000,142
4008,1632,19.75,2752,30848,116.5
4009,1584,19,2864,35072,121.5
4010,1552,19.25,2544,32768,124
4011,1568,19.5,2928,34048,132
4012,1552,18.125,2768,33792,121.5
4013,1520,20.5,3168,36352,140
4015,1760,17.875,2192,31232,135
4017,1632,18.625,2512,29568,121.5
4018,1536,20.75,2784,31104,122
4019,1672,19.5,2304,39168,124
4020,1560,19.5,2688,33280,136
4021,1632,21,2624,34048,131
4022,1696,20.25,2528,36096,131
4025,1816,20.5,2416,34304,115.5
4026,1672,19.125,2224,36096,127
4028,1624,19.5,1984,35840,131
4029,1592,19.875,2368,32640,120.5
4030,1616,20.125,2880,38912,130
4031,1552,20,2336,35840,121.5
4033,1536,19.625,2560,34560,115.5
4034,1584,19.5,2352,31872,116.5
4036,1568,19.75,2656,32768,125.5
4037,1696,21,2624,33792,146
4038,1576,20,2208,39936,113.5
4039,1616,19.5,2040,32640,130
4040,1640,19.25,2416,30464,121.5
4041,1544,20.875,2624,32640,110
4043,1688,19.75,2432,34048,122
4044,1584,20.75,2208,30976,114.5
4045,1640,18.75,2496,32512,147
4046,1648,19.625,2336,35840,126.5
4047,1696,20.75,2528,35584,115
4048,1640,20.625,2352,33024,118
4049,1712,17.75,2480,33280,114.5
4050,1592,16.875,2624,37376,103.5
4051,1680,17.5,2592,35328,104.5
4054,1568,18.625,2960,38656,114.5
4055,1624,18.125,2640,36096,124.5
4056,1688,18.125,2704,32512,111
4057,1664,19,2560,31616,111
4059,1736,16.75,2576,34304,111.5
4060,1720,16.875,2864,35840,110.5
4061,1688,17.125,2640,39424,116
4062,1720,18.25,2976,36864,116
4063,1656,18.5,2752,46080,111.5
4064,1592,21.375,2480,40448,118
4065,1640,17.5,2624,34816,109.5
4066,1688,16.75,2624,40960,125
4067,1640,16.5,2320,44032,104.5
4069,1680,18.125,1904,34816,103
4070,1664,18.875,1704,39168,117
4071,1720,19,1832,34048,114
4073,1568,17.625,2032,35584,117.5
4075,1736,18.625,2112,36864,123
4076,1688,20.75,1904,38912,130
4077,1672,18.75,2040,40192,119.5
4078,1904,18.875,2192,38144,114.5
4081,1632,22.625,2112,39168,117.5
4082,1672,18.25,2128,34304,132
4084,1480,18.875,2272,41728,123
4085,1816,17.875,2112,35072,118.5
4086,1632,19.125,2320,38400,114.5
4088,1664,19.5,2224,36864,116.5
4089,1704,16.75,2272,34816,121
4090,1632,19.125,1832,38656,110
4091,1712,17.375,1816,31872,119.5
4092,1720,19.875,2000,34048,130
4093,1576,18.125,1952,36096,114
4094,1640,18.875,1848,34816,120.5
4095,1624,18,1600,35584,115.5
4096,1592,18,1872,42752,119
4097,1520,17.375,2000,35328,129
4098,1568,17,1968,35584,127
4099,1648,19.375,1840,43008,120.5
4100,1584,19.625,1936,37888,112.5
4101,1568,17.5,2064,33792,135
4102,1536,19.75,1864,35072,121.5
4103,1568,18.875,2024,35072,134
4104,1600,18.75,1912,33024,128
4105,1496,18.125,2128,37376,138
4106,1608,19.375,2432,39424,137
4107,1592,21.5,2128,38656,114.5
4108,1632,19.875,2112,36352,120.5
4109,1592,19.75,2208,34048,124.5
4110,1472,18.5,2368,36864,118
4111,1584,18.125,2040,36864,122.5
4112,1544,17.875,2128,33024,124.5
4113,1488,19,2128,30848,129
4114,1544,18.25,2192,34048,130
4115,1504,19.5,2064,35328,135
4116,1512,18.875,2352,39680,130
4117,1504,19.625,2024,33280,124.5
4118,1584,17.75,2304,34048,131
4119,1472,18.875,2272,30592,118
4120,1624,18.875,2112,33792,121.5
4121,1504,19.125,2560,35072,125.5
4123,1472,19.5,2448,34304,124
4124,1680,19.25,1856,30080,124.5
4125,1520,19.875,2256,34048,131
4127,1632,17.375,2288,33792,132
4128,1664,19.125,2064,47360,129
4129,1648,15.9375,2144,44032,122.5
4130,1704,18.25,2384,32768,126
4131,1680,19.875,2024,35840,123
4132,1656,18.5,2512,34816,134
4133,1680,19.5,2368,34048,133
4134,1632,15.875,1976,38656,128
4135,1704,14.3125,2288,33280,125.5
4137,1752,15.8125,1992,39936,128
4139,1776,18,1744,32384,137
4140,1664,18.625,2304,38144,133
4141,1648,18.375,1904,44032,131
4142,1720,17,2192,38656,121
4143,1560,17.125,2256,34048,126
4144,1360,17,2384,30464,132
4145,1752,16.25,1696,37120,120.5
4146,1704,16.5,2192,31488,135
4147,1832,17.5,1808,32640,126
4148,1768,17.25,1864,32128,129
4149,1568,17.5,2176,36352,138
4150,1872,18.25,2112,35072,123
4151,1744,17.625,2008,40448,124.5
4152,1632,18.875,2272,36096,127
4153,1872,17.625,2416,33536,129
4155,1816,17.625,2336,35840,130
4156,1608,19,2304,31104,122.5
4158,1608,16,2384,34816,128
4159,1608,16.875,2272,28800,119.5
4160,1672,17.125,2240,40448,124.5
4161,1608,16.75,2272,33024,130
4162,1680,17,2320,41728,125
4163,1672,16.5,2608,32512,124
4164,1640,18.25,1944,41728,129
4165,1704,19.875,2288,31360,121
4166,1536,17.25,2352,33280,117
4169,1568,18.5,2544,32768,120
4170,1744,18,2016,32512,115
4171,1592,18,2496,35072,117.5
4173,1640,17.125,2304,33792,125
4175,1656,18.5,2496,33280,109.5
4176,1656,18.125,2160,32384,119.5
