Step,Spectral Kaiming,Align Adam RMS,Spectral MuP
889,3.262364625930786,3.236184597015381,3.2828593254089355
892,3.2584950923919678,3.2322635650634766,3.2753987312316895
896,3.260159969329834,3.2343082427978516,3.2818634510040283
899,3.2437827587127686,3.219292163848877,3.2686574459075928
901,3.2542436122894287,3.226531505584717,3.2743539810180664
904,3.251870871,3.2281506061553955,3.271221160888672
906,3.2340166568756104,3.2121057510375977,3.258136749267578
907,3.2505698204040527,3.2244906425476074,3.2705397605895996
910,3.2376132011413574,3.2151918411254883,3.259664535522461
913,3.270385742,3.240048408508301,3.285845994949341
914,3.255558967590332,3.2248167991638184,3.269033908843994
917,3.2398476600646973,3.2164180278778076,3.265172004699707
920,3.240323066711426,3.2199108600616455,3.261162281036377
921,3.2388811111450195,3.2108495235443115,3.2584643363952637
922,3.2481045722961426,3.222891092300415,3.264470100402832
925,3.237246036529541,3.2147161960601807,3.254504919052124
926,3.237236261367798,3.2124571800231934,3.2538976669311523
928,3.2535555362701416,,3.274014711380005
932,3.2317471504211426,3.2091691493988037,3.2522196769714355
938,3.234567403793335,3.213049889,3.259711265563965
939,3.2264184951782227,3.2035770416259766,3.2478346824645996
940,3.234381675720215,3.2099711894989014,3.2534940242767334
944,3.220165729522705,3.1943247318267822,3.242412567138672
946,3.2156825065612793,3.1895477771759033,3.236825942993164
947,3.2319915294647217,3.205294609069824,3.247600793838501
948,3.218695640563965,3.198486328,3.239250898361206
949,3.2305564880371094,3.2097184658050537,3.253561019897461
950,3.215012788772583,3.1954822540283203,3.240079879760742
954,3.214519739151001,3.185002088546753,3.2361927032470703
955,3.2402777671813965,3.2154910564422607,3.260382652282715
956,3.2198362350463867,3.201537609100342,3.242326498031616
957,3.2237348556518555,3.2052383422851562,3.243622303009033
959,3.2340290546417236,3.208390951156616,3.253232002258301
962,3.2185895442962646,3.1960716247558594,3.2361364364624023
963,3.2251431941986084,3.201683282852173,3.240349292755127
965,3.2096946239471436,3.1892027854919434,3.225705623626709
970,3.2201595306396484,3.200249195098877,3.241495132446289
972,3.2164690494537354,3.189178943634033,3.2291178703308105
974,3.214320421218872,3.1973047256469727,3.236847400665283
976,3.206651449203491,3.187302827835083,3.2237350940704346
978,3.2371535301208496,3.212451696395874,3.2526302337646484
981,3.2155299186706543,3.193565845489502,3.2362170219421387
985,3.205341339111328,3.1850554943084717,3.2248411178588867
989,3.222989320755005,3.2032277584075928,3.241987705230713
990,3.2002968788146973,3.178905963897705,3.2199902534484863
991,3.2119643688201904,3.1939029693603516,3.2323522567749023
994,3.2090561389923096,3.182671070098877,3.224444866
997,3.2048659324645996,3.1816792488098145,3.222886800765991
998,3.2119522094726562,3.1930952072143555,3.2291646003723145
999,3.218020439147949,3.201819896697998,3.233959197998047
1001,3.208151340484619,3.1894750595092773,3.2254629135131836
1002,3.1948392391204834,3.1761553287506104,3.2138519287109375
1003,3.2013511657714844,3.1877760887145996,3.222414493560791
1005,3.1913580894470215,3.1749351024627686,3.211590051651001
1008,3.2089405059814453,3.186236619949341,3.223904609680176
1009,3.1995439529418945,3.177508831,3.216599464416504
1010,3.184380054473877,3.1600897312164307,3.199995279312134
1011,3.2148420810699463,3.1912245750427246,3.2272768020629883
1012,3.190187454223633,3.1697616577148438,3.204339027404785
1013,3.174154281616211,3.1552112102508545,3.1929750442504883
1015,3.2036123275756836,3.1811182498931885,3.2197840213775635
1019,3.1933889389038086,3.173698902130127,3.212155818939209
1020,3.2016167640686035,3.1870341300964355,3.224266767501831
1021,3.183373451,3.1654653549194336,3.2023329734802246
1023,3.194859027862549,3.175041437149048,3.2090651988983154
1025,3.197352886199951,3.1773667335510254,3.213160514831543
1026,3.193085193634033,3.1698429584503174,3.2087502479553223
1027,3.1981639862060547,3.1767899990081787,3.214712142944336
1028,3.2075369358062744,3.1873934268951416,3.2278733253479004
1029,3.173083782196045,3.1532015800476074,3.192560911178589
1031,3.1877477169036865,3.172638416290283,3.206204414367676
1032,3.204369068145752,3.1886768341064453,3.223538875579834
1039,3.173102378845215,3.1553051471710205,3.1915011405944824
1041,3.185504198074341,3.169919729232788,3.2033352851867676
1042,3.179162025,3.1603832244873047,3.1924359798431396
1043,3.185966968536377,3.1664958000183105,3.2022368907928467
1045,3.1816844940185547,3.158597946166992,3.1971726417541504
1046,3.1832473278045654,3.161853790283203,3.1999940872192383
1049,3.192333221435547,3.1745381355285645,3.2109570503234863
1050,3.185014486312866,3.1648426055908203,3.1984047889709473
1054,3.193727970123291,3.1797897815704346,3.210069179534912
1055,3.1824839115142822,3.162796974182129,3.200620651245117
1056,3.177861452102661,3.155508279800415,3.194331169128418
1057,3.1698973178863525,3.1467320919036865,3.1860413551330566
1059,3.1795120239257812,3.163895606994629,3.1944005489349365
1061,3.2025134563446045,3.1812491416931152,3.2150259017944336
1062,3.187366485595703,3.168015718460083,3.1990976333618164
1063,3.183497190475464,3.1633639335632324,3.1950900554656982
1065,3.1900157928466797,3.1753740310668945,3.207780599594116
1066,3.186836004257202,3.172083854675293,3.2051122188568115
1067,3.171248435974121,3.1559741497039795,3.187809944152832
1071,3.1781086921691895,3.1572721004486084,3.1945865154266357
1074,3.175981044769287,3.158682107925415,3.1908364295959473
1075,3.1850714683532715,3.1686859130859375,3.200939655303955
1079,3.182894706726074,3.162510633468628,3.1953024864196777
1082,3.182971239089966,3.1647534370422363,3.198077679
1085,3.1840596199035645,3.1678707599639893,3.2002315521240234
1086,3.1690425872802734,3.154533624649048,3.1837472915649414
1088,3.177846670150757,3.1550731658935547,3.1917662620544434
1091,3.183089256286621,3.170004129,3.1978347301483154
1092,3.1570916175842285,3.1409692764282227,3.172342538833618
1096,,,3.185197353363037
1097,3.18046236,3.159930467605591,3.19315505
1098,3.176260232925415,3.159966468811035,3.190524101257324
1102,3.185361385345459,3.1663925647735596,3.2010021209716797
1104,3.171449661254883,3.1542816162109375,3.186521291732788
1106,3.1636152267456055,3.1454854011535645,3.175292730331421
1108,3.168944835662842,3.1548471450805664,3.1836490631103516
1113,3.1549034118652344,3.140241861343384,3.174668550491333
1114,3.146562337875366,3.1306614875793457,3.167029857635498
1115,3.154587745666504,3.139930248260498,3.177093982696533
1117,3.174017906188965,3.1593902111053467,3.1918487548828125
1121,3.1665167808532715,3.146848678588867,3.1809988021850586
1125,3.1575489044189453,3.143023968,3.1749627590179443
1128,3.1610605716705322,3.145761489868164,3.173938274383545
1129,3.1867973804473877,3.166633129119873,3.1950161457061768
1130,3.1679115295410156,3.1495933532714844,3.1780529022216797
1131,3.163541793823242,3.1491317749023438,3.1773717403411865
1132,3.160579204559326,3.1473731994628906,3.1732845306396484
1133,3.1575844287872314,3.1402337551116943,3.1689300537109375
1136,3.160055160522461,3.1398117542266846,3.173745871
1137,3.1762468814849854,3.152775287628174,3.185657024383545
1138,3.1579020023345947,3.1347851753234863,3.1676719188690186
1141,3.1626574993133545,3.1429011821746826,3.1727113723754883
1143,3.145566940307617,3.1349031925201416,3.1639397144317627
1145,3.1532399654388428,3.138965606689453,3.1661410331726074
1146,,,3.1591787338256836
1148,3.1596593856811523,3.1421849727630615,3.1739797592163086
1150,3.1619205474853516,3.148646831512451,3.1790192127227783
1154,3.1450226306915283,3.1300907135009766,3.162837266921997
1155,3.144477605819702,3.1298294067382812,3.157330036
1156,3.149787187576294,3.134938955307007,3.1613411903381348
1159,3.147059917449951,3.1305649280548096,3.1670970916748047
1160,3.1507928371429443,3.137143135070801,3.1709561347961426
1164,3.154592990875244,3.1384246349334717,3.1701765060424805
1165,3.1427931785583496,3.128126621246338,3.156369924545288
