Step,all split,split ffn only,split qkv only
4247,,2.903446674346924,2.8863346576690674
4248,2.8796608448028564,2.896644115447998,2.881258726119995
4251,2.881887435913086,2.899240493774414,2.884303569793701
4252,2.8892762660980225,2.906367540359497,2.891324758529663
4253,,2.880540370941162,2.8663578033447266
4254,,2.8838038444519043,2.8705453872680664
4256,,2.8958396911621094,2.8791680335998535
4257,,2.8947722911834717,2.8798320293426514
4258,2.8791656494140625,2.8956921100616455,2.8807477951049805
4259,,2.884279727935791,2.868807792663574
4261,,2.9045121669769287,2.8898890018463135
4263,2.8788092136383057,2.8939971923828125,2.878497362136841
4264,,2.8859825134277344,2.8687970638275146
4265,,2.8857028484344482,2.8716635704040527
4266,,2.9091594219207764,2.897278070449829
4267,,2.907404661178589,2.8952813148498535
4269,2.8673720359802246,2.8835949897766113,2.8714704513549805
4270,2.890383243560791,2.907337188720703,2.892303228378296
4271,2.8696789741516113,2.886935234069824,2.8725662231445312
4272,,2.893650531768799,2.8790619373321533
4273,2.884763717651367,2.9013330936431885,2.8877854347229004
4275,2.870201587677002,2.8869740962982178,2.8701229095458984
4276,2.880502700805664,2.8978614807128906,2.8817098140716553
4277,,2.899214267730713,2.8854291439056396
4278,2.8655073642730713,2.883334159851074,2.8678126335144043
4279,,2.8984341621398926,2.8827402591705322
4280,,2.888151168823242,2.8740668296813965
4281,2.875778913497925,2.891571521759033,2.877382755279541
4282,2.8888816833496094,2.9047067165374756,2.890869617462158
4284,,2.8972976207733154,2.8824968338012695
4286,,2.886869430541992,2.870633363723755
4287,,2.8877861499786377,2.8719375133514404
4288,,2.9068613052368164,2.8916893005371094
4289,2.8678436279296875,2.8813834190368652,2.8679678440093994
4290,,2.882444143295288,2.8681206703186035
4291,,2.895949125289917,2.882096767425537
4292,,2.888373613357544,2.872904062271118
4296,2.8819682598114014,2.898751735687256,2.8833868503570557
4298,2.8661744594573975,2.8821280002593994,2.867922544
4299,2.8618035316467285,2.8767480850219727,2.8650782108306885
4300,,2.8859663009643555,2.873518466949463
4303,,2.9025535583496094,2.8879899978637695
4304,,2.894300699234009,2.8841874599456787
4305,2.890566349029541,2.906780242919922,2.894007921218872
4309,2.879739284515381,2.8951616287231445,2.8821167945861816
4312,,2.900594711303711,2.884704113006592
4313,2.8819096088409424,2.896904945373535,2.882066488265991
4314,2.878094196,2.8929736614227295,2.878375291824341
4315,2.861126661300659,2.875859498977661,2.859961748123169
4317,,2.8804032802581787,2.864135980606079
4318,,2.900904417037964,2.886279821395874
4319,2.8801262378692627,2.8954997062683105,2.883211135864258
4320,2.875438928604126,2.89154315,2.878700017929077
4322,2.8951878547668457,2.9132261276245117,2.8983280658721924
4323,,2.8955957889556885,2.8791050910949707
4324,,2.885167121887207,2.869000196456909
4327,2.877138137817383,2.893958568572998,2.8757872581481934
4328,,2.8766798973083496,2.8606996536254883
4329,2.8811097145080566,2.8973562717437744,2.882558584213257
4330,2.8618645668029785,2.8784966468811035,2.8625221252441406
4332,,2.892727851867676,2.8774261474609375
4334,,2.903834104537964,2.8849592208862305
4335,,2.8955533504486084,2.880371332168579
4336,2.8803393840789795,2.895791530609131,2.884608507156372
4338,2.861243724822998,2.877277374267578,2.8634331226348877
4339,2.894387722015381,2.910041093826294,2.8963112831115723
4341,2.881531000137329,2.8950612545013428,2.8827686309814453
4342,2.8719000816345215,2.886430501937866,2.873373031616211
4343,,2.891317367553711,2.875969648361206
4345,2.8874199390411377,2.902646064758301,2.886486053466797
4346,2.8706259727478027,2.8849594593048096,2.872229576
4347,2.865961790084839,2.880993366241455,2.8688790798187256
4349,2.8872780799865723,2.902357816696167,2.8877692222595215
4350,2.864269495010376,2.881554604,2.865130662918091
4351,2.888753652572632,2.904660701751709,2.889934539794922
4352,2.878476381,2.8964176177978516,2.8815670013427734
4353,2.872131824493408,2.8870296478271484,2.873927593231201
4355,2.8729465007781982,2.8871407508850098,2.8734726905822754
4359,2.8743295669555664,2.891812324523926,2.876185894012451
4360,2.870194911956787,2.8881208896636963,2.871627092
4362,,2.8897883892059326,2.876033306121826
4364,,2.895942211151123,2.8813276290893555
4367,,2.8950295448303223,2.8790831565856934
4368,,2.8874359130859375,2.8716607093811035
4369,,2.8957085609436035,2.881226062774658
4370,2.878680706,2.894578218460083,2.880402088165283
4371,,2.891843318939209,2.8792576789855957
4372,2.8736448287963867,2.888953209,2.876178026199341
4373,,,2.8858344554901123
4374,2.863556385040283,2.881483793258667,2.8656163215637207
4375,2.872296094894409,2.8905279636383057,2.873868942260742
4376,2.883134126663208,2.89988637,2.886491298675537
4377,2.867696762084961,2.8847479820251465,2.8705620765686035
4378,2.8726258277893066,2.8920950889587402,2.876300811767578
4380,2.8556747436523438,2.8750016689300537,2.8579487800598145
4381,,2.8953592777252197,2.879378080368042
4382,2.8683578968048096,2.885592460632324,2.8700907230377197
4383,2.8752384185791016,2.893439292907715,2.8775148391723633
4385,2.8886122703552246,2.906867742538452,2.890449285507202
4387,2.873760223388672,2.890409231185913,2.8752024173736572
4388,,2.878012180328369,2.862436294555664
4391,2.8606836795806885,2.877087354660034,2.8614449501037598
4392,2.8800745010375977,2.8974151611328125,2.8810181617736816
4393,2.8657968044281006,2.8822593688964844,2.8665778636932373
4394,,2.879112482070923,2.865399122238159
4397,,2.8888888359069824,2.876257896
4398,,2.8770523071289062,2.8625099658966064
4400,,2.9000155925750732,2.8854012489318848
4401,2.8705556392669678,2.8864521980285645,2.8716747760772705
4403,2.8631412982940674,2.8811581134796143,2.8650379180908203
4404,,2.873173952102661,2.8579905033111572
4405,2.8821003437042236,2.8972344398498535,2.880869150161743
4406,2.886941909790039,2.9010157585144043,2.884347677230835
4407,2.8702619075775146,2.888047456741333,2.8701844215393066
4408,,2.8938426971435547,2.8773648738861084
4409,2.877516031265259,2.894207239151001,2.878148078918457
4410,,2.886960983276367,2.872544050216675
4411,2.8613321781158447,2.877694845199585,2.862633705
4412,2.8657338619232178,2.8808045387268066,2.866101026535034
4413,2.8828630447387695,2.899521589279175,2.884416103363037
4414,2.890282631,2.906428813934326,2.890256643295288
4416,2.8729019165039062,2.890092372894287,2.8759748935699463
4418,,2.8652613162994385,2.8520593643188477
4419,,2.8931989669799805,2.878528118133545
4420,2.874532699584961,2.8910136222839355,2.8778514862060547
4421,2.897033929824829,2.9149861335754395,2.899108887
4422,,2.8961634635925293,2.880938768386841
4425,2.8608384132385254,2.8785758018493652,2.864100217819214
4426,2.8750340938568115,2.891559362411499,2.877357006072998
4428,2.888307571411133,2.903055191040039,2.8901031017303467
4429,,2.891944408416748,2.878908634185791
4430,2.8697545528411865,2.885591745376587,2.870710849761963
4431,,2.8871963024139404,2.8685240745544434
4433,2.8781538009643555,2.8950014114379883,2.877396583557129
4437,,2.893151283,2.8792827129364014
4438,2.8815765380859375,2.8988823890686035,2.8826518058776855
4440,2.8558168411254883,2.8714916706085205,2.8561441898345947
4441,,2.8922271728515625,2.8809101581573486
4442,,2.890717029571533,2.877999782562256
4443,,2.887054204940796,2.8743271827697754
4444,2.8962464332580566,2.9116556644439697,2.8969101905822754
4446,2.858614444732666,2.872859239578247,2.8627779483795166
4447,,2.884016990661621,2.8695294857025146
4448,2.8563344478607178,2.871567964553833,2.8575236797332764
4449,2.878023624420166,2.893035888671875,2.8784492015838623
4451,,2.8869330883026123,2.872746467590332
4454,2.8589773178100586,2.8734333515167236,2.8615005016326904
4456,,2.876812219619751,2.863381862640381
4458,,2.889423370361328,2.8750319480895996
4459,2.894261121749878,2.9088571071624756,2.8936636447906494
4463,,2.8815906047821045,2.867929458618164
4464,,2.8934624195098877,2.8788557052612305
4466,2.8604178428649902,2.8773345947265625,2.8611812591552734
4467,,2.880809783935547,2.864192247390747
4469,2.8804965019226074,2.8968441486358643,2.8805723190307617
4471,2.8566794395446777,2.8758039474487305,2.8594088554382324
4472,2.882969379425049,2.8978235721588135,2.884394407272339
4473,,2.8775181770324707,2.8644802570343018
4474,,2.897505283355713,2.8828017711639404
4475,,2.858057975769043,2.8440957069396973
4477,2.8665082454681396,2.8826732635498047,2.8698248863220215
4479,2.8812317848205566,2.898989677429199,2.881685972213745
4480,,2.8967416286468506,2.880352497
4481,2.8563685417175293,2.874081611633301,2.8575010299682617
4482,2.8688855171203613,2.8844799995422363,2.871248960494995
4483,,2.8878870010375977,2.871192455291748
4484,,2.9015376567840576,2.8857009410858154
4487,2.8581416606903076,2.8746769428253174,2.8628618717193604
4488,2.855614185333252,2.873732805252075,2.8600940704345703
4490,2.8764820098876953,2.8921666145324707,2.876056194
4491,,2.901797294616699,2.886354684829712
4492,2.8857944011688232,2.897970199584961,2.885545253753662
4493,,2.890526056289673,2.8754959106445312
4494,2.883622646331787,2.8981950283050537,2.884852647781372
4495,2.8655364513397217,2.8809261322021484,2.866466522216797
4496,,2.8782601356506348,2.8625967502593994
4497,2.8700757026672363,2.886171817779541,2.8705623149871826
4498,,,2.8826398849487305
4501,,2.883417844772339,2.8694710731506348
4502,,2.886366605758667,2.8708834648132324
4503,2.8647217750549316,2.8815271854400635,2.866290330886841
4504,2.8628275394439697,2.879157066345215,2.865584612
4506,2.883568286895752,2.9030842781066895,2.8879904747009277
4507,,2.873464584350586,2.8586678504943848
4508,,2.886641263961792,2.8728907108306885
4511,2.8522512912750244,2.868255615234375,2.854823589324951
4512,2.8645143508911133,2.878415584564209,2.8655359745025635
4513,2.8718433380126953,2.8871734142303467,2.8746285438537598
4516,,2.8837029933929443,2.8667635917663574
4518,,2.896829843521118,2.881197690963745
4519,,2.890984535217285,2.8738930225372314
4520,2.8776590824127197,2.893921375274658,2.878972053527832
4521,2.863635301589966,2.8801634311676025,2.865529775619507
4522,2.8685882091522217,2.8846960067749023,2.8699021339416504
4523,2.8623440265655518,2.8791756629943848,2.864332675933838
4524,2.863189220428467,2.8780598640441895,2.863361358642578
4526,,2.896155595779419,2.8808412551879883
4527,2.8526039123535156,2.866558552,2.8517355918884277
4528,2.8682799339294434,2.882430076599121,2.8668670654296875
4529,,2.8927419185638428,2.8782598972320557
4530,,2.8852365016937256,2.8718016147613525
4531,2.8661930561065674,2.8817286491394043,2.868164539337158
4533,2.838721275,2.852997064590454,2.837595224380493
4534,,2.887082815170288,2.8701741695404053
4535,2.895744800567627,2.913041830062866,2.8959884643554688
4536,,2.8850998878479004,2.870204448699951
4539,,2.899136781692505,2.885847568511963
4540,2.8811347484588623,2.895406961,2.883378505706787
4542,2.874175548553467,2.891625165939331,2.8786070346832275
4543,2.8511619567871094,2.8682422637939453,2.854869842529297
4544,2.873577117919922,2.892085313796997,2.876732826
4545,,2.869832992553711,2.8545398712158203
4546,,2.906136989593506,2.8894383907318115
4548,2.8692281246185303,2.8846302032470703,2.8685667514801025
4549,,2.891188144683838,2.8747153282165527
4550,2.895374059677124,2.9114160537719727,2.8965470790863037
4551,,2.886949062347412,2.874040126800537
4552,,2.870187997817993,2.8565268516540527
4553,,2.882049083709717,2.8661656379699707
4554,2.877114772796631,2.893500566482544,2.8775553703308105
4555,,2.891404628753662,2.8747172355651855
4556,2.8620526790618896,2.8784070014953613,2.8643012046813965
4559,2.875596046447754,2.892653465270996,2.8740923404693604
4560,2.876305341720581,2.8917930126190186,2.8734729290008545
4561,2.8689076900482178,2.8838484287261963,2.867379903793335
4562,,2.881711721420288,2.8674190044403076
4563,,2.8757970333099365,2.8578991889953613
4564,2.871798038482666,2.886514902114868,2.8710532188415527
4565,2.8536298274993896,2.8677425384521484,2.8533661365509033
4566,2.8686094284057617,2.883307695388794,2.870023250579834
4567,2.8788297176361084,2.893026828765869,2.879232406616211
4568,2.857142210006714,2.8730392456054688,2.860051155090332
4569,,2.879796028137207,2.8639161586761475
4570,,2.894519090652466,2.8788676261901855
4571,2.866060256958008,2.883486270904541,2.867513656616211
4573,,2.885861873626709,2.8698365688323975
4574,2.8645036220550537,2.880884885787964,2.8663406372070312
4575,,2.8782639503479004,2.864166259765625
4576,,2.893293619155884,2.8775081634521484
4577,2.8773233890533447,2.890538454055786,2.877417564
4578,2.8688902854919434,2.882218837738037,2.8705246448516846
4579,2.8797409534454346,2.894078016281128,2.8830769062042236
4580,2.889834403991699,2.9057765007019043,2.8925089836120605
4582,2.8523342609405518,2.871246814727783,2.8548731803894043
4583,2.8808071613311768,2.8996405601501465,2.8810908794403076
4584,,2.8894059658050537,2.8745851516723633
4587,2.8533639907836914,2.870993137359619,2.8541274070739746
4588,2.857814073562622,2.873990058898926,2.8586316108703613
4589,,2.893944263458252,2.8794193267822266
4592,2.875619888305664,2.891571521759033,2.8778164386749268
4593,,2.890484571456909,2.873591423034668
4595,,2.8896050453186035,2.870957612991333
4596,2.85653019,2.8728039264678955,2.856869936
4597,2.8682267665863037,2.884483814239502,2.868326187133789
4600,,2.8969290256500244,2.8821582794189453
4601,,2.892885446548462,2.877803325653076
4602,,2.908524275,2.8923869132995605
4603,,2.881913661956787,2.865756034851074
4604,,2.8861441612243652,2.87123704
4605,2.8474035263061523,2.862278461456299,2.847660541534424
4606,,2.9001283645629883,2.8859755992889404
4607,2.8559694290161133,2.8719537258148193,2.8576552867889404
4608,2.854506015777588,2.8696470260620117,2.855386734008789
4609,2.8607959747314453,2.877580165863037,2.8628861904144287
4610,2.865502357,2.8829989433288574,2.869413137435913
4611,,2.891648530960083,2.876610756
4612,,2.890082836151123,2.8746097087860107
4614,,2.8829855918884277,2.865152597427368
4617,2.8668761253356934,2.883275270462036,2.8690078258514404
4618,,2.8550503253936768,2.8407089710235596
4619,2.849567174911499,2.865677833557129,2.8510966300964355
4620,2.8624165058135986,2.878890276,2.8642425537109375
4621,,2.8897151947021484,2.8751633167266846
4622,2.8738608360290527,2.8931331634521484,2.878826141357422
4623,,2.8793821334838867,2.8667516708374023
4626,2.8696882724761963,2.884827136993408,2.869838237762451
4627,2.872609853744507,2.8886475563049316,2.874060869216919
4628,2.850858449935913,2.868074893951416,2.8519368171691895
4629,,2.884958267211914,2.870720624923706
4630,,2.8926308155059814,2.8776843547821045
4631,2.8633463382720947,2.8778748512268066,2.863823652267456
4632,2.8905458450317383,2.904794692993164,2.889965057373047
4633,,2.877129554748535,2.8629796504974365
4634,2.8714420795440674,2.887049913406372,2.873044490814209
4635,,2.891207695007324,2.876777410507202
4636,2.857356071472168,2.8697128295898438,2.8566536903381348
4637,,2.862985372543335,2.8497915267944336
4638,2.8691325187683105,2.886789560317993,2.869985580444336
4639,,2.8844223022460938,2.8668136596679688
4640,2.853830337524414,2.869819164276123,2.8554654121398926
4641,,2.8850202560424805,2.8701906204223633
4642,,2.8678832054138184,2.853912830352783
4643,2.8726141452789307,2.8897910118103027,2.8759560585021973
4645,2.8702807426452637,2.8866775035858154,2.8714709281921387
4646,,2.879797935,2.8645036220550537
4648,2.879152536392212,2.8943710327148438,2.8794565200805664
4649,2.866614580154419,2.8838119506835938,2.8689939975738525
4651,2.861759662628174,2.877034902572632,2.8632497787475586
4652,2.864952564239502,2.882059097290039,2.8661069869995117
4653,,2.878098249435425,2.860621690750122
4654,2.8663411140441895,2.8848929405212402,2.866157054901123
4655,,2.8955929279327393,2.8795809745788574
4656,2.8680944442749023,2.880824565887451,2.867612838745117
4657,,2.865603446960449,2.854844808578491
4659,2.8576345443725586,2.8747141361236572,2.8588781356811523
4660,2.8606629371643066,2.8781700134277344,2.8621466159820557
4661,,2.874889373779297,2.859461784362793
4662,2.8553245067596436,2.874093770980835,2.8572335243225098
4665,,2.8798880577087402,2.866417169570923
4666,2.8528552055358887,2.869485617,2.8545150756835938
4667,2.870413303375244,2.888760566711426,2.873012065887451
4669,,2.8743162155151367,2.859832763671875
4671,2.843545436859131,2.86094594,2.844947576522827
4672,,2.8761839866638184,2.8617000579833984
4673,2.865983247756958,2.8828275203704834,2.867842435836792
4674,2.868323802947998,2.882782220840454,2.8683831691741943
4675,2.8540444374084473,2.8712542057037354,2.855123519897461
4677,2.869366169,2.8842391967773438,2.867811679840088
4678,2.8654356002807617,2.8807945251464844,2.865877151489258
4680,,2.883934497833252,2.869831085205078
4681,2.8818135261535645,2.9008169174194336,2.8844997882843018
4682,,2.882523298,2.8671398162841797
4684,,2.892141342163086,2.8763139247894287
4685,,2.878607988357544,2.8636677265167236
4686,,2.8788299560546875,2.861468553543091
4687,,2.897251605987549,2.8815784454345703
4688,,2.8740336894989014,2.8568456172943115
4689,2.8551971912384033,2.8727710247039795,2.8566837310791016
4690,2.8573126792907715,2.8753859996795654,2.8593249320983887
4691,,2.8842391967773438,2.869366169
4694,,2.877380371,2.8632822036743164
4695,2.8612847328186035,2.877011299133301,2.8645224571228027
4697,2.8859548568725586,2.9005045890808105,2.8864238262176514
4698,,2.8828601837158203,2.865298271179199
4699,2.8459434509277344,2.8632125854492188,2.8476266860961914
4704,,2.8814353942871094,2.8670525550842285
4705,2.8558030128479004,2.872615098953247,2.858182430267334
4706,2.8651905059814453,2.880997419,2.8660354614257812
4708,2.850454092025757,2.868668556213379,2.8530688285827637
4709,2.8631629943847656,2.879793643951416,2.865307092666626
4710,,2.864356041,2.8519763946533203
4711,2.873974323272705,2.887371778488159,2.874926805496216
4713,2.8550453186035156,2.870879650115967,2.8565282821655273
4714,2.865302085876465,2.881502866744995,2.865231513977051
4715,,2.9045495986938477,2.888068914413452
4716,2.861083984,2.8771653175354004,2.8624937534332275
4718,,2.8750853538513184,2.860650062561035
4719,,2.88470459,2.869180679321289
4720,2.864888906478882,2.881321668624878,2.8672571182250977
4721,2.8634073734283447,2.8790879249572754,2.8655166625976562
4724,,2.8827507495880127,2.867302179336548
4726,,2.8763134479522705,2.860891342163086
4727,2.8718957901000977,2.8868117332458496,2.8719496726989746
4728,2.8480207920074463,2.8638620376586914,2.8484299182891846
4730,2.857483148574829,2.875272274017334,2.8581151962280273
4731,,2.8779211044311523,2.8624637126922607
4732,2.8618764877319336,2.8797483444213867,2.862703800201416
4733,,2.880702257156372,2.8647944927215576
4734,2.867124319076538,2.8832411766052246,2.8689918518066406
4735,2.8527169227600098,2.867201805114746,2.853038787841797
4736,2.8902645111083984,2.904484987258911,2.889772891998291
4737,2.864393949508667,2.876235008239746,2.862950563430786
4739,,2.872800588607788,2.858116388320923
4743,2.878471612930298,2.890695095062256,2.8730618953704834
4744,,2.8807921409606934,2.8635568618774414
4745,,2.8847122192382812,2.866318464279175
4751,2.852811336517334,2.8686447143554688,2.8548078536987305
4752,2.8571972846984863,2.8722074031829834,2.860283851623535
4753,2.865514039993286,2.8812503814697266,2.866684675216675
4754,2.8691534996032715,2.8839223384857178,2.8686208724975586
4757,2.8656704425811768,2.8820183277130127,2.8686983585357666
4759,2.8638648986816406,2.881042957305908,2.864903450012207
4760,2.8662912845611572,2.8821334838867188,2.8695220947265625
4762,,2.884347677230835,2.869405508041382
4763,2.8399910926818848,2.8564229011535645,2.8411548137664795
4764,2.863438367843628,2.8793373107910156,2.8644092082977295
4766,,2.8950469493865967,2.8806850910186768
4767,,2.870400905609131,2.857292652130127
4769,,2.8889739513397217,2.8720128536224365
4770,,2.8955698013305664,2.8800368309020996
4772,2.878009557723999,2.893038511276245,2.879465103149414
4773,2.845444679260254,2.863865852355957,2.8476059436798096
4774,2.873836040496826,2.8910117149353027,2.8745548725128174
4775,2.855757713317871,2.8754377365112305,2.8571765422821045
4776,2.8708088397979736,2.8858091831207275,2.870859384536743
4779,2.857259511947632,2.8737905025482178,2.8571932315826416
4780,2.8675689697265625,2.8843696117401123,2.867445468902588
4781,2.85866642,2.875561237335205,2.859495162963867
4784,2.864405632019043,2.879542112350464,2.8650615215301514
4785,2.8677124977111816,2.8850936889648438,2.8700833320617676
4786,2.8648171424865723,2.879387617111206,2.8662209510803223
4787,,2.8703320026397705,2.8566293716430664
4788,,2.876523971557617,2.861999988555908
4789,,,2.8626527786254883
4790,2.8632638454437256,2.878945827484131,2.863024950027466
4791,2.859299659729004,2.875445843,2.860600471496582
4793,2.8673899173736572,2.8851535320281982,2.8688127994537354
4795,,2.866133689880371,2.851433515548706
4796,2.843609333,2.861036777496338,2.8455591201782227
4798,,2.8797569274902344,2.8652567863464355
4800,2.8626580238342285,2.8787121772766113,2.8642125129699707
4801,2.8748416900634766,2.892841100692749,2.8777031898498535
4803,,2.8783347606658936,2.861692428588867
4804,,2.8585596084594727,2.842033624649048
4805,2.876685619354248,2.8942339420318604,2.880169630050659
4807,2.882990837097168,2.9004311561584473,2.885552167892456
4808,,2.8786239624023438,2.8612821102142334
4809,2.8679983615875244,2.8864824771881104,2.869107961654663
4810,,2.887676954269409,2.8720245361328125
4811,,2.877608060836792,2.860175848007202
4813,2.8530335426330566,2.8699092864990234,2.8530938625335693
4814,,2.867182970046997,2.852058172225952
4817,2.8751163482666016,2.889779567718506,2.873199462890625
4819,2.856665849685669,2.8720510005950928,2.8609607219696045
4820,2.867374897003174,2.881392002105713,2.870497465133667
4822,,2.872501850128174,2.8591580390930176
4823,2.874711513519287,2.8898234367370605,2.874760627746582
4824,2.872201442718506,2.8841867446899414,2.868892192840576
4825,2.8691296577453613,2.8844990730285645,2.868342399597168
4827,2.855285645,2.8706090450286865,2.857120990753174
4828,,2.8688547611236572,2.854632854
4830,2.858436346054077,2.875084638595581,2.8586723804473877
4831,,2.8707761764526367,2.855346918106079
4832,2.8635106086730957,2.879049062728882,2.8641090393066406
4834,,2.871411085128784,2.857879638671875
4836,,2.8896868228912354,2.873220443725586
4839,2.8693113327026367,2.8871233463287354,2.8747217655181885
4840,2.859360456466675,2.8789572715759277,2.864006757736206
4841,,2.8839566707611084,2.866218090057373
4842,,2.8709263801574707,2.8548059463500977
4844,2.8723044395446777,2.8874385356903076,2.873765707015991
4846,2.8517379760742188,2.867116689682007,2.8532702922821045
4848,,2.8814170360565186,2.861299991607666
4851,,2.8806285858154297,2.8675448894500732
4852,2.8489112854003906,2.8647420406341553,2.852210045
4853,2.8554258346557617,2.872215747833252,2.8576111793518066
4854,,2.881490468978882,2.8680639266967773
4856,,2.8720192909240723,2.8569204807281494
4861,2.854523181915283,2.8684892654418945,2.8542842864990234
4862,,2.874055862426758,2.858081102371216
4863,2.860471487045288,2.8757033348083496,2.861243486404419
4871,2.863128423690796,2.8772449493408203,2.8601624965667725
4872,,2.8771839141845703,2.8608951568603516
4875,,2.8959009647369385,2.879317283630371
4876,2.8529114723205566,2.8687870502471924,2.854203224182129
4879,2.8621697425842285,2.878237486,2.863887071609497
4880,2.857008218765259,2.8737335205078125,2.8584542274475098
4881,,2.8790693283081055,2.8653223514556885
4885,,2.8724889755249023,2.8578970432281494
4887,2.8613157272338867,2.8798129558563232,2.8635902404785156
4889,2.8647611141204834,2.881500482559204,2.865863561630249
4890,,2.8776512145996094,2.8627748489379883
4891,2.8633522987365723,2.8798160552978516,2.8633832931518555
4894,2.8732845783233643,2.8884189128875732,2.873126507
4895,,2.864565372467041,2.8493175506591797
4896,,2.8606770038604736,2.844841957092285
4897,2.864147901535034,2.8805224895477295,2.8637678623199463
4900,,2.875826358795166,2.862041711807251
4902,2.852039098739624,2.866816997528076,2.8544535636901855
4903,2.876774311065674,2.8913779258728027,2.877441167831421
4904,,2.870147466659546,2.8581461906433105
4906,,2.8828659057617188,2.869187116622925
4907,2.840023994445801,2.8576486110687256,2.8431296348571777
4908,,2.8692026138305664,2.853433847427368
4910,2.858551263809204,2.877271890640259,2.8594696521759033
4912,2.884906292,2.9021339416503906,2.884042978286743
4914,2.8487117290496826,2.864734411239624,2.848729133605957
4915,2.8521804809570312,2.8682656288146973,2.8547286987304688
4917,2.8606629371643066,2.8772506713867188,2.861283540725708
4918,2.857964515686035,2.8754239082336426,2.8572745323181152
4919,2.8650176525115967,2.881808280944824,2.8661131858825684
4920,2.869051933288574,2.885246992111206,2.8710360527038574
4922,2.854951858520508,2.8669703006744385,2.8549914360046387
4923,,2.871493101119995,2.8583860397338867
4924,2.863917350769043,2.8795673847198486,2.8675622940063477
4926,2.8622493743896484,2.878934144973755,2.8647751808166504
4928,,2.8645336627960205,2.8471860885620117
4930,2.877352476119995,2.8944923877716064,2.8781251907348633
4931,2.8588147163391113,2.8739280700683594,2.8590219020843506
4936,2.8720576763153076,2.887087345123291,2.871853828430176
4937,,2.8674192428588867,2.854281187057495
4938,2.857538938522339,2.872349739074707,2.8595504760742188
4941,2.840513229370117,2.8583972454071045,2.841377019882202
4943,2.8611526489257812,2.875399351119995,2.8641433715820312
4944,2.872675895690918,2.8874597549438477,2.8736677169799805
4945,2.8607048988342285,2.876132011413574,2.861746311187744
4947,2.8613481521606445,2.8785948753356934,2.861712933
4948,,2.857825517654419,2.8427093029022217
4950,,,2.870905637741089
4951,2.855579137802124,2.8730595111846924,2.857133150100708
4952,2.8500492572784424,2.867227792739868,2.8516643047332764
4955,,2.859999656677246,2.8460440635681152
4957,,2.8906993865966797,2.875188112258911
4958,2.873272657394409,2.8889646530151367,2.8735718727111816
4960,2.8644824028015137,2.879847526550293,2.866154193878174
4961,,2.8655076026916504,2.851482391357422
4962,,2.8633346557617188,2.849752902984619
4963,2.8526721000671387,2.8686251640319824,2.854416847229004
4964,2.861349582672119,2.8789477348327637,2.8631091117858887
4965,2.8550562858581543,2.8727526664733887,2.856794834136963
4966,2.8540759086608887,2.8711435794830322,2.8539743423461914
4968,2.8574016094207764,2.873804807662964,2.859254837036133
4969,2.860961675643921,2.8785886764526367,2.8621764183044434
4970,,2.8740909099578857,2.8591561317443848
4971,,2.8875386714935303,2.8725523948669434
4973,,2.8743185997009277,2.860875129699707
4974,,2.8807520866394043,2.8669614791870117
4975,2.8664426803588867,2.8838350772857666,2.870237350463867
4979,2.8545596599578857,2.8721091747283936,2.8537445068359375
4980,2.866170644760132,2.880746841430664,2.8642873764038086
4984,2.849245071411133,2.865410327911377,2.848656415939331
4987,,2.862534999847412,2.8467071056365967
4989,,2.8812003135681152,2.8670685291290283
4990,,2.8790571689605713,2.865438461303711
4991,2.863640308380127,2.8811862468719482,2.8671271800994873
4992,2.8601725101470947,2.8776960372924805,2.864032506942749
4993,2.8670947551727295,2.880692720413208,2.868299722671509
4994,,2.8728880882263184,2.8593740463256836
4995,2.860456943511963,2.8732829093933105,2.859320878982544
4999,2.8597846031188965,2.874297618865967,2.8598673343658447
5000,2.8701679706573486,2.885911226272583,2.870605469
5001,2.8423805236816406,2.859130859,2.8434953689575195
5005,2.8298914432525635,2.8442606925964355,2.829214334487915
5006,,2.8941047191619873,2.8786606788635254
5008,,2.862490653991699,2.847982406616211
5010,2.8540730476379395,2.8709633350372314,2.8551836013793945
5011,,2.876577854156494,2.8603076934814453
5012,2.853742837905884,2.8699119091033936,2.853950023651123
5016,2.850212574005127,2.865663766860962,2.8500170707702637
5017,2.8577961921691895,2.873490810394287,2.8616580963134766
5018,,2.866255044937134,2.852440834
5019,2.838947057723999,2.8534739017486572,2.8401083946228027
5020,2.8524701595306396,2.8682382106781006,2.8542189598083496
5021,,2.877593517303467,2.863881826400757
5022,2.8716940879821777,2.885716438293457,2.8743104934692383
5024,2.866417646408081,2.882733106613159,2.8703248500823975
5025,2.871110439300537,2.888052225112915,2.874218702316284
5026,,2.871182918548584,2.858823776245117
5029,,2.8612966537475586,2.8482089042663574
5030,,2.8715293407440186,2.855699062347412
5031,2.851306200027466,2.868712902069092,2.853041172027588
5032,,2.8764843940734863,2.8609564304351807
5033,,2.8806207180023193,2.8669960498809814
5034,,2.8755083084106445,2.8605408668518066
5035,2.8546998500823975,2.8724277019500732,2.8572287559509277
5036,2.860562562942505,2.878357410430908,2.8634040355682373
5037,,2.868943691253662,2.8558759689331055
5038,2.8665173053741455,2.881993293762207,2.8676693439483643
5039,2.8712282180786133,2.8880081176757812,2.8728184700012207
5041,2.849285603,2.8648266792297363,2.8528800010681152
5042,2.858243942260742,2.8752501010894775,2.861753225326538
5043,,2.8626487255096436,2.847761869430542
