Step,all split,split ffn only,split qkv only
89,5.906886100769043,5.904601097106934,5.9084343910217285
90,,5.886821746826172,5.905046463012695
91,,5.8694586753845215,5.875781536102295
92,5.876925945281982,5.857995033,5.880573749542236
94,5.872915744781494,5.860633850097656,5.876703739
95,5.8417558670043945,5.84108305,5.844607830047607
96,,5.814475059509277,5.829998016357422
97,5.840672492980957,5.840543746948242,5.843688965
98,,5.807509422302246,5.820718765258789
99,,5.840870380401611,5.8368682861328125
100,5.827425956726074,5.821120262145996,5.829850196838379
101,5.808996677398682,5.808516979217529,5.808816909790039
102,,5.790362835,5.801903247833252
103,5.793448448181152,5.789248466491699,5.792264938354492
104,,5.776595592498779,5.788140773773193
105,,5.784330368041992,5.7880659103393555
106,5.783747673034668,5.7787699699401855,5.791634559631348
108,5.752358436584473,5.739868164,5.759486198425293
109,5.734511375427246,5.728470325469971,5.743496894836426
110,,5.733745574951172,5.759263038635254
112,,5.693671703338623,5.721647262573242
113,,5.712548732757568,5.729706764221191
115,,5.697263717651367,5.705579758
117,,5.6949238777160645,5.702530384063721
118,5.6770195960998535,5.673467636108398,5.682401657104492
119,5.698005676269531,5.695082664489746,5.705016136169434
122,5.675891399383545,5.680069923400879,5.691949844360352
123,,5.650704383850098,5.660258769989014
124,5.656543731689453,5.656336307525635,5.658565044403076
125,,5.647259235,5.6541643142700195
126,5.626397132873535,5.6273064613342285,5.635190963745117
128,5.628226280212402,5.648706436157227,5.644409656524658
129,,5.612052917480469,5.605523109436035
131,,5.614070415496826,5.617248535
132,,5.605040073394775,5.625231742858887
134,,5.588899136,5.611170291900635
135,,5.572387218475342,5.571209907531738
136,5.565896034240723,5.572681427001953,5.593933105
137,5.577511310577393,5.580410480499268,5.574081897735596
139,5.537878036499023,5.554986953735352,5.541069030761719
140,5.550261974334717,5.561437606811523,5.578517913818359
143,5.520838737487793,5.538616657,5.530543327331543
144,5.516002655029297,5.535912514,5.549743175506592
146,5.495498180389404,5.518279075622559,5.523980617523193
147,5.502608776092529,5.5227556228637695,5.520254611968994
149,5.481017589569092,5.491516113,5.4870500564575195
150,5.480362892150879,5.5076212882995605,5.507396697998047
151,5.475658416748047,5.500472068786621,5.488707542419434
153,5.465587139129639,5.496816158294678,5.484256267547607
154,5.452090263366699,5.481799602508545,5.476039409637451
155,5.444995880126953,5.477086067199707,5.463999271392822
157,5.437618255615234,5.472724914550781,5.453202247619629
158,5.404602051,5.439670085906982,5.441310405731201
159,,5.424217224121094,5.433971881866455
160,5.4066009521484375,5.439761161804199,5.438906192779541
161,,5.4061479568481445,5.409578323364258
163,5.366269111633301,5.393730640411377,5.392283916473389
164,5.369159698486328,5.394344806671143,5.398454666137695
165,,5.395800590515137,5.400433540344238
167,5.354691505432129,5.381590843200684,5.406851768493652
168,5.34433651,5.384718418121338,5.400244713
170,,5.366570472717285,5.367459774017334
171,5.299556732177734,5.343366622924805,5.331137180328369
172,5.3051910400390625,5.351986408233643,5.342367172241211
173,5.307893753051758,5.321935653686523,5.319327354431152
174,5.2840375900268555,5.329339027404785,5.333267688751221
175,5.280486106872559,5.298015594482422,5.291690826416016
176,5.253427505493164,5.309785366,5.308717727661133
177,,5.2906389236450195,5.300628185272217
178,5.237291336,5.309289455413818,5.2964253425598145
183,,5.2581892013549805,5.258147716522217
184,,5.260136127471924,5.255414009094238
185,5.207184791564941,5.231647968292236,5.227679252624512
186,5.169576168060303,5.241549968719482,5.242187023162842
188,5.146893501281738,5.196763515472412,5.205418586730957
190,5.124346733093262,5.185270309448242,5.189062118530273
192,,5.174151897,5.175114631652832
193,5.154525279998779,5.162657260894775,5.184916019439697
194,,5.160648345947266,5.162334442138672
195,5.086670875549316,5.124865531921387,5.157860279083252
196,,5.140392303466797,5.146449089050293
197,5.079087257385254,5.100409984588623,5.1316657066345215
198,5.083982467651367,5.119757652282715,5.121687889099121
202,,5.064632415771484,5.054113864898682
203,,5.040136814117432,5.099534034729004
205,,5.025737285614014,5.087747573852539
208,,5.019796371459961,5.012049674987793
210,4.9678850173950195,5.02065897,5.039563179016113
212,4.9723429679870605,4.991902828216553,5.0122880935668945
214,4.965747833251953,4.999339580535889,5.007363319396973
218,,4.942309379577637,4.964700698852539
220,,4.918979644775391,4.933690071105957
221,,4.901779651641846,4.921121597290039
222,4.880941390991211,4.893671989440918,4.9372148513793945
223,4.875972270965576,4.8737897872924805,4.934509277
224,4.870582580566406,4.877571105957031,4.895278453826904
225,4.866823196411133,4.868947505950928,4.9141645431518555
226,4.850022315979004,4.866168975830078,4.881661415100098
227,4.847344398498535,4.855989456176758,4.898205757141113
228,4.833350182,4.8582377433776855,4.898256301879883
229,,4.806172847747803,4.856766223907471
230,4.7904205322265625,4.803354740142822,4.832049369812012
231,4.816263198852539,4.798175811767578,4.863183022
232,,4.794978141784668,4.829357624053955
234,4.772684574127197,4.775531768798828,4.817477226257324
235,4.782015800476074,4.772387981414795,4.833176612854004
236,4.764509201049805,4.775570869445801,4.814084529876709
237,,4.757507801055908,4.831587314605713
238,,4.758681774139404,4.807477951049805
239,,4.732418060302734,4.810025215148926
241,4.748656272888184,4.747287273406982,4.808474063873291
242,,4.710355758666992,4.738739490509033
243,,4.727991104125977,4.786798954
244,4.728898525238037,4.7253241539001465,4.755500793457031
245,4.698918819,4.705273628234863,4.758690834
247,4.678359031677246,4.6740312576293945,4.728061199188232
248,4.695852279663086,4.667666912078857,4.711264610290527
249,,4.675318717956543,4.715299129486084
250,4.683554172515869,4.658431053161621,4.705723762512207
251,,4.663534164428711,4.709141254425049
253,,4.680363178253174,4.741489887237549
254,4.654841423034668,4.648239612579346,4.725289344787598
255,4.631916046142578,4.634641647338867,4.695476055145264
256,,4.623104095458984,4.719562530517578
257,,4.617677688598633,4.670471191
259,4.5840630531311035,4.588866233825684,4.6657915115356445
261,,4.579777717590332,4.658574581
262,,4.584188461303711,4.654382228851318
266,4.576148033,4.525048256,4.597629547119141
268,4.561119556427002,4.520509243011475,4.5986127853393555
270,4.544114112854004,4.4985246658325195,4.562435150146484
271,,4.496304512023926,4.590214252471924
272,,4.476841926574707,4.550201892852783
273,4.526640892028809,4.471334934234619,4.567569255828857
274,4.5011444091796875,4.465125084,4.522564411
275,,4.447017192840576,4.540303707122803
276,,4.4542694091796875,4.5349650382995605
277,4.488684654,4.464541912078857,4.555360794067383
278,4.5017900466918945,4.442557334899902,4.556197643280029
280,,4.418554306030273,4.525980472564697
281,4.449225902557373,4.413093566894531,4.504518508911133
283,,4.395161151885986,4.517215251922607
284,4.440066337585449,4.386724472045898,4.524303913116455
287,4.433454990386963,4.353349685668945,4.462678432
288,,4.348878860473633,4.468139648
290,4.388902664,4.3257293701171875,4.456626892089844
291,,4.325225353240967,4.451814651489258
292,4.381760120391846,4.310363292694092,4.475225448608398
293,,4.292836666107178,4.471559047698975
294,,4.299701214,4.455631732940674
295,4.396801948547363,4.316445827484131,4.454996585845947
298,,4.293828010559082,4.411077499389648
300,,4.300012588500977,4.403426647186279
301,4.376917839050293,4.282567024230957,4.401918411254883
303,4.330876350402832,4.231492519378662,4.394661903381348
304,4.301664829,4.246547698974609,4.394356727600098
305,4.320150375366211,4.236437797546387,4.371065139770508
306,4.288149833679199,4.228855609893799,4.363184452056885
307,,4.217388153076172,4.355565547943115
308,,,4.351621150970459
309,4.281558990478516,4.215803623199463,4.334264755249023
310,4.2736663818359375,4.2288079261779785,4.32635498
314,4.240773677825928,4.165741443634033,4.284529685974121
315,4.2400336265563965,4.165163993835449,4.309175014
316,,4.179501533508301,4.3052473068237305
317,4.212316513061523,4.150598526000977,4.284575939178467
318,4.229446887969971,4.168272972106934,4.292805194854736
319,,4.1489715576171875,4.289183139801025
320,4.213460922241211,4.148109436035156,4.256363868713379
321,,4.152758598327637,4.267703056335449
322,,4.135517120361328,4.273555278778076
323,,4.137622356414795,4.256988525390625
325,4.209651470184326,4.131681919,4.2627058029174805
326,4.196267604827881,4.120668888092041,4.225981712341309
327,,4.1250715255737305,4.231836795806885
328,,4.114821910858154,4.234322547912598
331,4.165366172790527,4.138252258300781,4.206190586090088
332,4.155890941619873,4.105342864990234,4.200351238250732
333,,4.1137871742248535,4.2192230224609375
334,,4.084541320800781,4.186034202575684
335,,4.110456466674805,4.206593036651611
336,4.153286457061768,4.096979141235352,4.189981460571289
337,4.1212639808654785,4.075918197631836,4.1583757400512695
338,4.130056858062744,4.066280364990234,4.159300327301025
339,,4.070703983306885,4.169595241546631
340,,4.081823348999023,4.181973934173584
344,4.094408988952637,4.043839454650879,4.1445770263671875
347,4.079370498657227,4.033939838409424,4.120217323303223
348,,4.05137825,4.140767574310303
349,4.104429244995117,4.052525997161865,4.123205661773682
351,4.069157123565674,4.021537780761719,4.083461761474609
353,4.062227249145508,4.029066086,4.095424175262451
355,,4.012993812561035,4.086906433105469
356,4.051003456115723,4.004422664642334,4.091971397399902
360,,4.003161907196045,4.091634750366211
361,4.049619674682617,3.9991495609283447,4.0640459060668945
362,4.023401260375977,3.995199203491211,4.048355579376221
363,,4.003978252410889,4.083381175994873
365,4.039628982543945,3.979555606842041,4.062586784362793
367,4.035997391,3.997089147567749,4.0596699714660645
368,4.031133651733398,3.9835755825042725,4.054851055145264
370,4.009125709533691,3.9783072471618652,4.039374351501465
371,,3.9551148414611816,4.025150775909424
372,3.9955241680145264,3.9708032608032227,4.030401229858398
373,,3.968595504760742,4.023226737976074
377,4.009751796722412,3.960369587,4.0238800048828125
378,3.9882869720458984,3.9695262908935547,4.0159525871276855
379,,3.9324793815612793,4.020814418792725
382,3.9726316928863525,3.933223247528076,3.995047092437744
383,,3.9352123737335205,4.006382465362549
385,,3.944343328475952,4.001147270202637
388,,3.926424264907837,3.9696154594421387
389,3.9439034461975098,3.9223108291625977,3.9672513008117676
390,3.958831310272217,3.9206478595733643,3.9758808612823486
392,3.958580971,3.9113948345184326,3.983952283859253
393,,3.9105966091156006,3.978139877319336
395,3.9319634437561035,3.9200544357299805,3.963153362
397,3.929901361465454,3.9034340381622314,3.955394744873047
398,,3.9102768898010254,3.952113151550293
400,,3.8829331398010254,3.9159817695617676
401,3.9036459922790527,3.885138988494873,3.938143014907837
404,,3.8493785858154297,3.912292718887329
405,3.9244766235351562,3.8804075717926025,3.9483861923217773
406,3.931795358657837,3.851503849029541,3.9191291332244873
407,3.914968490600586,3.872929334640503,3.944929361343384
409,,3.8716952800750732,3.9335412979125977
410,3.888655662536621,3.8535938262939453,3.9058189392089844
411,,3.8599300384521484,3.9153406620025635
412,,3.8541221618652344,3.8893041610717773
414,3.904968023300171,3.8659110069274902,3.894352674484253
415,,3.8422462940216064,3.8979201316833496
421,,3.814793586730957,3.8662657737731934
424,,3.8335299491882324,3.8929245471954346
425,3.8526039123535156,3.809166908,3.8635754585266113
426,3.836991548538208,3.8070716857910156,3.8614587783813477
427,3.8518452644348145,3.824704885482788,3.8769960403442383
428,3.8415422439575195,3.8266875743865967,3.871096611022949
429,,3.8596439361572266,3.8784661293029785
430,3.8412559032440186,3.8421595096588135,3.878657102584839
435,3.8407347202301025,3.810544967651367,3.859821319580078
436,,3.8184456825256348,3.8586528301239014
440,,3.8146889209747314,3.8520572185516357
441,3.842250347137451,3.8070685863494873,3.854034662246704
442,3.8091726303100586,3.788137197494507,3.819603443145752
444,,3.779583454,3.826162338256836
445,,3.7928035259246826,3.8468143939971924
446,,3.7862777709960938,3.830018997192383
447,3.8148062229156494,3.7801477909088135,3.8213682174682617
450,,3.7970592975616455,3.8205013275146484
451,3.799069404602051,3.7879481315612793,3.8129351139068604
452,,3.783862829208374,3.8212475776672363
453,,3.756655216217041,3.788618803024292
454,3.8036913871765137,3.771552324295044,3.821115016937256
455,3.7868080139160156,3.7666549682617188,3.804990530014038
456,,3.7543766498565674,3.8040342330932617
457,3.7986879348754883,3.7762985229492188,3.817688465118408
458,3.7896668910980225,3.760096549987793,3.8156001567840576
459,,3.750058174133301,3.799461603164673
460,3.7819743156433105,3.755237579345703,3.815936326980591
461,3.7910215854644775,3.764428139,3.7931206226348877
462,3.7733795642852783,3.7397074699401855,3.794104576
463,3.789902687072754,3.7570364475250244,3.7902605533599854
465,3.7662744522094727,3.7393364906311035,3.7732009887695312
468,3.760911464691162,3.746870517730713,3.7909181118011475
470,3.7391395568847656,3.7235360145568848,3.7629292011260986
472,3.7325315475463867,3.7063941955566406,3.7448503971099854
473,,3.724255084991455,3.7595088481903076
474,,3.736344814300537,3.762308359146118
475,3.7630727291107178,3.7508153915405273,3.777998924255371
477,3.7384886741638184,3.7355594635009766,3.7607009410858154
479,,3.7295641899108887,3.7653794288635254
480,,3.722337245941162,3.760801076889038
481,,3.725914716720581,3.7563083171844482
482,3.7427263259887695,3.7095072269439697,3.7380924224853516
483,3.7383484840393066,3.7195096015930176,3.7536349296569824
484,,3.7294185161590576,3.7593822479248047
487,,3.715458393096924,3.7506206035614014
488,3.7141010761260986,3.701418876647949,3.7285332679748535
489,3.7197885513305664,3.7089037895202637,3.7412447929382324
490,3.7138426303863525,3.7003352642059326,3.728975296020508
491,,3.716250181,3.7442870140075684
492,,3.708460569381714,3.731782913208008
493,,3.6786844730377197,3.728606700897217
494,3.7266006469726562,3.701352119445801,3.737226963043213
495,3.7180752754211426,3.687732219696045,3.7211899757385254
496,3.722170352935791,3.6916587352752686,3.7436885833740234
497,3.720262289047241,3.6986770629882812,3.737078905105591
498,3.7179007530212402,3.715202808380127,3.7281970977783203
499,3.717362642288208,3.702122688293457,3.729469060897827
501,3.698395013809204,3.6763877868652344,3.7084498405456543
502,3.706322193145752,3.681072473526001,3.7174742221832275
503,3.7059664726257324,3.680070400238037,3.713960886001587
506,3.7013134956359863,3.677687644958496,3.7178611755371094
511,3.6590466499328613,3.6492507457733154,3.693718194961548
512,3.6789488792419434,3.662860631942749,3.690610885620117
513,3.681065797805786,3.6606554985046387,3.702422857284546
514,3.7167160511016846,3.6889047622680664,3.722740650177002
515,3.667149782180786,3.6583926677703857,3.6846060752868652
517,3.677217483520508,3.665178060531616,3.685976982116699
519,3.6807682514190674,3.6580324172973633,3.677875280380249
520,,3.6313843727111816,3.668532371520996
521,,3.648076295852661,3.680921792984009
524,,3.641162395477295,3.680149555206299
526,3.667191743850708,3.6668283939361572,3.6790571212768555
527,3.663930892944336,3.655752658843994,3.6769027709960938
528,,3.632658004760742,3.6608176231384277
529,,3.598310708999634,3.6291232109069824
530,,3.6169519424438477,3.6519083976745605
531,,3.6068527698516846,3.645669460296631
532,3.6488773822784424,3.6301817893981934,3.6719937324523926
533,,3.614293098449707,3.645202159881592
534,3.628544330596924,3.6145896911621094,3.649160146713257
535,,3.6261749267578125,3.6612443923950195
536,,3.6443228721618652,3.6642684936523438
537,3.6359331607818604,3.6322450637817383,3.6420319080352783
538,,3.6082959175109863,3.6424918174743652
539,,3.5987203121185303,3.6339337825775146
542,3.62834096,3.6106486320495605,3.6449832916259766
543,3.6336209774017334,3.6178457736968994,3.6529383659362793
545,3.5797948837280273,3.573091983795166,3.5885133743286133
549,3.6131134033203125,3.593994379043579,3.630356550216675
550,3.6170759201049805,3.599933147,3.631622552871704
551,3.6292927265167236,3.6058905124664307,3.6355857849121094
552,3.6218647956848145,3.5925400257110596,3.6210789680480957
554,,3.6067070960998535,3.629814863204956
555,,3.5805811882019043,3.5958621501922607
556,,3.6021127700805664,3.601658344268799
560,3.584459066390991,3.575972795,3.583270311355591
563,,3.581089496612549,3.596054792404175
564,3.5984673500061035,3.590310573577881,3.604257583618164
565,3.575498580932617,3.5728840827941895,3.581521749
566,,3.5781819820404053,3.5927319526672363
567,,3.576875925064087,3.5935659408569336
568,3.547774076461792,3.5498504638671875,3.570931911468506
570,,3.557837963104248,3.5806167125701904
574,3.579803943634033,3.573570728302002,3.5943613052368164
575,3.5809335708618164,3.5722849369049072,3.593611717224121
576,,3.5550713539123535,3.5734634399414062
577,3.5710911750793457,3.556544065475464,3.592595338821411
578,3.566765546798706,3.560164451599121,3.587986707687378
579,,3.566073417663574,3.575342893600464
581,3.579403877258301,3.5640509128570557,3.586082696914673
582,3.5324020385742188,3.519688606262207,3.544525623321533
583,3.5578932762145996,3.5389926433563232,3.562700033187866
584,3.5394392013549805,3.518150568008423,3.5385348796844482
585,3.5661797523498535,3.5558910369873047,3.570254087
586,3.562134265899658,3.5485987663269043,3.5627834796905518
587,3.5585787296295166,3.534036159515381,3.551327705383301
589,3.5494003295898438,3.5456161499023438,3.5569162368774414
590,,3.5314009189605713,3.5460305213928223
591,3.5368051528930664,3.5207619667053223,3.5466127395629883
592,3.563183069229126,3.545133113861084,3.575025796890259
593,3.5331618785858154,3.5169901847839355,3.5431668758392334
595,3.548274040222168,3.5368974208831787,3.547168731689453
596,3.558492422103882,3.5496816635131836,3.562964439
597,3.532564878463745,3.5257914066314697,3.546252727508545
598,3.527888298034668,3.5252459049224854,3.545879364013672
599,3.543302297592163,3.534109592437744,3.554445982
602,,3.5157992839813232,3.5306105613708496
603,,3.5002360343933105,3.522653102874756
604,3.5270721912384033,3.5193803310394287,3.540217638015747
605,,,3.541071891784668
606,3.5265190601348877,3.518075466156006,3.5326828956604004
607,,3.5169830322265625,3.521965265274048
608,3.508711576461792,3.5111145973205566,3.520714044570923
609,3.5235891342163086,3.528707743,3.5309832096099854
610,,3.520331859588623,3.5308244228363037
612,,3.513928174972534,3.5385148525238037
613,3.516278028488159,3.514711856842041,3.531903028488159
614,3.5004124641418457,3.4938583374023438,3.5096805095672607
616,3.501243829727173,3.4842090606689453,3.5008602142333984
617,3.521271228790283,3.5214498043060303,3.5333762168884277
619,3.5111637115478516,3.5091264247894287,3.5232841968536377
621,,3.4810590744018555,3.497591495513916
622,3.514895439147949,3.4911022186279297,3.508227825164795
623,3.512117624282837,3.4942004680633545,3.514141082763672
624,,3.483262062072754,3.5025103092193604
625,3.501063346862793,3.4977803230285645,3.516331672668457
626,3.5017147064208984,3.5009655952453613,3.5100576877593994
627,,3.499215841293335,3.5178303718566895
628,3.487795352935791,3.4845242500305176,3.504174232
629,,3.477977752685547,3.4949076175689697
630,,3.491673469543457,3.5016286373138428
631,,3.488088607788086,3.4984803199768066
632,3.4803361892700195,3.469040870666504,3.485640048980713
633,,3.487997531890869,3.5041799545288086
634,3.4816832542419434,3.4897284507751465,3.4903557300567627
635,3.4850778579711914,3.4940521717071533,3.488203525543213
636,3.491940498352051,3.4999582767486572,3.5027778148651123
638,,3.4530975818634033,3.467588186264038
641,,3.463564872741699,3.465458393096924
642,,3.4666082859039307,3.4705634117126465
643,3.490459442138672,3.486907482147217,3.5002870559692383
644,3.4598875045776367,3.459853172302246,3.4697413444519043
645,3.463549852371216,3.4678256511688232,3.4712066650390625
646,3.461421251296997,3.4552040100097656,3.4689366817474365
647,3.465406656265259,3.461333751678467,3.474003791809082
648,3.467979907989502,3.462853193283081,3.4790172576904297
649,3.466876745223999,3.460827350616455,3.4760775566101074
650,3.4666404724121094,3.4521453380584717,3.4703261852264404
651,3.469231367111206,3.4557156562805176,3.4702131748199463
652,3.472815752029419,3.4728009700775146,3.482996940612793
653,3.4613633155822754,3.46661377,3.473390579223633
655,,3.451073408126831,3.458444833755493
657,,3.4227631092071533,3.435243844985962
660,,3.4548494815826416,3.462615966796875
662,3.4385223388671875,3.4402737617492676,3.452976703643799
663,3.445061206817627,3.4419660568237305,3.4589102268218994
665,,3.442462682723999,3.459915876
667,3.450754165649414,3.4441206455230713,3.4566080570220947
668,3.4478306770324707,3.443845034,3.4613571166992188
669,,3.456521987915039,3.472823143005371
670,,3.4499058723449707,3.458652973175049
671,3.4441733360290527,3.446911334991455,3.452501058578491
672,,3.4431116580963135,3.4499568939208984
674,,3.450895309448242,3.4566385746002197
675,3.4421238899230957,3.4411840438842773,3.4506092071533203
676,3.423074722290039,3.418649435043335,3.4296627044677734
677,,3.4272797107696533,3.4389193058013916
678,,3.4326107501983643,3.442267417907715
681,3.4385836124420166,3.4299864768981934,3.4389288425445557
682,,3.4374704360961914,3.439126968383789
683,3.420266867,3.422945737838745,3.4241127967834473
684,,3.4271533489227295,3.4326577186584473
685,,3.426936626434326,3.4372780323028564
686,3.421482563018799,3.418078899383545,3.4347009658813477
688,,3.425550699234009,3.4334053993225098
689,,3.4393067359924316,3.445558547973633
691,3.4301795959472656,3.4279167652130127,3.4406566619873047
692,3.4222323894500732,3.422903060913086,3.434563636779785
693,3.4204602241516113,3.417269229888916,3.4298181533813477
695,3.4061856269836426,3.4076480865478516,3.412595272064209
696,,3.4136552810668945,3.4225850105285645
697,3.424617290496826,3.4235658645629883,3.435271739959717
698,,3.4226267337799072,3.4322428703308105
700,3.4157485961914062,3.4136998653411865,3.423825263977051
702,3.3993163108825684,3.3995275497436523,3.407339334487915
703,3.4141786098480225,3.4204885959625244,3.418668270111084
704,,3.4087259769439697,3.408806085586548
705,,3.415848494,3.428928852081299
706,,3.4246153831481934,3.4361186027526855
707,,3.421858072280884,3.4293160438537598
709,,3.3956189155578613,3.3955695629119873
710,,3.408288002,3.408658504486084
713,3.3880228996276855,3.3904640674591064,3.396033287
714,,3.3962996006011963,3.407055377960205
715,3.3911213874816895,3.3939056396484375,3.398469924926758
716,,3.393585205078125,3.3918628692626953
719,3.411827564239502,3.4161856174468994,3.4188356399536133
720,3.3793842792510986,3.382500410079956,3.381420373916626
721,,3.402106285095215,3.403913974761963
722,3.387763023376465,3.3888931274414062,3.388317584991455
724,3.3988490104675293,3.3897218704223633,3.3977034091949463
725,,3.3792288303375244,3.3868396282196045
726,3.3945980072021484,3.392245054244995,3.392887830734253
727,3.3703935146331787,3.3799965381622314,3.378713607788086
728,,3.411451578140259,3.4132132530212402
729,3.368473529815674,3.3764257431030273,3.375725269317627
730,,3.3770973682403564,3.383605480194092
731,3.392554998397827,3.391899824142456,3.4002678394317627
732,,3.374537944793701,3.3793933391571045
733,,3.400712490081787,3.405017375946045
734,3.3873701095581055,3.3875269889831543,3.3903720378875732
739,,3.357168674468994,3.369279384613037
740,,3.379516839981079,3.3834292888641357
741,,3.3698172569274902,3.3694028854370117
742,,3.3744311332702637,3.376544952392578
744,,3.3879144191741943,3.397610664367676
745,3.3729100227355957,3.3751676082611084,3.3820018768310547
746,3.3712029457092285,3.372591972351074,3.3787569999694824
747,,3.3616411685943604,3.3631882667541504
749,,3.3865365982055664,3.3883895874023438
750,,3.3692352771759033,3.377509355545044
751,,3.3691906929016113,3.376458168029785
752,3.3573129177093506,3.357863187789917,3.3711013793945312
754,,3.3624958992004395,3.3646130561828613
755,3.3714964389801025,3.3746252059936523,3.377876043319702
758,3.3747706413269043,3.374180555343628,3.3829293251037598
759,3.3721344470977783,3.3813095092773438,3.3811967372894287
760,3.3515102863311768,3.359095573425293,3.3573434352874756
761,3.3475613594055176,3.3522253036499023,3.3543331623077393
762,,3.3687076568603516,3.3704004287719727
763,3.3701534271240234,3.3762381076812744,3.3810837268829346
764,3.3571062088012695,3.3602516651153564,3.3692989349365234
766,,3.3812546730041504,3.3794217109680176
769,3.3593177795410156,3.355026960372925,3.3609418869018555
770,3.355152130126953,3.3484251499176025,3.355365514755249
773,3.3643484115600586,3.365020751953125,3.371441125869751
774,3.342348575592041,3.3416194915771484,3.3537399768829346
775,,3.359422445297241,3.365467071533203
776,3.3407959938049316,3.3476169109344482,3.352570056915283
778,,3.376638174057007,3.3757662773132324
779,,3.3588709831237793,3.358513593673706
780,,3.344714879989624,3.3477396965026855
782,3.323080062866211,3.3284108638763428,3.326805591583252
783,3.354811429977417,3.3586652278900146,3.3581674098968506
784,,3.3593850135803223,3.3644797801971436
785,,3.3154025077819824,3.3146538734436035
789,3.341721296310425,3.3508830070495605,3.3491034507751465
790,3.343658208847046,3.3506858348846436,3.3535397052764893
791,3.328296422958374,3.330752372741699,3.335540533065796
792,,3.338862419128418,3.341449737548828
793,,3.3356850147247314,3.3409247398376465
794,,3.3286335468292236,3.33333683
795,3.316460132598877,3.320768356323242,3.324197769165039
798,,3.343094825744629,3.3409714698791504
802,3.331507444381714,3.332538604736328,3.3402647972106934
803,,3.348418951034546,3.3456664085388184
805,3.3397505283355713,3.341379165649414,3.3417985439300537
807,3.329875946044922,3.339625835418701,3.332207441329956
808,3.3224635124206543,3.3256516456604004,3.3245460987091064
811,,3.319640636444092,3.320633888244629
813,3.3440675735473633,3.339740037918091,3.344524383544922
816,,3.335188388824463,3.3414509296417236
818,,3.3220596313476562,3.3231163024902344
820,,3.3153109550476074,3.3168771266937256
