Step,radius 2,radius 0.5,radius 0.1,radiu 0.01,radius 1
74,6.057737350463867,6.058116912841797,6.088531494140625,6.153900146484375,6.031972885131836
75,6.0326032638549805,6.032808303833008,6.081846714019775,6.147281646728516,6.016016006469727
77,6.016262054443359,6.016181468963623,6.0646209716796875,6.125688076019287,6.002627372741699
78,5.986696720123291,5.986739635467529,6.0279035568237305,6.092412948608398,5.967264175415039
80,5.959504127502441,5.960311412811279,6.008917808532715,6.069032192230225,5.945399761199951
83,5.939908981323242,5.939232826,6.0047383308410645,6.064397335,5.930753707885742
84,5.923128128051758,5.921578884124756,5.985466957092285,6.045446395874023,5.9134063720703125
88,5.903398513793945,5.901858806610107,5.975599289,6.032153606414795,5.8998188972473145
89,5.900170803070068,5.900086402893066,5.977219581604004,6.033819675445557,5.898993492126465
92,5.860258579,5.861278533935547,5.946800231933594,6.007064342498779,5.864199161529541
94,5.859640598297119,5.8603997230529785,5.940856456756592,5.998580455780029,5.862360000610352
95,5.836298942565918,5.837167739868164,5.927145957946777,5.990880966186523,5.838415145874023
97,5.836077690124512,5.834654331207275,5.940414905548096,6.005438327789307,5.839932441711426
100,5.814825534820557,5.8181281089782715,5.930744171142578,6.000730514526367,5.828016281
101,5.792543411254883,5.792084693908691,5.903442383,5.970029354095459,5.810689926147461
103,5.779139518737793,5.777629375457764,5.8899922370910645,5.960408687591553,5.792196750640869
106,5.771338463,5.773394584655762,5.889618873596191,5.964033126831055,5.783039093017578
108,5.740979194641113,5.745004653930664,5.863189697265625,5.937605857849121,5.747075558
109,5.726277828216553,5.729053497314453,5.856648921966553,5.935721397399902,5.7376017570495605
118,5.672033786773682,5.675616264343262,5.819594860076904,5.914614677429199,5.693600654602051
119,5.6945695877075195,5.689756393432617,5.847697734832764,5.939516544342041,5.717598915100098
122,5.668098449707031,5.672999382019043,5.833380699157715,5.934887409210205,5.692142963409424
124,5.640014648,5.639268398284912,5.8074564933776855,5.909483909606934,5.6720428466796875
126,5.611337661743164,5.612868785858154,5.793866157531738,5.9004292488098145,5.650123596191406
128,5.618053436279297,5.621941089630127,5.803789138793945,5.915421485900879,5.657114505767822
136,5.573245048522949,5.5574235916137695,5.774359703063965,5.905982971191406,5.606802463531494
137,5.566926002502441,5.560936450958252,5.783535957336426,5.913021087646484,5.59375
139,5.5150041580200195,5.521868705749512,5.7476348876953125,5.886702537536621,5.555023670196533
140,5.532543182373047,5.547276496887207,5.760190963745117,5.900090694,5.590852737426758
143,5.508536338806152,5.508789063,5.745910645,5.894813537597656,5.541985034942627
144,5.506005287,5.513886929,5.751461505889893,5.901806831359863,5.5583271980285645
146,5.487545490264893,5.490019321,5.731526851654053,5.886601448059082,5.528324604034424
147,5.4809770584106445,5.486544132232666,5.747755527496338,5.908597469329834,5.5287299156188965
149,5.447944641113281,5.455797195,5.718261719,5.887183189,5.500865459442139
150,5.462285519,5.465692043304443,5.732141017913818,5.9027485847473145,5.529942035675049
151,5.457574844360352,5.459296703338623,5.731877804,5.906064987182617,5.512170791625977
153,5.450716972351074,5.442471504211426,5.721317291259766,5.898256301879883,5.494612693786621
154,5.439636707305908,5.4244585037231445,5.712548256,5.902010917663574,5.493162155151367
155,5.434502124786377,5.427240371704102,5.701873779296875,5.8895416259765625,5.471843719482422
157,5.415017127990723,5.412161350250244,5.707280158996582,5.899933815002441,5.476311206817627
158,5.386858940124512,5.377745628356934,5.686282634735107,5.885748863220215,5.468687534332275
160,5.381753444671631,5.3904643058776855,5.691066741943359,5.897401809692383,5.467766284942627
163,5.344106674194336,5.349111557006836,5.655148983001709,5.871114730834961,5.407212257385254
164,5.337098598480225,5.3537516593933105,5.654168128967285,5.878932476043701,5.422941685
167,5.326998710632324,5.324444770812988,5.662437438964844,5.898222923278809,5.401477813720703
168,5.315532207489014,5.325121879577637,5.654651641845703,5.895701885223389,5.420286178588867
171,5.280941009521484,5.268661975860596,5.618362903594971,5.873897552490234,5.338115692138672
172,5.269543170928955,5.274660110473633,5.623282432556152,5.889087200164795,5.384246826171875
173,5.2721662521362305,5.276080608,5.618440628051758,5.880184173583984,5.339127063751221
174,5.250173568725586,5.275345802307129,5.610891342163086,5.881783962249756,5.375532627105713
175,5.262926102,5.256470203399658,5.595063209533691,5.873026371002197,5.323208332061768
176,5.249361038208008,5.241367340087891,5.600567341,5.882227897644043,5.357718467712402
178,5.234811782836914,5.230597496032715,5.595877647399902,5.890283584594727,5.3488688468933105
185,5.1595377922058105,5.175139427185059,5.553164482116699,5.892426490783691,5.255382537841797
186,5.174218178,5.167636871337891,5.558262348175049,5.896805763244629,5.264326095581055
188,5.173236846923828,5.130609512329102,5.530578136444092,5.879144668579102,5.239164352416992
190,5.128964424133301,5.133481502532959,5.515918731689453,5.879576683044434,5.210908889770508
193,5.111693859100342,5.112922191619873,5.508566379547119,5.887062072753906,5.204602241516113
195,5.060923099517822,5.064698219299316,5.479353904724121,5.871351242,5.178521633148193
197,5.044393539428711,5.065887451171875,5.462680816650391,5.880414009094238,5.166222572
198,5.049220085144043,5.0590667724609375,5.465920448303223,5.874922752380371,5.158402442932129
210,4.976962089538574,4.979011535644531,5.385157585144043,5.879256248474121,5.0655364990234375
212,4.9473772048950195,4.945717811584473,5.373983383178711,5.883304595947266,5.053557395935059
214,4.937726020812988,4.952638626098633,5.376085281,5.897411346435547,5.039081573486328
222,4.8651885986328125,4.865756511688232,5.296769142150879,5.879827499389648,4.957315444946289
223,4.848340034484863,4.840817451477051,5.279873371124268,5.869478702545166,4.963782787322998
224,4.829379081726074,4.829153537750244,5.266778945922852,5.860861301422119,4.9351277351379395
225,4.843156814575195,4.850940704345703,5.2842278480529785,5.8766608238220215,4.955967903137207
226,4.830659866333008,4.829087257385254,5.264977455,5.8646321296691895,4.916790485
227,4.846955776,4.843197822570801,5.272563934326172,5.885889053344727,4.937833309173584
228,4.822519302368164,4.841150283813477,5.252185344696045,5.868980407714844,4.891844749450684
230,4.7729363441467285,4.8065619468688965,5.215814590454102,5.839639663696289,4.866022109985352
231,4.798822402954102,4.80622673,5.232140541,5.870153903961182,4.910089492797852
234,4.761202812194824,4.756090164,5.191856861114502,5.854127883911133,4.857203483581543
235,4.783720016479492,4.749095439910889,5.189876556396484,5.860246658325195,4.864479064941406
236,4.748358726501465,4.7440032958984375,5.186367988586426,5.858391761779785,4.829662322998047
241,4.753525733947754,4.750185966491699,5.173637390136719,5.882544994354248,4.851334571838379
244,4.725268363952637,4.739831924438477,5.144048690795898,5.865662097930908,4.7774577140808105
245,4.716936111450195,4.709363937,5.124898910522461,5.853272438049316,4.785980224609375
247,4.686092376708984,4.663410186767578,5.1030120849609375,5.850905418395996,4.756879806518555
248,4.681418418884277,4.672559738,5.104757785797119,5.846855163574219,4.754714488983154
250,4.669961929321289,4.655710220336914,5.092794418334961,5.8540143966674805,4.751437664031982
254,4.647672176361084,4.636082649230957,5.068268775939941,5.863586426,4.74093771
255,4.623974323272705,4.633190155029297,5.0502166748046875,5.852257729,4.716995716094971
259,4.611217498779297,4.6004533767700195,5.0201215744018555,5.852276802062988,4.665893077850342
266,4.540775775909424,4.559171676635742,4.964049816131592,5.833758831,4.639517307281494
268,4.545130729675293,4.552572250366211,4.961606025695801,5.856301307678223,4.651338577270508
270,4.519571304321289,4.537878036499023,4.945372104644775,5.8491740226745605,4.615487098693848
273,4.550164222717285,4.531762123,4.929237365722656,5.8592987060546875,4.595756530761719
274,4.505135536193848,4.501643180847168,4.902054786682129,5.828091621398926,4.577029705047607
277,4.500814914703369,4.505735397338867,4.897115707397461,5.833187103271484,4.568410396575928
278,4.534265518188477,4.500956058502197,4.90796423,5.858576774597168,4.592438220977783
281,4.477132797241211,4.457405090332031,4.864109039306641,5.819863796234131,4.524529457092285
284,4.457490444,4.476973533630371,4.851865768432617,5.834755897521973,4.543144226074219
287,4.425685405731201,4.412889481,4.832360744476318,5.828334331512451,4.498318195343018
290,4.414099216461182,4.425235748291016,4.8099212646484375,5.817918777,4.499301910400391
292,4.4117889404296875,4.410302162,4.7921576499938965,5.819826126098633,4.464296817779541
295,4.4159111976623535,4.417168617248535,4.804144859313965,5.827452659606934,4.4531707763671875
301,4.360056400299072,4.363437175750732,4.783107757568359,5.8258748054504395,4.445591449737549
303,4.336072922,4.33600378,4.755011558532715,5.817836761474609,4.4196600914001465
304,4.336231708526611,4.335143566131592,4.731657505,5.808679580688477,4.4090166091918945
305,4.318592548370361,4.319390296936035,4.730012417,5.797185421,4.392427921295166
306,4.311391830444336,4.307306767,4.726445198059082,5.804745674133301,4.368320465087891
309,4.286823749542236,4.283885955810547,4.697378158569336,5.769202709197998,4.354677677154541
310,4.281827926635742,4.297339439,4.702387809753418,5.790729522705078,4.349451065063477
314,4.249091625213623,4.265264511108398,4.668126583099365,5.770606994628906,4.324027061462402
315,4.257142543792725,4.291894912719727,4.693245887756348,5.787672043,4.344634532928467
317,4.235685825,4.2459282875061035,4.666457653045654,5.7724456787109375,4.311000823974609
318,4.257076263427734,4.234098434448242,4.662562847137451,5.771631717681885,4.305351734161377
320,4.231117248535156,4.212327003479004,4.640229225158691,5.760390281677246,4.2912092208862305
325,4.226174354553223,4.2129106521606445,4.638886451721191,5.75970459,4.287370681762695
326,4.182153224945068,4.208124638,4.606076240539551,5.747837066650391,4.252188205718994
331,4.192296981811523,4.195920467376709,4.607351303100586,5.7515668869018555,4.265214920043945
332,4.163626670837402,4.166827201843262,4.587376594543457,5.7477006912231445,4.2214837074279785
336,4.153598785400391,4.1563520431518555,4.581504821777344,5.7456512451171875,4.209104537963867
337,4.130548477172852,4.1302289962768555,4.562104225158691,5.7281270027160645,4.206151485443115
338,4.135028362,4.1241679191589355,4.535244464874268,5.7149834632873535,4.166687012
344,4.117063522338867,4.098821640014648,4.526434421539307,5.714882850646973,4.164934158325195
347,4.080999374389648,4.097348690032959,4.521478652954102,5.719636917114258,4.130093097686768
349,4.092811584472656,4.102055549621582,4.519412517547607,5.703624725341797,4.139888763427734
351,4.0687665939331055,4.064666271209717,4.489875793457031,5.698087215423584,4.138104438781738
353,4.068693161010742,4.075598239898682,4.495985507965088,5.710451126098633,4.1328840255737305
356,4.069545745849609,4.103091716766357,4.490257263183594,5.708609104156494,4.116643429
361,4.058178901672363,4.05403471,4.467887878417969,5.689130783081055,4.09043026
362,4.045870780944824,4.042077065,4.450039386749268,5.689613342285156,4.065735340118408
365,4.035918235778809,4.041387557983398,4.4418182373046875,5.677003860473633,4.084150791168213
367,4.035764694213867,4.052921772003174,4.442934989929199,5.696896076202393,4.081677436828613
368,4.026700973510742,4.035769462585449,4.4301300048828125,5.678366661071777,4.072246551513672
370,4.022737503051758,4.0221381187438965,4.4211015701293945,5.677793025970459,4.077888488769531
372,4.014401435852051,4.007941246032715,4.412395477294922,5.671990394592285,4.059472084
377,4.009825706481934,4.013913154602051,4.387793064117432,5.649125576019287,4.048946857452393
378,4.005738735198975,4.020695686340332,4.382391929626465,5.6465373039245605,4.041448593139648
382,3.9903533458709717,3.986974000930786,4.364917755126953,5.644841194152832,4.031790256500244
389,3.946577548980713,3.9552254676818848,4.325971603393555,5.634656906,4.010659217834473
390,3.9647603034973145,3.9642181396484375,4.327978610992432,5.631727695465088,4.010276794433594
392,3.9684600830078125,3.9551620483398438,4.317260265350342,5.632440090179443,4.004089355
395,3.948915481567383,3.9424211978912354,4.299363613128662,5.610355854034424,3.9696896076202393
397,3.935248851776123,3.932499647140503,4.2883687019348145,5.604076862335205,3.9615838527679443
401,3.9279556274414062,3.930527687072754,4.268408298492432,5.576363563537598,3.9625191688537598
405,3.924570083618164,3.927521228790283,4.257680416107178,5.5754523277282715,3.9573845863342285
406,3.9084367752075195,3.9217629432678223,4.2391767501831055,5.570475101470947,3.946967840194702
407,3.9212963581085205,3.9289040565490723,4.257568836212158,5.580567359924316,3.9756417274475098
410,3.893217086791992,3.8829996585845947,4.219353675842285,5.557106018066406,3.9199020862579346
414,3.906209945678711,3.886481523513794,4.220343112945557,5.5559306144714355,3.9278934001922607
425,3.852517843,3.8660778999328613,4.152491092681885,5.5356926918029785,3.891737222671509
426,3.8525190353393555,3.8644051551818848,4.149170875549316,5.541407585144043,3.874990701675415
427,3.855558156967163,3.8870482444763184,4.160081863,5.545464992523193,3.8917324542999268
428,3.8606553077697754,3.8633246421813965,4.147126197814941,5.531700134277344,3.8685803413391113
430,3.8702783584594727,3.8591721057891846,4.155544757843018,5.545147895812988,3.9040417671203613
435,3.8362298011779785,3.8502066135406494,4.139570713043213,5.511755943,3.882438898086548
441,3.837259292602539,3.843398332595825,4.127167701721191,5.490598678588867,3.8664183616638184
442,3.8263120651245117,3.821410894393921,4.101837635040283,5.501732349395752,3.8407349586486816
447,3.8233158588409424,3.8161964416503906,4.096617698669434,5.469083786010742,3.8431735038757324
451,3.8216302394866943,3.8145554065704346,4.085243225097656,5.462104797363281,3.832350969314575
454,3.8172860145568848,3.8163743019104004,4.086761951446533,5.457594394683838,3.828824281692505
455,3.8070220947265625,3.7976996898651123,4.076399803161621,5.468268394470215,3.829115867614746
457,3.8242766857147217,3.816471576690674,4.089365005493164,5.450732231140137,3.8524324893951416
458,3.7978689670562744,3.8013226985931396,4.073932647705078,5.450669288635254,3.837620735168457
460,3.786661386489868,3.7887110710144043,4.065179347991943,5.442223072052002,3.8241634368896484
461,3.7951371669769287,3.7977912425994873,4.066863536834717,5.4296722412109375,3.825411558151245
462,3.7894883155822754,3.7922306060791016,4.050346851348877,5.424012184143066,3.819044589996338
463,3.802016258239746,3.809493064880371,4.064909934997559,5.419672966003418,3.819486618041992
465,3.777212142944336,3.7861804962158203,4.046761512756348,5.419511318206787,3.7915501594543457
468,3.7764124870300293,3.7844738960266113,4.047255516052246,5.420982837677002,3.7999093532562256
470,3.748849391937256,3.7566041946411133,4.017970085144043,5.402993202209473,3.7809813022613525
472,3.744724750518799,3.740830421447754,3.9982211589813232,5.384322166442871,3.7643661499023438
475,3.7849161624908447,3.776981830596924,4.043114185333252,5.398632049560547,3.806321859359741
477,3.7737796306610107,3.7594923973083496,4.022212505340576,5.382871150970459,3.785856008529663
482,3.740154743,3.75864315,4.003547191619873,5.356492996,3.755769729614258
483,3.762099027633667,3.761326551437378,4.027222633361816,5.371586799621582,3.7759597301483154
488,3.735727310180664,3.7467570304870605,3.995863914489746,5.352847099304199,3.749743938446045
489,3.741788387298584,3.735273599624634,4.014290809631348,5.361354827880859,3.752948045730591
490,3.7226810455322266,3.7440688610076904,3.9916152954101562,5.345827579498291,3.739555835723877
494,3.7450037002563477,3.7512526512145996,3.993723154067993,5.345205783843994,3.7644152641296387
495,3.731121063232422,3.7226510047912598,3.991002321243286,5.327834606170654,3.7508630752563477
496,3.751852512359619,3.742412805557251,3.9965460300445557,5.346061706542969,3.7625598907470703
497,3.746462106704712,3.7329471111297607,4.001913070678711,5.340358257293701,3.7603647708892822
498,3.7479655742645264,3.7437148094177246,3.9938220977783203,5.343780994415283,3.762580156326294
499,3.7380075454711914,3.739316701889038,4.003793239593506,5.336999416351318,3.7552249431610107
501,3.7141549587249756,3.720609188079834,3.9779245853424072,5.308207988739014,3.7303805351257324
502,3.7125983238220215,3.7238259315490723,3.9739902019500732,5.309075832366943,3.7306342124938965
503,3.710242509841919,3.7183375358581543,3.9894776344299316,5.318500518798828,3.7354001998901367
506,3.7114131450653076,3.7248053550720215,3.9713752269744873,5.310907841,3.7209582328796387
511,3.6776645183563232,3.674808979034424,3.945284128189087,5.263658524,3.710386276245117
512,3.6989259719848633,3.702101707458496,3.9508371353149414,5.2716827392578125,3.708961248397827
513,3.701692581176758,3.6926822662353516,3.9652719497680664,5.271385669708252,3.716261863708496
514,3.7277469635009766,3.7360165119171143,3.981611490249634,5.309760570526123,3.7377171516418457
515,3.7021007537841797,3.681107283,3.958163022994995,5.282765865325928,3.711266040802002
517,3.7051193714141846,3.684378147125244,3.9586286544799805,5.267621994018555,3.7072014808654785
519,3.6949613094329834,3.686591625213623,3.952195167541504,5.267029762268066,3.7110047340393066
526,3.6804018020629883,3.694143056869507,3.940990447998047,5.266381264,3.7119717597961426
527,3.6768314838409424,3.6853017807006836,3.957048177719116,5.271381378173828,3.703610659
532,3.680783748626709,3.674778461456299,3.9314730167388916,5.235994815826416,3.684476852416992
534,3.662944793701172,3.6514198780059814,3.9060816764831543,5.228735446929932,3.6577556133270264
537,3.6518020629882812,3.6543140411376953,3.910865306854248,5.217842102050781,3.6606664657592773
542,3.653832436,3.6533021926879883,3.905917167663574,5.216620922088623,3.6635117530822754
543,3.6584553718566895,3.6616525650024414,3.921701431274414,5.220545768737793,3.683483839035034
545,3.6041462421417236,3.613626718521118,3.8661856651306152,5.178868770599365,3.622396230697632
549,3.630949020385742,3.6363301277160645,3.8900179862976074,5.191897869110107,3.6452295780181885
550,3.6404545307159424,3.6441569328308105,3.895754337310791,5.185981750488281,3.654956340789795
551,3.6446549892425537,3.6489977836608887,3.900857687,5.19188118,3.6645288467407227
552,3.6368937492370605,3.638911247253418,3.8877649307250977,5.186854839324951,3.637144088745117
560,3.616147994995117,3.6025869846343994,3.8642139434814453,5.155727386474609,3.624896764755249
564,3.625614881515503,3.611760139465332,3.8635685443878174,5.146368503570557,3.624833106994629
565,3.5928919315338135,3.596416473388672,3.853818416595459,5.148410320281982,3.608881950378418
568,3.5909581184387207,3.581845522,3.8311073780059814,5.132610321044922,3.5805516242980957
574,3.6044862270355225,3.610074281692505,3.858278274536133,5.121515274047852,3.612863779067993
575,3.6039204597473145,3.607861280441284,3.867203950881958,5.125032901763916,3.6109695434570312
577,3.5909619331359863,3.5916991233825684,3.860800028,5.1130757331848145,3.5979247093200684
578,3.598662853240967,3.605454921722412,3.851816415786743,5.127934455871582,3.5963053703308105
581,3.5993754863739014,3.599349021911621,3.865546703338623,5.109920501708984,3.616576910018921
582,3.565958023071289,3.56974721,3.815642833709717,5.105245590209961,3.576615810394287
583,3.582951068878174,3.584580183029175,3.844463825,5.104651927947998,3.5899791717529297
584,3.560793876647949,3.5670294761657715,3.8065309524536133,5.087427616119385,3.5610461235046387
585,3.585996627807617,3.5934367179870605,3.8521900177001953,5.107946872711182,3.591886281967163
586,3.5842652320861816,3.591409921646118,3.8287158012390137,5.096773147583008,3.587294816970825
587,3.5670437812805176,3.5755934715270996,3.8288278579711914,5.091097831726074,3.5683181285858154
589,3.571709156036377,3.5851497650146484,3.8399600982666016,5.097066402435303,3.5775609016418457
591,3.561152696609497,3.570408344268799,3.8282968997955322,5.075218200683594,3.5691897869110107
592,3.5974667072296143,3.590386152267456,3.8448398113250732,5.093495845794678,3.5915369987487793
593,3.5621798038482666,3.5642175674438477,3.8213202953338623,5.0687150955200195,3.559861421585083
595,3.5712199211120605,3.574374198913574,3.825535774230957,5.075899124145508,3.576772689819336
596,3.580533742904663,3.581435441970825,3.833054542541504,5.085167885,3.593322754
597,3.5643579959869385,3.5737979412078857,3.820159435272217,5.069413661956787,3.5762012004852295
598,3.5559844970703125,3.551791191101074,3.8085711002349854,5.061534404754639,3.5680270195007324
599,3.5704641342163086,3.5752053260803223,3.826078414916992,5.075928211212158,3.580932140350342
604,3.5602781772613525,3.5519654750823975,3.811072587966919,5.064154148101807,3.561117649078369
606,3.552859306335449,3.5501794815063477,3.805668592453003,5.058367729187012,3.5581259727478027
608,3.537099838256836,3.536010742,3.789748191833496,5.020806789398193,3.538437604904175
609,3.5526418685913086,3.5539848804473877,3.8053059577941895,5.054669380187988,3.5516974925994873
613,3.5430476665496826,3.551894187927246,3.8003907203674316,5.04841423,3.5489771366119385
614,3.5292530059814453,3.5268778800964355,3.7794814109802246,5.026255130767822,3.5285110473632812
616,3.5225064754486084,3.519864559173584,3.771073818206787,5.013795852661133,3.522921085357666
617,3.5498104095458984,3.5516035556793213,3.8004074096679688,5.037199974060059,3.554800510406494
619,3.5419387817382812,3.542269706726074,3.792969226837158,5.034692287445068,3.5432229042053223
622,3.5296897888183594,3.5362954139709473,3.777280330657959,5.023914813995361,3.5397727489471436
623,3.5359842777252197,3.5303914546966553,3.783238649368286,5.012726783752441,3.539773941040039
625,3.5347185134887695,3.5331053733825684,3.784259080886841,5.000223636627197,3.5383949279785156
626,3.5357627868652344,3.5347580909729004,3.7777199745178223,5.011496067047119,3.536318541
628,3.520669460296631,3.5254011154174805,3.768786668777466,5.0154194831848145,3.5179994106292725
632,3.5057554244995117,3.5071473121643066,3.7578885555267334,4.976064682006836,3.5093512535095215
634,3.514174461364746,3.5159449577331543,3.765472412109375,4.989675045013428,3.514307737350464
635,3.5108070373535156,3.5234079360961914,3.7671985626220703,4.987430095672607,3.513021469116211
636,3.522662401199341,3.522711753845215,3.771111488342285,4.988795757293701,3.5265002250671387
643,3.5173392295837402,3.5281667709350586,3.7733025550842285,4.986962318,3.521651268005371
644,3.486131429672241,3.4933841228485107,3.729264974594116,4.9532036781311035,3.486473560333252
645,3.490267753601074,3.4905760288238525,3.742316246032715,4.978357315063477,3.486016273498535
646,3.484302043914795,3.492318868637085,3.729628324508667,4.957292556762695,3.483705759048462
647,3.493368148803711,3.495512008666992,3.7496633529663086,4.975058555603027,3.4963672161102295
648,3.4950499534606934,3.502603769302368,3.7441229820251465,4.964933872,3.5088343620300293
649,3.503472328186035,3.4959070682525635,3.755962849,4.964824676513672,3.498757839202881
650,3.4878885746002197,3.4936118125915527,3.7391600608825684,4.957195281982422,3.4900150299072266
651,3.4962456226348877,3.4868457317352295,3.750556707382202,4.960805892944336,3.4971532821655273
652,3.498352051,3.5030317306518555,3.748147964477539,4.976158142089844,3.510030746459961
653,3.498389244,3.4935526847839355,3.745616912841797,4.960520267486572,3.4961233139038086
662,3.4696907997131348,3.469123363494873,3.7168548107147217,4.925701141357422,3.4748282432556152
663,3.4847381114959717,3.4801888465881348,3.736398696899414,4.938510894775391,3.481826066970825
667,3.4794974327087402,3.4851036071777344,3.735247850418091,4.941816329956055,3.4799304008483887
668,3.4820590019226074,3.4833970069885254,3.723626136779785,4.946209907531738,3.4770331382751465
671,3.473466634750366,3.4702847003936768,3.730450153,4.930844306945801,3.480543613433838
675,3.4687724113464355,3.474179267883301,3.7246501445770264,4.913931846618652,3.473900079727173
676,3.4522762298583984,3.4611387252807617,3.696394920349121,4.900080680847168,3.4475018978118896
681,3.451749563217163,3.455575704574585,3.7143518924713135,4.914476395,3.457564353942871
683,3.4444704055786133,3.4516501426696777,3.704329490661621,4.898200988769531,3.4467551708221436
686,3.453014850616455,3.4584741592407227,3.7021098136901855,4.913844108581543,3.4612865447998047
691,3.462463379,3.465341329574585,3.7087159156799316,4.911736488342285,3.4636449813842773
692,3.462090492248535,3.4562861919403076,3.702023506164551,4.895620346069336,3.4586925506591797
693,3.451857089996338,3.456232786178589,3.6973607540130615,4.900299072265625,3.4520719051361084
695,3.4380269050598145,3.442647933959961,3.689649820327759,4.890180587768555,3.439272880554199
697,3.453782558441162,3.4538633823394775,3.7027130126953125,4.873211860656738,3.4499359130859375
700,3.4455361366271973,3.442337751,3.6911160945892334,4.883844375610352,3.4452528953552246
702,3.431950569152832,3.431363821029663,3.6707630157470703,4.850025653839111,3.433957099914551
703,3.450397015,3.4399452209472656,3.6903700828552246,4.860084533691406,3.446241855621338
713,3.412937641143799,3.4191036224365234,3.6635656356811523,4.843404769897461,3.414443016052246
715,3.4168686866760254,3.421687602996826,3.667072296142578,4.854905605316162,3.4193053245544434
719,3.4433913230895996,3.443704605102539,3.6877171993255615,4.846331596374512,3.4409141540527344
720,3.4086461067199707,3.4118731021881104,3.6459646224975586,4.828556537628174,3.410768747329712
722,3.417346715927124,3.419724941253662,3.651401996612549,4.834408283233643,3.4180641174316406
724,3.4209277629852295,3.4232959747314453,3.6590898036956787,4.840049743652344,3.423729181289673
726,3.4224753379821777,3.4239885807037354,3.660555362701416,4.838989734649658,3.4201371669769287
727,3.405433177947998,3.404726744,3.649815797805786,4.822967529296875,3.406397819519043
729,3.403907299041748,3.404217004776001,3.6530439853668213,4.827651500701904,3.4056649208068848
731,3.4222443103790283,3.422043561935425,3.6718063354492188,4.829887390136719,3.4229023456573486
734,3.4166793823242188,3.418614387512207,3.648003339767456,4.810783863067627,3.410318136
745,3.4037117958068848,3.406421184539795,3.6515567302703857,4.809709548950195,3.406966209411621
746,3.4076883792877197,3.4079837799072266,3.641019344329834,4.795438289642334,3.4061038494110107
752,3.394601345062256,3.3888936042785645,3.621856451034546,4.793850898742676,3.386660099029541
755,3.404752492904663,3.404292106628418,3.6426634788513184,4.796888351,3.3971261978149414
758,3.4074432849884033,3.406697988510132,3.639969825744629,4.797786235809326,3.3978848457336426
759,3.405689239501953,3.4053056240081787,3.6417558193206787,4.795037269592285,3.4023072719573975
760,3.3813891410827637,3.3825058937072754,3.6246328353881836,4.777636528015137,3.381549596786499
